1000
7798180202707779/9765625000000000 -183700612959991/305175781250000
-2363971885195281/2441406250000000 -152500287611477/610351562500000
-1612066745653449/2441406250000000 7333981494492453/9765625000000000
3130119501295257/4882812500000000 -7495121031115477/9765625000000000
709603668678447/976562500000000 6709224618421557/9765625000000000
4640204290450551/4882812500000000 -303997503479259/976562500000000
6620386941927831/19531250000000000 -574218391412857/610351562500000
4361862828552937/4882812500000000 -4389082170588481/9765625000000000
-3455328499166457/4882812500000000 -6900018224035159/9765625000000000
1598929408228183/9765625000000000 -2408459782570181/2441406250000000
-50056462709713/390625000000000 1210639040501599/1220703125000000
6163071244206793/19531250000000000 926669141874989/976562500000000
-4632569394801141/4882812500000000 1543100357237999/4882812500000000
-906011388712653/4882812500000000 2399010278931669/2441406250000000
-4753152629636457/4882812500000000 -8942117832500421/39062500000000000
-4733277072500691/4882812500000000 -119914388840353/488281250000000
2419235060770119/2441406250000000 2626220990301139/19531250000000000
7924586153427277/9765625000000000 -713358758111207/1220703125000000
-2633743305151839/9765625000000000 -2350941670947953/2441406250000000
1793864260632693/2441406250000000 -6624216774187009/9765625000000000
-8973671269869353/9765625000000000 3852357146079053/9765625000000000
-39896130403201/61035156250000 -230953949809951/305175781250000
-3972693625523551/9765625000000000 -8921050218351511/9765625000000000
297424866726471/305175781250000 -69982785986959/312500000000000
-466085657131199/488281250000000 5821716491639331/19531250000000000
-2398356340499103/2441406250000000 3651641529191493/19531250000000000
7883145366850691/19531250000000000 -4467421975309141/4882812500000000
-4808616569909029/4882812500000000 -3391907059463919/19531250000000000
-4843134678653993/4882812500000000 -2484848146910681/19531250000000000
7527568570159967/9765625000000000 6221185020730763/9765625000000000
1041052972574289/2441406250000000 8833276344218649/9765625000000000
4576360423739393/4882812500000000 -851290664548257/2441406250000000
-1212189239339859/1220703125000000 -1151371145399621/9765625000000000
2044750778144121/2441406250000000 -5335854170148317/9765625000000000
-4995094768244209/9765625000000000 -2097862899132179/2441406250000000
6908868385622797/9765625000000000 1725452282569103/2441406250000000
5331712844792479/9765625000000000 -8181703354516093/9765625000000000
-3266545547026969/9765625000000000 2300775845093119/2441406250000000
492425940134767/19531250000000000 -2440630180071271/2441406250000000
4193338935150737/9765625000000000 2204871597956073/2441406250000000
-4737336909733191/4882812500000000 -4732013379247073/19531250000000000
-610165824794429/610351562500000 -385444620565549/15625000000000000
4367641141826189/19531250000000000 2379579261060159/2441406250000000
2017123203149843/2441406250000000 5501532093304307/9765625000000000
7376356399699641/19531250000000000 -452119379165441/488281250000000
-77669120943031/195312500000000 -896025673574519/976562500000000
4273322396671549/4882812500000000 -4724647544213887/9765625000000000
481463553870137/488281250000000 65048537674817/390625000000000
1157066508612827/3906250000000000 4663687207622467/4882812500000000
-929586131183483/976562500000000 -5984778729997431/19531250000000000
1150469460244633/1220703125000000 65294143650003/195312500000000
-7747804432778059/19531250000000000 -448219570240081/488281250000000
51388593506239/195312500000000 -4710771242170737/4882812500000000
-6526337999061/7629394531250 -2528977895761953/4882812500000000
-3235386854403027/19531250000000000 2407676520218897/2441406250000000
-8737180821409389/9765625000000000 4362236001710699/9765625000000000
2359559330988521/2441406250000000 1253705294052897/4882812500000000
-6010167149220357/9765625000000000 7697098315537969/9765625000000000
-7707579425611393/19531250000000000 -8973056139916767/9765625000000000
-48235746431967/312500000000000 4824294667068423/4882812500000000
-8803354724229269/19531250000000000 871737736021979/976562500000000
8784449657665703/9765625000000000 -8532496903617819/19531250000000000
2392909883120239/2441406250000000 3873576280840611/19531250000000000
-7752352197176471/2500000000000000000 4882789023785521/4882812500000000
-85248917505557/976562500000000 -608021554173857/610351562500000
1044828259319579/3906250000000000 4704904849434261/4882812500000000
3053992468087527/9765625000000000 4637902587525143/4882812500000000
7774257923386041/19531250000000000 -8958663967121009/9765625000000000
-2889034579596241/4882812500000000 -157456468183703/195312500000000
-152581508532447/152587890625000 1143252037248957/125000000000000000
2201366523270129/2441406250000000 8445400765916169/19531250000000000
1094855698975017/3906250000000000 -2343548329733703/2441406250000000
-4644171854135339/4882812500000000 -1206257206247723/3906250000000000
1085393285507251/2441406250000000 4373733367874561/4882812500000000
-1454244886963997/1953125000000000 -3259475680960889/4882812500000000
22070318535589/1953125000000000 -976500149342633/976562500000000
-4830972853455047/4882812500000000 -35480952613221/244140625000000
8215610121317619/9765625000000000 5279316430668699/9765625000000000
-384681182221003/1953125000000000 -4787168822533609/4882812500000000
-4834895645679237/4882812500000000 2729518655142567/19531250000000000
-8377732265569859/19531250000000000 -8821611653333671/9765625000000000
-3096877431144097/4882812500000000 -1887538614613393/2441406250000000
-4855845470737063/4882812500000000 -819947587754991/7812500000000000
-3037053765209509/39062500000000000 -2434016108555553/2441406250000000
-8973630042423579/9765625000000000 -192622658988617/488281250000000
-466073184069893/610351562500000 -6305397143393001/9765625000000000
-3437022209653661/19531250000000000 -4806613964716011/4882812500000000
-1695373294663599/4882812500000000 4579035630118829/4882812500000000
-4703325054871437/4882812500000000 2623426262256933/9765625000000000
-304583077470627/488281250000000 7632764322840959/9765625000000000
2439469310877483/2441406250000000 6222814102261077/156250000000000000
-2392611350254023/2441406250000000 7770720910489531/39062500000000000
-3336284222967203/4882812500000000 -3565258124419097/4882812500000000
487134151402169/3906250000000000 302793485973419/305175781250000
-2754906492627861/19531250000000000 -2416997804545499/2441406250000000
3788566317616837/4882812500000000 3080360882619997/4882812500000000
422067085167521/610351562500000 -3527160040276111/4882812500000000
609926783770277/610351562500000 5828419447897209/156250000000000000
-8643316054156891/9765625000000000 -4545384387329497/9765625000000000
-1608214704299377/3906250000000000 -8899590765652959/9765625000000000
-6808416382202241/39062500000000000 -4808073244256347/4882812500000000
4839149447837409/4882812500000000 -521223503169933/3906250000000000
8281095226604719/9765625000000000 -2587996014705661/4882812500000000
-8291221178838139/39062500000000000 -2385776994121217/2441406250000000
4786860969478767/4882812500000000 -7705872956282849/39062500000000000
1425681478938597/4882812500000000 4670041780409219/4882812500000000
67315328187863/122070312500000 407329012662893/488281250000000
429302820939491/610351562500000 -6941642323800197/9765625000000000
4529776455959649/4882812500000000 3645810290835159/9765625000000000
4647031951753059/4882812500000000 1498983638850807/4882812500000000
2654757840239111/4882812500000000 8196125601732863/9765625000000000
-4612503522622341/4882812500000000 -25032543096051/76293945312500
6738958916582929/9765625000000000 -7067804776678007/9765625000000000
-6925344422961629/9765625000000000 -6885276774682283/9765625000000000
-1773789817095889/2441406250000000 -1342030500352297/1953125000000000
1738341229676731/15625000000000000 4852500108364787/4882812500000000
-32135259856133/97656250000000 4610875252606957/4882812500000000
4882270177708569/4882812500000000 -116435837933553/7812500000000000
-488271651903581/488281250000000 -1959387872231241/312500000000000000
1211229127367753/1220703125000000 -2428635588676003/19531250000000000
6430486586496713/39062500000000000 -4816196224250273/4882812500000000
-678392107802639/1953125000000000 4578810853879049/4882812500000000
-3669102273803749/4882812500000000 -1288692137914989/1953125000000000
-605037422891901/610351562500000 642930627499711/4882812500000000
-6708088758866851/78125000000000000 -4864779819899983/4882812500000000
-4647204616439843/9765625000000000 -4294499996902003/4882812500000000
-6506424971834003/19531250000000000 920782494197727/976562500000000
6258052018734879/39062500000000000 602468005824533/610351562500000
4882732002270057/4882812500000000 1435522518084403/250000000000000000
6398491679580423/9765625000000000 -7377447788155813/9765625000000000
2247508201999821/19531250000000000 -4850376489539521/4882812500000000
1073999124239383/1220703125000000 37133349352313/78125000000000
-2256851518023611/2441406250000000 3724697470954839/9765625000000000
-4309526856206559/4882812500000000 -4591224754154673/9765625000000000
1610573329496587/31250000000000000 2438161660934933/2441406250000000
-6936401264573419/19531250000000000 1141127567466379/1220703125000000
482219807381287/488281250000000 -3067933889957079/19531250000000000
609932156962443/610351562500000 -5791451903995837/156250000000000000
6751940088164559/19531250000000000 -2290882170448811/2441406250000000
-1801127991784911/4882812500000000 -4538479466447447/4882812500000000
132563711909381/152587890625000 2418049811273177/4882812500000000
-3324618632274679/9765625000000000 -4591142085324659/4882812500000000
8129773803558917/39062500000000000 -4775892724390919/4882812500000000
-3635059795789767/9765625000000000 906387179530127/976562500000000
4585020609801549/4882812500000000 6716479932644821/19531250000000000
-4380377875572659/4882812500000000 -8629389389614827/19531250000000000
-2270523973618379/2441406250000000 -1794642429859797/4882812500000000
-1191011940874593/2441406250000000 8524745189607203/9765625000000000
2250583563623771/2441406250000000 7569784570506467/19531250000000000
-4882769607752999/4882812500000000 5239362319158979/1250000000000000000
72551888424891/76293945312500 1208352083456263/3906250000000000
195981923300103/610351562500000 -924849985619077/976562500000000
-3555236918214977/4882812500000000 6693922128473717/9765625000000000
-4647602999920707/4882812500000000 -5988848657676097/19531250000000000
-2509410805157007/4882812500000000 -1047160306528969/1220703125000000
4564109529125647/4882812500000000 -6940619126620583/19531250000000000
-8089236997899849/39062500000000000 4776968100691929/4882812500000000
-578178766213603/4882812500000000 484846029420227/488281250000000
-1765363726952251/1953125000000000 -1671153107511407/3906250000000000
1153094335264097/1220703125000000 640978398870459/1953125000000000
2191176335481633/4882812500000000 8727108152642897/9765625000000000
6612319721986729/9765625000000000 7186421886784157/9765625000000000
4780917540583347/4882812500000000 -396925258515753/1953125000000000
-4726435672071193/4882812500000000 -612915929783437/2441406250000000
-840427904125153/1220703125000000 354129254900539/488281250000000
-58635808016649/61035156250000 1355598327993293/4882812500000000
7740032119893483/19531250000000000 4483034891019121/4882812500000000
900771287994419/976562500000000 -7544147483476853/19531250000000000
-7757116920503043/19531250000000000 1792475560904933/1953125000000000
-2391418814912661/2441406250000000 -7864134757271223/39062500000000000
-295168276010977/390625000000000 -3198231431727827/4882812500000000
-228440983718427/976562500000000 2373669408010527/2441406250000000
-577444353959383/610351562500000 3163271134318913/9765625000000000
-5131729923213397/39062500000000000 4840493670337891/4882812500000000
-4564301391846117/78125000000000000 974894447636223/976562500000000
2075912713911903/19531250000000000 -4855153917273883/4882812500000000
3818260755057277/9765625000000000 359529284363907/390625000000000
-4696149523191067/4882812500000000 5348700875522677/19531250000000000
-276460055868853/305175781250000 -827114145685623/1953125000000000
257774110442581/390625000000000 -3668710574969939/4882812500000000
-5381036751086253/9765625000000000 -8149348141053007/9765625000000000
-4685702060445847/4882812500000000 1098669482132579/3906250000000000
4691672274275037/4882812500000000 -5411201982488029/19531250000000000
-407229638022601/610351562500000 1818540301504139/2441406250000000
-6824601583594093/9765625000000000 -6985144584461369/9765625000000000
5528559760879623/9765625000000000 8049997429254723/9765625000000000
7448636296663783/9765625000000000 1263095387698773/1953125000000000
4550373578891707/4882812500000000 3541727376679649/9765625000000000
-8661829345387649/39062500000000000 4761255773561381/4882812500000000
-8995912891622247/9765625000000000 -1520051730012879/3906250000000000
1372345610854911/7812500000000000 4806888927556181/4882812500000000
115013883144889/195312500000000 -7892841589089417/9765625000000000
275429621071761/488281250000000 -4031837086711573/4882812500000000
-610278347584333/610351562500000 4840182621605557/312500000000000000
1454025318146217/2441406250000000 -7844768806514421/9765625000000000
-2419230967018473/2441406250000000 -1313231164771387/9765625000000000
-4861260731837039/4882812500000000 -1466431230673977/15625000000000000
-6118596373085481/9765625000000000 7611189792922667/9765625000000000
-9002422061035571/9765625000000000 -7569366862718457/19531250000000000
-4630530810513037/4882812500000000 6196827992508067/19531250000000000
-2092361542954199/4882812500000000 -4411788875696861/4882812500000000
-4587832872128097/4882812500000000 -3342841574216227/9765625000000000
4694623014791767/19531250000000000 -4739661388956807/4882812500000000
-953691882668819/2441406250000000 4494857626430749/4882812500000000
3841443211024283/4882812500000000 -6028323802395387/9765625000000000
-8110094999156951/9765625000000000 5440017531706529/9765625000000000
-424923234586561/610351562500000 -3505143873152697/4882812500000000
912928261407591/3906250000000000 593448752773597/610351562500000
-5472487092445359/19531250000000000 -4687227402643799/4882812500000000
4437174732488003/4882812500000000 8151896273654391/19531250000000000
5743253162941637/19531250000000000 291683543364957/305175781250000
2772582554796929/9765625000000000 146308930449453/152587890625000
242511016903597/244140625000000 4505787086382633/39062500000000000
-6492566503823783/9765625000000000 1458958694878651/1953125000000000
-8082652385196471/19531250000000000 -8890169528509817/9765625000000000
4637611425545463/4882812500000000 -1222304230752767/3906250000000000
8625463464906237/19531250000000000 8761722241917791/9765625000000000
-1817448814807673/2441406250000000 3260272554921289/4882812500000000
-4534855638511059/4882812500000000 -7240930600988469/19531250000000000
-1209451620901237/1220703125000000 529141999752007/3906250000000000
4715710355439427/9765625000000000 2137894809798683/2441406250000000
671595564571109/1220703125000000 8154804295022871/9765625000000000
-7857721967920497/9765625000000000 1449647308733331/2441406250000000
-659216200227997/1220703125000000 -8219197511160717/9765625000000000
-2441389869164479/2441406250000000 4579017266314259/1250000000000000000
-4560216161499891/4882812500000000 3490722830905627/9765625000000000
-7034140843368223/9765625000000000 -1693522479853087/2441406250000000
-4430863166243143/4882812500000000 1641328147507093/3906250000000000
-587282108251839/610351562500000 -5319007924193181/19531250000000000
-8953895229650299/78125000000000000 4850637597110481/4882812500000000
-7838892167832197/9765625000000000 -1456004833906039/2441406250000000
114951509146023/122070312500000 1643076012313221/4882812500000000
-3571580984312987/4882812500000000 -3329514556605831/4882812500000000
-231362829023951/305175781250000 6368200905983089/9765625000000000
-2303357304712489/39062500000000000 -974863276111331/976562500000000
-97326762636073/97656250000000 -3206105147221559/39062500000000000
-243033344400381/244140625000000 -7432259439735491/78125000000000000
8793785269257789/9765625000000000 -1698788852273747/3906250000000000
3893449660463829/4882812500000000 -5893354783683177/9765625000000000
-8184008879520567/9765625000000000 1065634652224739/1953125000000000
1798978131624203/3906250000000000 -8668357234951547/9765625000000000
-1219518803159267/1220703125000000 -6881125862266939/156250000000000000
-6420854734360683/156250000000000000 609836002560963/610351562500000
8904522746917777/9765625000000000 1603840704820719/3906250000000000
-2836169598435099/4882812500000000 -7949339574849911/9765625000000000
4877611433244789/4882812500000000 -7209921444123143/156250000000000000
6816287518808387/19531250000000000 -2287902802730309/2441406250000000
122030744352577/122070312500000 -7956052746789001/312500000000000000
607891299561357/610351562500000 7007573628727159/78125000000000000
-122070064794691/122070312500000 -1259091882758961/625000000000000000
-4730374498136159/4882812500000000 4842173094864471/19531250000000000
-4516191220071347/4882812500000000 7425227025654341/19531250000000000
4879773051502691/4882812500000000 -5512261333426537/156250000000000000
2408106742978003/2441406250000000 1607414778894047/9765625000000000
209290726450621/488281250000000 -8823060034326727/9765625000000000
-2439029431251059/156250000000000000 38142324822661/38146972656250
-2424455597716113/2441406250000000 -4595080005176077/39062500000000000
552564677690147/3906250000000000 -483371320445479/488281250000000
1313797548857933/250000000000000000 -2441372537579751/2441406250000000
-7306324780185019/9765625000000000 3239793583204003/4882812500000000
-3636272409056639/19531250000000000 -1199360587344411/1220703125000000
-4237789514720901/4882812500000000 -4850978432884581/9765625000000000
102319921377447/122070312500000 5325738188479473/9765625000000000
-4882681131881467/4882812500000000 -1146151610202127/156250000000000000
138821836650599/195312500000000 3434700707958811/4882812500000000
7128527823477487/9765625000000000 1334938541065203/1953125000000000
769054426698381/1220703125000000 3791931240221299/4882812500000000
-4307631464940111/4882812500000000 -4598334077647757/9765625000000000
-5005924762618247/9765625000000000 -1048124432853383/1220703125000000
3169039766348521/9765625000000000 1154641574525989/1220703125000000
791363140227869/2441406250000000 577397656398287/610351562500000
2436425975194713/2441406250000000 2493791070539329/39062500000000000
3236717313040389/4882812500000000 3655888256719679/4882812500000000
3860311883952187/4882812500000000 -597991641037691/976562500000000
3105571522367177/4882812500000000 1507171307031461/1953125000000000
5983104045750047/9765625000000000 -7718153770064083/9765625000000000
-2439765851656099/2441406250000000 -5726861699401397/156250000000000000
-8987132408671379/9765625000000000 1528339371193903/3906250000000000
181362536242481/390625000000000 4324630061358839/4882812500000000
-4877810256644669/4882812500000000 7070842281948717/156250000000000000
2428477760527817/2441406250000000 -8029401597922613/78125000000000000
-1993028594472961/9765625000000000 1195010909091407/1220703125000000
1745356100942229/31250000000000000 -975038176376447/976562500000000
-391697225371359/2441406250000000 963911843369543/976562500000000
-4585053721659153/4882812500000000 1679029564854591/4882812500000000
4685527369417709/4882812500000000 1099146193906907/3906250000000000
-6409580785189139/39062500000000000 1204157909050893/1220703125000000
-7254394047461641/9765625000000000 261507012968381/390625000000000
4020811644708927/4882812500000000 5540733391142131/9765625000000000
1487764944056909/1953125000000000 -3163515387251521/4882812500000000
-349773656463433/610351562500000 4001499071821093/4882812500000000
-2416528284266909/2441406250000000 2781142543656081/19531250000000000
-4735580907382187/4882812500000000 -4760052738856673/19531250000000000
2427068853161669/2441406250000000 -4227188479971039/39062500000000000
2792115454006797/4882812500000000 -1602295812971009/1953125000000000
-2441405802273571/2441406250000000 757026932760311/1250000000000000000
-6594102439529501/9765625000000000 -1440628260969721/1953125000000000
-903436324678613/976562500000000 -7415581532353341/19531250000000000
-4802264743065497/4882812500000000 7065912527808763/39062500000000000
8264871680007843/9765625000000000 5201858105872299/9765625000000000
7397145586777191/19531250000000000 -2259535225060547/2441406250000000
-724433513776089/2441406250000000 -2331450312929077/2441406250000000
-6865433739481717/9765625000000000 -3472508142877821/4882812500000000
-1324681426893131/4882812500000000 1174922258795253/1220703125000000
-462446243522969/610351562500000 -1274678946787899/1953125000000000
3255496680799359/19531250000000000 -4814505867193203/4882812500000000
6490895045459901/19531250000000000 -4605282347962799/4882812500000000
-151445204357603/152587890625000 -2385799284399671/19531250000000000
-8743545456025473/9765625000000000 86989297040593/195312500000000
-8330088711656137/9765625000000000 -637096118343859/1220703125000000
8742749178611149/9765625000000000 8702130415138373/19531250000000000
-2632497368648261/9765625000000000 1175514443530237/1220703125000000
-7290491912284283/9765625000000000 -6497396349118811/9765625000000000
-5103574445837/7812500000000 -7393904174829547/9765625000000000
7983586909785389/9765625000000000 1406008794747751/2441406250000000
-5188604770106051/19531250000000000 -4707361967586867/4882812500000000
-8275085009830803/9765625000000000 1037119081315131/1953125000000000
8170650358473713/39062500000000000 -2387401322379607/2441406250000000
1751368452964773/3906250000000000 -8729081282006349/9765625000000000
-1226840455340713/9765625000000000 -4844127737213491/4882812500000000
4666274782496399/4882812500000000 5751851965263973/19531250000000000
-652726217223983/976562500000000 7263764876114313/9765625000000000
-2075428264091089/2441406250000000 5142858346329849/9765625000000000
-8248193677164061/9765625000000000 -2614131438193947/4882812500000000
-7761981206872893/9765625000000000 5926135282355357/9765625000000000
2237862298119129/2441406250000000 -1951857384335273/4882812500000000
3476289581831639/4882812500000000 3428887378349581/4882812500000000
-1866791297163133/4882812500000000 -902373496131003/976562500000000
-4402911407680597/4882812500000000 -131936138764181/305175781250000
17937257075457/488281250000000 -3812122435119/3814697265625
1159191276895973/1220703125000000 -3060893495206119/9765625000000000
6360967659640851/39062500000000000 4817638485105739/4882812500000000
8941121207076053/9765625000000000 7854624930828933/19531250000000000
4126476441636823/4882812500000000 652593388277329/1220703125000000
-627989450339843/976562500000000 1495732016997847/1953125000000000
8056522149714849/625000000000000000 -244120340548223/244140625000000
-995525773667459/2441406250000000 8916854074394507/9765625000000000
-4461400584123109/4882812500000000 1587503748786449/3906250000000000
-475106651980117/1953125000000000 4736144881961781/4882812500000000
-7165876481351361/9765625000000000 6634579556734581/9765625000000000
-115950190887593/152587890625000 -253925903156109/390625000000000
-251168954218533/305175781250000 -1109369691885909/1953125000000000
-2098435146795411/4882812500000000 8817806494780881/9765625000000000
-532074786622151/610351562500000 4784654170315663/9765625000000000
-6138310110832793/625000000000000000 -610322125187761/610351562500000
-1259345531638283/2441406250000000 -8366134887252779/9765625000000000
4877381860650229/4882812500000000 3683618935561771/78125000000000000
2327120683539639/4882812500000000 -8585188928474027/9765625000000000
190887349108453/195312500000000 8267992759062097/39062500000000000
-7718052563773957/9765625000000000 5983234598730627/9765625000000000
-2863297400513781/19531250000000000 1207514322117947/1220703125000000
-371883935397183/610351562500000 483974553504309/610351562500000
-405136264668567/610351562500000 -7304024304828647/9765625000000000
609131581974421/610351562500000 -1234281809001209/19531250000000000
-1346072494828911/2441406250000000 4073599546447409/4882812500000000
-228078229596639/488281250000000 -4317393893144629/4882812500000000
-8574133843277897/9765625000000000 1168643991935247/2441406250000000
194240948260331/610351562500000 2314474398614489/2441406250000000
-6204088554033419/9765625000000000 -94270817374679/122070312500000
3701306853469547/9765625000000000 4518510794971181/4882812500000000
3369587971327337/4882812500000000 -7067597841881603/9765625000000000
-7747288687584217/9765625000000000 -1486332517302543/2441406250000000
8560754453714203/9765625000000000 -2349516696250393/4882812500000000
-472001303955861/488281250000000 -250066776406059/976562500000000
18768884413943/19073486328125 1390642283084071/7812500000000000
