1000
6193168042369073/9765625000000000 -58989342319609/76293945312500
-4774551900077921/156250000000000000 4880532333021213/4882812500000000
-4120896501509219/4882812500000000 -654793380292847/1220703125000000
3798728735644827/4882812500000000 -6135639462400803/9765625000000000
4651189328994637/4882812500000000 148603355816841/488281250000000
-4834367550652131/4882812500000000 -2744443973872943/19531250000000000
-7588545825384443/9765625000000000 6146657945311853/9765625000000000
2798361477729111/4882812500000000 -1000344657796689/1220703125000000
-7290715385313343/19531250000000000 4529867518294929/4882812500000000
14268725979083/24414062500000 -7924139389866871/9765625000000000
-95434790641927/97656250000000 -8284384338685023/39062500000000000
92247467640917/97656250000000 -1281965913993331/3906250000000000
-1819909002565211/19531250000000000 486156904831713/488281250000000
-343781029191861/781250000000000 1096164930497683/1220703125000000
6630522889597741/39062500000000000 4811956255744189/4882812500000000
8705723755032431/9765625000000000 70794902490733/156250000000000
-4182073602206351/4882812500000000 5040681817327909/9765625000000000
-1457251943068501/1953125000000000 -1625535507940421/2441406250000000
3210696572775247/4882812500000000 7357522797171757/9765625000000000
-4932208920431913/9765625000000000 2107141826115367/2441406250000000
-7508031720821079/9765625000000000 3122374549912673/4882812500000000
8470005066408057/9765625000000000 151897007843613/305175781250000
-3942114885850479/4882812500000000 -5762495340358139/9765625000000000
-992393121332063/1220703125000000 1421649762941029/2441406250000000
-160337713037091/610351562500000 942263959789411/976562500000000
-37194254361831/38146972656250 4337790345403777/19531250000000000
1454114936695731/9765625000000000 -301773697727519/305175781250000
4796005205409343/9765625000000000 4253403511022423/4882812500000000
849244476248193/976562500000000 -4821391251165813/9765625000000000
-195309181076281/195312500000000 -3643567219057231/625000000000000000
-8174289843269157/19531250000000000 8869198274375293/9765625000000000
6511350089343469/9765625000000000 29112128511569/39062500000000
-2298755604011193/2441406250000000 -6578447965609871/19531250000000000
-456481154056041/488281250000000 -6933228407398961/19531250000000000
-2425601028554517/2441406250000000 8667249769603/76293945312500
9693996994271/15258789062500 7541608197492863/9765625000000000
-8480366698181773/9765625000000000 -968520775306231/1953125000000000
-2380415285203463/312500000000000000 -4882670838521789/4882812500000000
4952142041142419/9765625000000000 -263027225088337/305175781250000
8784302075319597/9765625000000000 6666487998327/15258789062500
-1658171838537443/1953125000000000 2580168864999871/4882812500000000
-8084080617060153/19531250000000000 277807652138599/305175781250000
976561858611993/976562500000000 1432634268922321/1250000000000000000
-2264554266962797/2441406250000000 7298256008750149/19531250000000000
-583187453889221/1220703125000000 -4289537994723391/4882812500000000
8699883253584513/9765625000000000 8872308158450031/19531250000000000
-1232630263465587/1953125000000000 -3787578298871983/4882812500000000
5233641488662701/9765625000000000 -8244781889702933/9765625000000000
7272129466957311/9765625000000000 -1629485437500827/2441406250000000
-8388265540420907/39062500000000000 -4768903024205009/4882812500000000
-4001034016784479/9765625000000000 -8908375746293959/9765625000000000
2390618211180267/2441406250000000 7926204372431647/39062500000000000
8510872789636609/39062500000000000 -4765507499549207/4882812500000000
471306757630181/488281250000000 638132417952739/2441406250000000
5241864591945523/9765625000000000 8239556252634773/9765625000000000
-74801205630999/152587890625000 8511721860486943/9765625000000000
4786994519910273/4882812500000000 7700561544221121/39062500000000000
-4722599490060061/19531250000000000 -592240499457971/610351562500000
3189150811315997/4882812500000000 7394910415370497/9765625000000000
1996554349213819/4882812500000000 8911931023250041/9765625000000000
-2413421559026721/78125000000000000 -2440241051221143/2441406250000000
7494424969316073/9765625000000000 -6261072273973267/9765625000000000
3395090305008977/4882812500000000 7018609472250269/9765625000000000
1239599489623841/1953125000000000 3773336033065861/4882812500000000
-976140711431819/976562500000000 1147956718091463/39062500000000000
-232393912596311/610351562500000 -2257510484527129/2441406250000000
760461726961861/976562500000000 -1225352648395447/1953125000000000
948747215419627/976562500000000 4628305851594251/19531250000000000
2366488975154079/2441406250000000 2400647939247267/9765625000000000
-2327372171178589/2441406250000000 73743016914317/244140625000000
-2401850446005223/2441406250000000 -7003156546606291/39062500000000000
-4713877449049989/4882812500000000 -1018616255277863/3906250000000000
-42431351027207/156250000000000 1174830724332371/1220703125000000
-8067932729205997/9765625000000000 11004706832557/19531250000000
-1134687259718599/1220703125000000 -7201794301170229/19531250000000000
4676380833279379/4882812500000000 5618996653913951/19531250000000000
-4758650537605459/9765625000000000 -852775918407481/976562500000000
-8941727753673129/9765625000000000 7851862561154951/19531250000000000
448139492183439/488281250000000 -775521240427437/1953125000000000
103412032099853/976562500000000 -1213839638826437/1220703125000000
-973440142276881/976562500000000 1248472301420907/15625000000000000
917737984131609/976562500000000 6676265689389559/19531250000000000
2007901067198383/2441406250000000 2777623287548301/4882812500000000
914136563696753/976562500000000 -3435529934652617/9765625000000000
-4781883965028501/4882812500000000 -3950582043516219/19531250000000000
-4148673428951657/4882812500000000 -2574949842242903/4882812500000000
-4748285262179747/4882812500000000 -910611215963557/3906250000000000
-1627815410846879/2441406250000000 -11644978009299/15625000000000
-756127009492997/4882812500000000 -2411956148838087/2441406250000000
2440009369508467/2441406250000000 5284847907728263/156250000000000000
-2293957020850113/2441406250000000 -1336958376285789/3906250000000000
345841218652727/1220703125000000 -4682751278239001/4882812500000000
1951994820546073/2441406250000000 -5865397784430811/9765625000000000
-300583323031299/305175781250000 -1687806131656667/9765625000000000
8803814668499163/9765625000000000 -1690456928683791/3906250000000000
-4509473762273109/4882812500000000 936283116574077/2441406250000000
-4415467887371331/4882812500000000 -1042293294345311/2441406250000000
76292514128331/76293945312500 -7656419119205587/1250000000000000000
-215029633424789/244140625000000 -4624612679927517/9765625000000000
-2418910621164693/2441406250000000 529055634078871/3906250000000000
-968267858188049/976562500000000 5080420644974679/39062500000000000
-5032401373186623/39062500000000000 4842122860038297/4882812500000000
-2824043990574919/4882812500000000 7966588592227901/9765625000000000
-6849089181037739/9765625000000000 -6961135613591851/9765625000000000
2386307347464189/2441406250000000 -8252056747880329/39062500000000000
-1579423527469717/1953125000000000 -574482068149241/976562500000000
166162952636717/195312500000000 -641557121485557/1220703125000000
-593740756672239/610351562500000 -4525590167212199/19531250000000000
-1006265600077887/1220703125000000 -5528374294041419/9765625000000000
1009817064147399/1953125000000000 -1671815409242817/1953125000000000
8165947420929857/19531250000000000 -354844771290833/390625000000000
1334542068960763/1953125000000000 7130383460584231/9765625000000000
8818336187052799/19531250000000000 8713591014252033/9765625000000000
2414336268274357/2441406250000000 1160170409481873/7812500000000000
7768386681342237/9765625000000000 -1479434013604729/2441406250000000
3067592472335309/9765625000000000 4635658207425801/4882812500000000
8934425404805893/9765625000000000 -7885042631865491/19531250000000000
-4102268162104983/4882812500000000 5296509732393987/9765625000000000
4297153963194847/4882812500000000 -2318690519831197/4882812500000000
-6982100508499391/9765625000000000 -6827715879401951/9765625000000000
7016769710320163/9765625000000000 6792081748106283/9765625000000000
1836529472175633/2441406250000000 -6434437318515867/9765625000000000
-122540583809229/152587890625000 -232761159062551/390625000000000
-2584683645165879/4882812500000000 -8285232251317587/9765625000000000
-2438210637562939/2441406250000000 -7991897186506977/156250000000000000
3464589726848801/4882812500000000 -6881417276919051/9765625000000000
4688076347726753/9765625000000000 -8566759702390979/9765625000000000
-3337955962609927/4882812500000000 7127386029066501/9765625000000000
-6071368377541627/9765625000000000 956114513807157/1220703125000000
-5838611558553997/9765625000000000 -7828029554680071/9765625000000000
-4676805926896811/4882812500000000 -1403333257747109/4882812500000000
-244101025512861/244140625000000 2814117113073989/156250000000000000
151235155122281/152587890625000 5189873424702083/39062500000000000
-182891883354493/195312500000000 -685385414150063/1953125000000000
-6369290185989021/9765625000000000 7402673447295169/9765625000000000
3928454328484761/4882812500000000 362480699899267/610351562500000
-1593235530881733/4882812500000000 461556696986321/488281250000000
-960625271519593/976562500000000 -1757082927017339/9765625000000000
4863346424395727/4882812500000000 1742271925841873/19531250000000000
8541277001424457/19531250000000000 1756463246832787/1953125000000000
2315046625342039/2441406250000000 -775257118659029/2441406250000000
192639191879271/195312500000000 -6440852143471101/39062500000000000
-1797391296266831/1953125000000000 7642524411012639/19531250000000000
4846458708006027/4882812500000000 -951557412076087/7812500000000000
976437799959533/9765625000000000 4858343361255851/4882812500000000
4294588342466489/4882812500000000 -4646878039676611/9765625000000000
-1493502165614989/4882812500000000 -145274891609957/152587890625000
-1586755191015627/9765625000000000 2408962946015489/2441406250000000
-1408667522701429/19531250000000000 -2435048069254057/2441406250000000
1593762012626571/2441406250000000 -1849428864446417/2441406250000000
8832000215412563/9765625000000000 -2083458893017657/4882812500000000
-340154264326561/390625000000000 -2400617338749037/4882812500000000
2496844617058443/9765625000000000 944103800431347/976562500000000
-4564897814495009/4882812500000000 -866539937535331/2441406250000000
-7271958674734899/39062500000000000 959491246469629/976562500000000
-985210378473467/1220703125000000 5765978172878193/9765625000000000
1816133007034603/9765625000000000 4797632034175413/4882812500000000
-119102215232331/244140625000000 1704944472567097/1953125000000000
-4836828541513869/4882812500000000 -1337082750098993/9765625000000000
-1473441988909487/9765625000000000 -4826914137053389/4882812500000000
-576207591210263/976562500000000 3942268155002639/4882812500000000
4874355646002373/4882812500000000 -2298033196502259/39062500000000000
-5409376593799533/9765625000000000 2032641085310543/2441406250000000
-7584036134723103/156250000000000000 975411469584183/976562500000000
-763420482372327/976562500000000 190308005771199/305175781250000
4887896248757691/9765625000000000 8454342192152237/9765625000000000
2119952535928563/2441406250000000 968715676908057/1953125000000000
-8352078663683583/9765625000000000 -2530326739586533/4882812500000000
-1161445838833477/1220703125000000 1502848936340131/4882812500000000
600609676300679/610351562500000 1737827357514941/9765625000000000
6864983113338679/19531250000000000 -4571253475634957/4882812500000000
3225044145486233/4882812500000000 7332379741890413/9765625000000000
-5750166322989013/9765625000000000 -1973306535022309/2441406250000000
-97607738403767/97656250000000 49244059008761/1562500000000000
1199033006380747/1220703125000000 -7327648480254561/39062500000000000
8403448232102881/19531250000000000 4407747329793779/4882812500000000
8595693086141691/9765625000000000 -289675815631949/610351562500000
6780890780460321/9765625000000000 -7027585066300743/9765625000000000
-3605990065205267/4882812500000000 -6584434238352499/9765625000000000
2403498560929801/2441406250000000 -428554716631889/2441406250000000
6599765932482489/78125000000000000 1216339635161799/1220703125000000
-242507963167219/244140625000000 -4509992676541799/39062500000000000
-8199716466037421/9765625000000000 5303968468724131/9765625000000000
7224959770804671/9765625000000000 -821273667380421/1220703125000000
1126029793017621/3906250000000000 -2337771204833173/2441406250000000
-4861755553000207/4882812500000000 -7247679516586087/78125000000000000
-2435654717430887/2441406250000000 5359457882624381/78125000000000000
468818624301983/610351562500000 3126538045609297/4882812500000000
1216799642803023/1220703125000000 1560697170099143/19531250000000000
4575560217047853/4882812500000000 -1363784524992187/3906250000000000
8553744203773283/9765625000000000 -4711782225128827/9765625000000000
-81652621165011/244140625000000 -2300814947627771/2441406250000000
-4490014606662497/4882812500000000 -767502624580651/1953125000000000
-389096346193963/1953125000000000 -2392469076016027/2441406250000000
8825384949659869/19531250000000000 -435590337252803/488281250000000
6281847689192079/19531250000000000 144480167529471/152587890625000
-4575710673462371/19531250000000000 2373461996730931/2441406250000000
-8746799511643961/312500000000000000 48808994627031/48828125000000
-1215837337473647/1220703125000000 6968565047787959/78125000000000000
-643461549376413/976562500000000 -734596182184713/976562500000000
1420970763459687/1953125000000000 6699886855421131/9765625000000000
-6018407757605949/9765625000000000 7690656649715519/9765625000000000
8117952342508891/9765625000000000 -5428285309872667/9765625000000000
-967250676803489/976562500000000 -672689464564489/4882812500000000
-2391357241728863/4882812500000000 -4257143226694067/4882812500000000
2291239652361653/2441406250000000 6744172396300509/19531250000000000
3721743839766143/4882812500000000 -6321544337048983/9765625000000000
-1857067997273761/2441406250000000 1267883384174601/1953125000000000
6898490294116539/9765625000000000 -6912182238816111/9765625000000000
-151573166107773/152587890625000 4497444848318409/39062500000000000
-4859684946472233/4882812500000000 3797431815845427/39062500000000000
4074518731991309/4882812500000000 5381507228577579/9765625000000000
-29424154645427/30517578125000 -5181300947441467/19531250000000000
976481384108371/976562500000000 8055434080303469/625000000000000000
4736708120393109/9765625000000000 266873953128119/305175781250000
1767291706642539/1953125000000000 8314910037141123/19531250000000000
-1208833333328603/1220703125000000 -339635637814551/2441406250000000
-1387298382378129/1953125000000000 3437023115899159/4882812500000000
-4084256663344407/4882812500000000 -2675949442363039/4882812500000000
4837023861589617/4882812500000000 -2668506916068011/19531250000000000
4809494549502621/4882812500000000 3371931407275859/19531250000000000
4728441810440883/4882812500000000 194891293953907/781250000000000
42193051752117/48828125000000 245750315332209/488281250000000
-1562499967433/1562500000000 2041709074834099/10000000000000000000
-165405947418751/305175781250000 4103403622011077/4882812500000000
-4602442134028251/4882812500000000 -6523047524680743/19531250000000000
3442479212656771/19531250000000000 4806369884284591/4882812500000000
1749281590517233/1953125000000000 -8687411482728901/19531250000000000
-2178879714751803/2441406250000000 -550669516630021/1220703125000000
-7804125829797/7812500000000 7232600713305891/156250000000000000
-4937790428526659/9765625000000000 -8425298648984231/9765625000000000
-4543264221115181/4882812500000000 -715609740268079/1953125000000000
469343551120933/488281250000000 -5386681371346129/19531250000000000
-88717801776909/122070312500000 3353878433508463/4882812500000000
-5450632174903597/9765625000000000 -4051482461227331/4882812500000000
23443745561171/488281250000000 -4877181254532433/4882812500000000
6205822243202717/19531250000000000 4629777916165839/4882812500000000
-71683218561919/76293945312500 -1337371312873573/3906250000000000
6378293694735343/19531250000000000 -4615104929103721/4882812500000000
3001239675233397/4882812500000000 7703095046008761/9765625000000000
2286250227558449/2441406250000000 685168300272219/1953125000000000
-4261926460699939/4882812500000000 4765644029401249/9765625000000000
6833162094573677/9765625000000000 -3488385279391687/4882812500000000
-288096400914137/305175781250000 64423308054379/195312500000000
2863549777506857/19531250000000000 603755992169281/610351562500000
506817101579723/1953125000000000 -4715555170902023/4882812500000000
2359419229212671/9765625000000000 -148067443773527/152587890625000
4729646100853633/4882812500000000 -4853544141488821/19531250000000000
-4745986331460071/4882812500000000 4591246718268021/19531250000000000
-1672242001319761/1953125000000000 1009110476928607/1953125000000000
-1649560332454659/2441406250000000 -224979693081229/305175781250000
-4719351824720783/4882812500000000 1252827308395241/4882812500000000
-26706804708661/38146972656250 6973066445631119/9765625000000000
-1731393776820819/39062500000000000 -4878013782908319/4882812500000000
-5899175868276227/39062500000000000 965362182785931/976562500000000
1128055977696033/1953125000000000 996514820670577/1220703125000000
-2440571769129743/2441406250000000 8169887421855041/312500000000000000
-1715059659055529/1953125000000000 2336219744995819/4882812500000000
88052722323001/97656250000000 8446209222061651/19531250000000000
1403318405552379/78125000000000000 -305126544714447/305175781250000
2022636097270823/4882812500000000 8888374683410529/9765625000000000
-4681716804536659/4882812500000000 -5547447228807583/19531250000000000
4882465389271871/4882812500000000 1863057675910107/156250000000000000
-284410946010451/1562500000000000 -4801241562847963/4882812500000000
276260441289469/488281250000000 -8052297751079759/9765625000000000
-2578422163651273/4882812500000000 -4146516255382117/4882812500000000
-4296366090129021/4882812500000000 2320150066212467/4882812500000000
-4768719645176201/4882812500000000 4197467533390713/19531250000000000
8121639043897481/19531250000000000 8881282365220971/9765625000000000
1551402356690077/9765625000000000 4820803417696097/4882812500000000
-546011022660837/1220703125000000 -873425653854571/976562500000000
-4819875553924697/9765625000000000 -8493305086084221/9765625000000000
4839909886647739/4882812500000000 -5166849403097253/39062500000000000
-2424714926339313/2441406250000000 -2279957943842321/19531250000000000
-6421801960407607/39062500000000000 602047159841867/610351562500000
6302685283896693/9765625000000000 -7459463107541793/9765625000000000
-8073970595470403/9765625000000000 -5493489825612159/9765625000000000
1869628971377647/19531250000000000 4860389735349711/4882812500000000
2364273110545943/2441406250000000 -243533040481483/976562500000000
-1068567736925009/1220703125000000 295075884726171/610351562500000
-700421714421269/1953125000000000 -4558033215922309/4882812500000000
3456307092076331/4882812500000000 -3449028732182309/4882812500000000
668729868833367/2441406250000000 2348034250190821/2441406250000000
8159939006074561/19531250000000000 887250136629523/976562500000000
4672390023686099/4882812500000000 -5671866538225123/19531250000000000
2738264140458179/4882812500000000 -1010685640024789/1220703125000000
4719867355981041/4882812500000000 500353483385623/1953125000000000
8685157368479277/9765625000000000 446491580271959/976562500000000
1633529600996203/19531250000000000 4865704648385789/4882812500000000
4623774626060327/4882812500000000 -3138513098622933/9765625000000000
8151781775008369/312500000000000000 -4881150928639411/4882812500000000
4375652108053741/4882812500000000 8667665466032803/19531250000000000
176072340840821/781250000000000 -29732441653629/30517578125000
-418760891243323/610351562500000 -1776145695876503/2441406250000000
4442668352857837/4882812500000000 -8103881358136171/19531250000000000
-4329566007427139/9765625000000000 -4376707947417683/4882812500000000
-643997305972387/1220703125000000 -1659211254955133/1953125000000000
-170442864330677/195312500000000 476870072844911/976562500000000
-6047864098498273/9765625000000000 -3833757017819487/4882812500000000
-4879622194311043/4882812500000000 1129471284556991/31250000000000000
-4235739826537857/9765625000000000 -439960054330237/488281250000000
-2416847580519877/2441406250000000 69083210717013/488281250000000
-580263478207753/1220703125000000 8591755733000817/9765625000000000
-1214764847608739/1220703125000000 307865778800627/3125000000000000
-3952711014370359/39062500000000000 -971549980021253/976562500000000
7099250865007509/39062500000000000 -600187052427641/610351562500000
8513468644714139/9765625000000000 -4784170071819583/9765625000000000
2886095996038349/4882812500000000 984641680124287/1220703125000000
1528585497561229/1953125000000000 -379931588500453/610351562500000
5053766932549243/9765625000000000 -4178123724595073/4882812500000000
-728846629636357/1220703125000000 3916934944269539/4882812500000000
8848042398539131/9765625000000000 -4132744530488051/9765625000000000
-2508608892861537/4882812500000000 -837824309334893/976562500000000
457198983671747/488281250000000 6857132745523789/19531250000000000
-331331237391043/390625000000000 -5172493460237547/9765625000000000
-904399363159669/976562500000000 -1473695264687433/3906250000000000
4800796184886397/4882812500000000 -7129494349919509/39062500000000000
-7930112595828601/19531250000000000 4462223666374063/4882812500000000
8687823434747737/19531250000000000 8746305656234923/9765625000000000
-7496201301418301/9765625000000000 -6258945413505343/9765625000000000
-1698236485103221/2441406250000000 1753983271928019/2441406250000000
3664116091588681/4882812500000000 1613700032341601/2441406250000000
-136392995297149/152587890625000 875656148409049/1953125000000000
-625484289798827/1220703125000000 2096554814546591/2441406250000000
1701705766956679/1953125000000000 -4792949896283553/9765625000000000
-678619716197727/1220703125000000 8117502670836571/9765625000000000
6736845118436827/78125000000000000 972924918644981/976562500000000
973678550769309/1220703125000000 -5890011608309343/9765625000000000
-1214509885410687/1220703125000000 49123285923457/488281250000000
7483944064514727/19531250000000000 2255064812683173/2441406250000000
7545145408014671/9765625000000000 1549963959511239/2441406250000000
4574630287377257/4882812500000000 6828898176387673/19531250000000000
4718497172722129/4882812500000000 2512084665109461/9765625000000000
-321037973131351/488281250000000 -294323032231487/390625000000000
6291226136502787/9765625000000000 3734565079765287/4882812500000000
-1201514763971239/1953125000000000 -3849561287978263/4882812500000000
-2983127703472473/4882812500000000 3865592711982381/4882812500000000
1166406475037087/7812500000000000 482808564648167/488281250000000
-4551655361238741/4882812500000000 7070266057412973/19531250000000000
969377307661589/976562500000000 -189192485581137/1562500000000000
4779323158558041/4882812500000000 1999928054933019/9765625000000000
-8803194499418557/9765625000000000 845486800512743/1953125000000000
8898756389162257/9765625000000000 8044766340166481/19531250000000000
4515171144953733/19531250000000000 4750545732428257/4882812500000000
974371350674043/976562500000000 653818582780503/9765625000000000
-2869917555959971/4882812500000000 -1975185505980957/2441406250000000
-1046958544481073/1953125000000000 8244050994145829/9765625000000000
-323915671147577/976562500000000 3598741765844/3814697265625
4632911217919973/4882812500000000 616829513824041/1953125000000000
-4075993906805199/4882812500000000 2688518473405593/4882812500000000
-2789207832018829/9765625000000000 -467941639818551/488281250000000
7783438235893897/19531250000000000 -895667091879741/976562500000000
-957040132424373/976562500000000 -3885794710758081/19531250000000000
-1447383763695051/39062500000000000 2439729738563039/2441406250000000
4807978777383121/4882812500000000 -3406342287885373/19531250000000000
645511264233267/976562500000000 -3663978452973691/4882812500000000
-2399046964686299/2441406250000000 7244981954756041/39062500000000000
-30426019804537/61035156250000 -4232860114724009/4882812500000000
-8068276130754013/9765625000000000 687731232915179/1220703125000000
7797214572786807/9765625000000000 -5879700378977321/9765625000000000
-3426415100880169/4882812500000000 -278298113156281/390625000000000
686310873866897/976562500000000 -3473656937646211/4882812500000000
150217916239921/152587890625000 1371588662831139/7812500000000000
-8821642198854223/9765625000000000 41888018043373/97656250000000
167913247052851/195312500000000 4988014164078281/9765625000000000
849693274459893/1220703125000000 -1402295223670579/1953125000000000
-5275357391880637/9765625000000000 8218152835555891/9765625000000000
1736096858795303/1953125000000000 -8947988391287069/19531250000000000
-3823846858005087/9765625000000000 -8985857045777527/9765625000000000
-8326101808968287/39062500000000000 -4770604873396387/4882812500000000
1953251063734101/4882812500000000 -4475116556267317/4882812500000000
-2336674848894589/19531250000000000 605967780004319/610351562500000
4225499699987817/4882812500000000 4893673546757741/9765625000000000
-961238331823549/1220703125000000 6019366020133863/9765625000000000
-685201364156717/1220703125000000 4041020088923171/4882812500000000
7962230764671319/9765625000000000 -70677870576151/122070312500000
4765945738194053/4882812500000000 4247576496302219/19531250000000000
-4816248297021447/4882812500000000 3213995025744153/19531250000000000
-1186201621148849/3906250000000000 -145382390243207/152587890625000
2323870855460691/9765625000000000 2371274128603721/2441406250000000
587422792546013/1953125000000000 -931347374563117/976562500000000
-2937006987305989/4882812500000000 -3900749654447469/4882812500000000
-2384667532427671/4882812500000000 -2130447058127799/2441406250000000
-2441128397438143/2441406250000000 4714545584702221/312500000000000000
-6197123264886867/9765625000000000 1509477987655639/1953125000000000
482671463759647/610351562500000 -1195435748287421/1953125000000000
-8685439272680137/9765625000000000 -8928734799782223/19531250000000000
-1178011679122229/1220703125000000 5120115079616517/19531250000000000
7987912614129271/19531250000000000 -556971949535933/610351562500000
4313541757209781/9765625000000000 -8761323481611243/9765625000000000
1071760743351539/1220703125000000 4674663818639863/9765625000000000
1374241324830299/2441406250000000 1614320961131133/1953125000000000
-1206667274760727/1220703125000000 -738324670115099/4882812500000000
