1000
-247872287576993/488281250000000 -4206874233357957/4882812500000000
6711033555161263/9765625000000000 -3547162960103629/4882812500000000
2778561954592119/19531250000000000 1208287333938183/1220703125000000
-8771454744308057/9765625000000000 2146451333549207/4882812500000000
-293129830833989/305175781250000 2716639757212517/9765625000000000
2185949938671971/2441406250000000 8697907217381681/19531250000000000
477053482539533/488281250000000 -8328670058909907/39062500000000000
7972996534377487/9765625000000000 5639038739309173/9765625000000000
1741079525152393/4882812500000000 -36494821548051/39062500000000
-296660393314543/305175781250000 286352747498843/1220703125000000
3991088454899693/4882812500000000 -1406509052168047/2441406250000000
-1270384515386847/9765625000000000 605165120880277/610351562500000
3403672794781491/4882812500000000 7001962415272051/9765625000000000
2147107297986711/9765625000000000 1190833229111273/1220703125000000
2923237056269187/19531250000000000 4827812727282373/4882812500000000
3743949000348443/4882812500000000 -3134438353668189/4882812500000000
115220122768443/122070312500000 3225383825169417/9765625000000000
1375690453051941/1953125000000000 -6932122768327797/9765625000000000
2436898084709687/2441406250000000 -2372762900711849/39062500000000000
3413927126730993/39062500000000000 38913031336859/39062500000000
424149463604227/488281250000000 -4838008335082073/9765625000000000
-263392289277283/976562500000000 470185819212873/488281250000000
7101627790487939/19531250000000000 -4548602871266279/4882812500000000
-62917326137531/122070312500000 2092134915874329/2441406250000000
-4876646907800581/4882812500000000 1569929872553231/31250000000000000
-604394655500557/610351562500000 -2722094299343749/19531250000000000
4882608484633221/4882812500000000 5713298237038591/625000000000000000
-7017039939638987/9765625000000000 -1358360513650721/1953125000000000
-7319806110294737/78125000000000000 607666679141371/610351562500000
-3720258153524109/312500000000000000 -4882466479721423/4882812500000000
-7515680064323957/9765625000000000 -623554206235099/976562500000000
1055567394825413/1953125000000000 -328662425026439/390625000000000
3732319089798319/4882812500000000 -1574138821870811/2441406250000000
-48286737190533/48828125000000 -1160157810043693/7812500000000000
-2170008974085009/2441406250000000 -1118716018446857/2441406250000000
2042698578603967/2441406250000000 -2674207916006827/4882812500000000
-4617587404471741/4882812500000000 6349481203651443/19531250000000000
5042038968068007/625000000000000000 4882653608933799/4882812500000000
2422559371641729/2441406250000000 -4844343661728869/39062500000000000
-298856913480253/488281250000000 -7722774744005397/9765625000000000
1141177924874017/1220703125000000 -1386856015168691/3906250000000000
-5696802755069191/19531250000000000 4670493582938639/4882812500000000
7250730181640701/9765625000000000 6541738566594481/9765625000000000
47582256051019/48828125000000 2191937043903327/9765625000000000
2265257982177251/2441406250000000 455266611921331/1220703125000000
-8328403306392087/39062500000000000 -4770542102017989/4882812500000000
5368743639294063/9765625000000000 8157452014947103/9765625000000000
-1524419503853647/1953125000000000 3052501476141741/4882812500000000
-1539426022266843/2441406250000000 3789792606202481/4882812500000000
2419999274659653/2441406250000000 645191407834347/4882812500000000
1832456537545611/4882812500000000 -1131480251378769/1220703125000000
-4122155210628027/4882812500000000 -5234384139380087/9765625000000000
-971133975281953/1220703125000000 -2958418283983079/4882812500000000
1136288500219773/1220703125000000 7136871043754713/19531250000000000
-1820915566508441/9765625000000000 -959435761999063/976562500000000
8805296134336643/9765625000000000 4223054774361939/9765625000000000
2998670805905883/4882812500000000 7707095771550789/9765625000000000
-7336867279769709/9765625000000000 -1288996666553791/1953125000000000
7176900609040141/39062500000000000 -4799692379299491/4882812500000000
-3847901899126729/19531250000000000 4787114067585481/4882812500000000
1089747632435801/1220703125000000 -440048155172377/976562500000000
4861749817475487/4882812500000000 -724866438338327/7812500000000000
-334612197577153/488281250000000 7112053327532093/9765625000000000
-4819302404695523/4882812500000000 -1255956424469267/7812500000000000
-134915555044629/152587890625000 -17820033270849/38146972656250
-4676413665577893/4882812500000000 -5618559443206191/19531250000000000
7206091193746653/9765625000000000 823859830956091/1220703125000000
-4598688857974029/4882812500000000 -1313052918403951/3906250000000000
2135067182659007/9765625000000000 2382342856388401/2441406250000000
3260653892873537/9765625000000000 4602596219296063/4882812500000000
-4626097351717613/4882812500000000 -1249916785092521/3906250000000000
-6971460741855317/19531250000000000 2280585388417543/2441406250000000
-5992399602310621/39062500000000000 -193000651116533/195312500000000
-61776140678989/97656250000000 -7563366715208421/9765625000000000
-2453891647394169/9765625000000000 4726146618109571/4882812500000000
5874379959123099/9765625000000000 1950305933316583/2441406250000000
302326312427291/305175781250000 5325566522772689/39062500000000000
8056269667697863/9765625000000000 2759707895863091/4882812500000000
3380186567738373/4882812500000000 7047324790993339/9765625000000000
5087463555756549/156250000000000000 -1220055896280727/1220703125000000
5709723907683149/39062500000000000 -966073871123487/976562500000000
964337254873857/976562500000000 -6161555033412127/39062500000000000
-447622842597769/610351562500000 6638801253351873/9765625000000000
-4992350005169947/9765625000000000 -262283901129117/305175781250000
608262377714907/610351562500000 -129169941659291/1562500000000000
-5969288482825951/19531250000000000 -4649175475093013/4882812500000000
-2391175349028917/2441406250000000 1970766055057781/9765625000000000
1193461770668433/4882812500000000 118367824260093/122070312500000
57472372673013/305175781250000 -299715171189051/305175781250000
-7005714482776623/9765625000000000 -6803484124067527/9765625000000000
792621518147773/976562500000000 713075913489591/1220703125000000
8452796115963623/19531250000000000 -1100461487684489/1220703125000000
-6678048433096877/9765625000000000 222668257934619/305175781250000
-5751375583534377/19531250000000000 -2333155740688271/2441406250000000
4873919109488817/4882812500000000 2356545598163369/39062500000000000
-3841212540574833/312500000000000000 2441221806610561/2441406250000000
-2440767650534891/2441406250000000 -1429423319545643/62500000000000000
4433782708740431/4882812500000000 2045343199033017/4882812500000000
125769050763499/195312500000000 -7471465473101379/9765625000000000
-4354459316721921/4882812500000000 -8836779475958341/19531250000000000
-1442361453592607/1953125000000000 -823077946361823/1220703125000000
-93455867131769/610351562500000 4825233876991849/4882812500000000
-250130601716179/305175781250000 -2797344548664397/4882812500000000
96239956766719/152587890625000 3789120944099471/4882812500000000
-6546907220769801/9765625000000000 -3623031792686107/4882812500000000
1161544372985243/1220703125000000 -3003259977782377/9765625000000000
-6159692234882729/9765625000000000 303118783877609/390625000000000
-5058392479554627/9765625000000000 -4176724109975729/4882812500000000
138550441261577/152587890625000 1636566892845217/3906250000000000
-1484431098878493/1953125000000000 -6346576987454319/9765625000000000
-102405423844599/122070312500000 66440126136663/122070312500000
-343226572753423/610351562500000 -8075238987060719/9765625000000000
2386272395586973/2441406250000000 -4127321894681233/19531250000000000
-8710770640970333/9765625000000000 -8829474838524497/19531250000000000
-2435916660562981/2441406250000000 5236132956552557/78125000000000000
-4785738893312487/4882812500000000 -7750349278085153/39062500000000000
-8868761340551341/9765625000000000 -511011618094549/1220703125000000
-1220703050584869/1220703125000000 -3491729471554349/10000000000000000000
360021905202959/390625000000000 -7578277904483249/19531250000000000
7547175369478097/39062500000000000 598851246127421/610351562500000
4545620337432631/4882812500000000 7132117394519087/19531250000000000
-8925887793488047/9765625000000000 3961812557237669/9765625000000000
2281509726505363/2441406250000000 -6952077538810333/19531250000000000
-7780520737734799/9765625000000000 -5901773351316003/9765625000000000
4869691141711017/312500000000000000 -1220554904177481/1220703125000000
-7078407553216057/9765625000000000 -6727821203866737/9765625000000000
-8859742220180923/9765625000000000 2053801319052589/4882812500000000
-1431836702917347/9765625000000000 -4830043356347947/4882812500000000
-4683521635839473/39062500000000000 -4847588851907177/4882812500000000
2404889642384313/2441406250000000 -3365426907759201/19531250000000000
-7549505889665143/19531250000000000 -4503295233662313/4882812500000000
-315173426682039/610351562500000 -8362885488016761/9765625000000000
-2038050001626987/2441406250000000 -5376715232790073/9765625000000000
-160703734442103/390625000000000 4450459954483673/4882812500000000
-8258400237496539/9765625000000000 -5212125972954041/9765625000000000
4583916844291619/9765625000000000 -8622942537512619/9765625000000000
-162656075486757/244140625000000 -1456519597015011/1953125000000000
-1571894843252543/1953125000000000 5796213995749863/9765625000000000
-7867733300208353/9765625000000000 723124776981573/1220703125000000
-4879737633415597/4882812500000000 -554427489616233/15625000000000000
3932377039983573/19531250000000000 95656434359889/97656250000000
3740791718027733/4882812500000000 -784551433642633/1220703125000000
8904670300083177/9765625000000000 4009274059906803/9765625000000000
-2607027387102401/4882812500000000 8257182597727697/9765625000000000
870470517789297/4882812500000000 -300287225704251/305175781250000
-1616693218240413/9765625000000000 4815437017517737/4882812500000000
-1692158162353569/62500000000000000 4881022547388519/4882812500000000
4161648355086903/4882812500000000 638481640239107/1220703125000000
1354589223118039/1953125000000000 -351762109087721/488281250000000
2147989842197321/2441406250000000 2320865455261197/4882812500000000
-3796480906599233/4882812500000000 6141202043894571/9765625000000000
844894468082633/976562500000000 -612152521601049/1220703125000000
-3429459191700919/9765625000000000 -4571822429105353/4882812500000000
7795488378932777/9765625000000000 -5881988828155747/9765625000000000
-5994675898491049/39062500000000000 1206243024235841/1220703125000000
-6711235522640977/9765625000000000 4433834286989/6103515625000
4485408164367571/4882812500000000 482375081574299/1220703125000000
4597404012262423/9765625000000000 430787964051511/488281250000000
-221389675271293/305175781250000 -6721437495379611/9765625000000000
1613922258906687/2441406250000000 3663724563743623/4882812500000000
8091871484127411/9765625000000000 -2733543831960201/4882812500000000
3432180688753529/19531250000000000 4806830181381537/4882812500000000
-1187811877306727/1220703125000000 9006682021597429/39062500000000000
603027735239771/610351562500000 -1206638856118991/7812500000000000
4697725780400029/9765625000000000 -85614720774403/97656250000000
8853237361642359/39062500000000000 951150321475403/976562500000000
2414928715436659/2441406250000000 -5737372820901437/39062500000000000
2492318737729919/9765625000000000 4721116895136821/4882812500000000
-145202852214877/1953125000000000 973860025534171/976562500000000
-6528896995513981/9765625000000000 -1815573870409049/2441406250000000
-2726023551374287/4882812500000000 -8102012961606263/9765625000000000
7786341665910157/19531250000000000 -8956040001365161/9765625000000000
4882629406691359/4882812500000000 -5412428303370069/625000000000000000
4373375726256953/4882812500000000 8686028014822627/19531250000000000
136000199411001/152587890625000 55350577958637/122070312500000
2226975784966359/2441406250000000 -8004172234878633/19531250000000000
-930315729421457/976562500000000 -5939257866005563/19531250000000000
-3888687690603961/9765625000000000 -2239496869912557/2441406250000000
5892057504113407/9765625000000000 7787880970382501/9765625000000000
2733730846294683/4882812500000000 4045809383815951/4882812500000000
-73120385822809/122070312500000 -1954949653671031/2441406250000000
-786545357507511/976562500000000 -144702435404011/244140625000000
-405369152568431/9765625000000000 -30491274925617/30517578125000
-2439103462425301/2441406250000000 -6784838325250219/156250000000000000
4944867616406863/1250000000000000000 -2441387147022339/2441406250000000
1436701593488083/1953125000000000 -661548523710431/976562500000000
-2214469859006131/4882812500000000 4351779079147931/4882812500000000
8624993240729733/19531250000000000 -876183796585891/976562500000000
2378837862556389/2441406250000000 -8786825064210989/39062500000000000
-571977955777897/610351562500000 1704023435525781/4882812500000000
-572403966274439/610351562500000 6779374214573933/19531250000000000
-8316697616040697/9765625000000000 -1279647715290423/2441406250000000
-942794489241119/1953125000000000 8552537367181709/9765625000000000
-575339126877143/3906250000000000 4829559690008023/4882812500000000
-1122732354315013/1220703125000000 7666457726323979/19531250000000000
7748422439159571/39062500000000000 -18694482984711/19073486328125
5589761747884071/9765625000000000 -400381053630529/488281250000000
-4882752106156357/4882812500000000 97141544719691/19531250000000000
466614931501541/976562500000000 -4289361322231033/4882812500000000
-1167655781093989/2441406250000000 2144071933125577/2441406250000000
-4423279375232151/4882812500000000 827183895278637/1953125000000000
6910713624789443/9765625000000000 -1379992301960769/1953125000000000
5569880604011007/9765625000000000 4010731282998369/4882812500000000
-494689627447353/610351562500000 -1430027705142473/2441406250000000
1619022617663339/7812500000000000 -4776812565563077/4882812500000000
1396748161195689/3906250000000000 -2279998255609981/2441406250000000
-6614958261343671/9765625000000000 7183993237838279/9765625000000000
8876836677742919/9765625000000000 1628211398427271/3906250000000000
4577963703764379/4882812500000000 -3396531311306983/9765625000000000
-2324150179693741/2441406250000000 -5980182845464787/19531250000000000
8066577402270303/9765625000000000 688042520645153/1220703125000000
1616202290642003/1953125000000000 2741563674881251/4882812500000000
-8373611096705833/78125000000000000 -242734226890869/244140625000000
-3880614744550127/19531250000000000 -4785463377294827/4882812500000000
-828862808662609/2441406250000000 -2296399556252133/2441406250000000
-75137486121153/97656250000000 -3118934651229503/4882812500000000
-916287468007499/4882812500000000 -2398034360999059/2441406250000000
229046073124251/244140625000000 1352216897323883/3906250000000000
4602284899705659/19531250000000000 -1186329522269413/1220703125000000
6656682541191961/9765625000000000 714534877989977/976562500000000
-5128455460989673/9765625000000000 332424731270753/390625000000000
-4043504228790153/4882812500000000 -1368569642173207/2441406250000000
544091867022881/1953125000000000 4689523767042179/4882812500000000
6336647626309521/78125000000000000 1216681189009049/1220703125000000
5025486140312899/9765625000000000 -8373286134735153/9765625000000000
-920435095565019/1220703125000000 6414560208710081/9765625000000000
-2347871110649673/9765625000000000 -4739592094484547/4882812500000000
2654444871617879/4882812500000000 -2049132763737979/2441406250000000
694305930558257/1220703125000000 4016078473688279/4882812500000000
720488890960351/1220703125000000 -7883194793533857/9765625000000000
8709073944973281/9765625000000000 176723343841667/390625000000000
-6800011105853553/9765625000000000 -7009085575229721/9765625000000000
4235295125378343/4882812500000000 4859684397613777/9765625000000000
8986546443176139/9765625000000000 1528890560649167/3906250000000000
4867315943305327/4882812500000000 -97176842085071/1220703125000000
109884052784269/244140625000000 -8720563258789617/9765625000000000
7805331531585677/9765625000000000 2934460398551129/4882812500000000
-5864413339793051/156250000000000000 121984303840333/122070312500000
4016930544243621/4882812500000000 -5551982317291329/9765625000000000
322999945322961/781250000000000 -8891908170330379/9765625000000000
7878452376056503/9765625000000000 -1442597912596287/2441406250000000
-4641939784883171/4882812500000000 -605871662143069/1953125000000000
689421722762379/1220703125000000 -8059037391919683/9765625000000000
-805814715384511/1953125000000000 -8895729186096521/9765625000000000
-2295814133172791/19531250000000000 -2424481143037439/2441406250000000
8234571706043583/9765625000000000 2624845731593167/4882812500000000
1194387639581157/1220703125000000 806719211744273/3906250000000000
4720958792321103/9765625000000000 8548682923224551/9765625000000000
3935174441713723/9765625000000000 8937663774941867/9765625000000000
3311817882150169/4882812500000000 -7175993373917403/9765625000000000
-7383519873999097/9765625000000000 -3195741929149057/4882812500000000
-4181852612263031/4882812500000000 -630176891806237/1220703125000000
-8982670148730673/9765625000000000 -3831327268679597/9765625000000000
-2403446707657129/2441406250000000 -6861526845661949/39062500000000000
8534569495790843/9765625000000000 949285102846167/1953125000000000
-7839943542996101/9765625000000000 1164520792141707/1953125000000000
-12530123812373/15258789062500 5573023605982091/9765625000000000
6646726554656533/39062500000000000 -4811606950187003/4882812500000000
92087386447051/152587890625000 -1946679807112881/2441406250000000
-696435491783697/976562500000000 6845815672293917/9765625000000000
-590914502767743/610351562500000 1222432467237483/4882812500000000
7397672932820051/78125000000000000 -2430436492308239/2441406250000000
-1268973567088121/2441406250000000 2085706250546973/2441406250000000
-1205789109957633/1220703125000000 -760933549712139/4882812500000000
-3849908808668541/4882812500000000 -750835371232129/1220703125000000
5259141097339779/9765625000000000 -329141590344087/390625000000000
-1130051658705789/1220703125000000 -3693014968102333/9765625000000000
-6831325748285983/9765625000000000 -6978568632709/9765625000000
-1220153231749443/1220703125000000 1172358088053097/39062500000000000
8697108515932581/9765625000000000 -888318301122249/1953125000000000
2436307249815549/2441406250000000 1009324073310543/15625000000000000
-4880749507899161/4882812500000000 4541537507222567/156250000000000000
4581675603275583/4882812500000000 -105514116659691/305175781250000
6015192463795809/39062500000000000 -4824573112387597/4882812500000000
-904332633778137/1220703125000000 1639876345178091/2441406250000000
-4699532224256679/4882812500000000 2650475265554707/9765625000000000
-3418511318563027/4882812500000000 -3486493693528317/4882812500000000
-3296501360428169/9765625000000000 -4596207959321473/4882812500000000
4858149529465433/4882812500000000 313692106970707/3125000000000000
5504862997483229/78125000000000000 -4870676010407101/4882812500000000
-8625894759937381/9765625000000000 2289179505363757/4882812500000000
6556446651542251/9765625000000000 -1809358293465279/2441406250000000
-1202180316498031/1220703125000000 211845712747413/1220703125000000
4873021031577531/4882812500000000 989022297131537/15625000000000000
5602496593391677/19531250000000000 -4677617973415627/4882812500000000
2330712654830193/9765625000000000 4741708820700597/4882812500000000
4869156539388999/4882812500000000 -5838849313082937/78125000000000000
7914278694139043/9765625000000000 -5721155861547717/9765625000000000
-968490395215057/1220703125000000 -5944503202177679/9765625000000000
-528286853037297/1220703125000000 -176074829204783/195312500000000
-5687926384500533/19531250000000000 -2335584843804527/2441406250000000
-4821399097617633/4882812500000000 6175920474348723/39062500000000000
-1233310929846737/3906250000000000 579132003317143/610351562500000
-7504755442707809/39062500000000000 -4791851077602911/4882812500000000
-1927740912494111/9765625000000000 -2393366439438931/2441406250000000
-4127065564468111/4882812500000000 -5218884071039617/9765625000000000
2894350504583927/9765625000000000 -2331712980799199/2441406250000000
4741558478201473/9765625000000000 -8537274438509091/9765625000000000
-6141269390701009/9765625000000000 -237278354452453/305175781250000
-213114034034393/390625000000000 -8184218774667331/9765625000000000
-1181365308969771/1220703125000000 -983666290847987/3906250000000000
1482113118233091/1953125000000000 6360106072988059/9765625000000000
4800366147156849/4882812500000000 -3574001149158771/19531250000000000
7521793725422741/19531250000000000 4506192584340819/4882812500000000
1220512144517829/1220703125000000 2763805656025639/156250000000000000
1480661387179951/2441406250000000 -7764644315411653/9765625000000000
-8546156363062467/9765625000000000 -590691372708603/1220703125000000
-927104480843709/976562500000000 -1534206619117573/4882812500000000
4285452493933871/4882812500000000 2340246746048847/4882812500000000
-1612725355343811/1953125000000000 5508661801781307/9765625000000000
-6823236537818571/19531250000000000 -2287579130159619/2441406250000000
-8223795983330871/9765625000000000 1053311184127009/1953125000000000
-841839580048027/976562500000000 2474774928507699/4882812500000000
-7288055955146113/19531250000000000 4530134979757497/4882812500000000
-5872377530989787/9765625000000000 1950682793507047/2441406250000000
-4301994552094541/4882812500000000 -2309697119517003/4882812500000000
8336101350696763/9765625000000000 5086928927313277/9765625000000000
2416227423702023/9765625000000000 473099557909261/488281250000000
4243176762614717/19531250000000000 1191547669924279/1220703125000000
272517628754807/305175781250000 -879072080478291/1953125000000000
6639604374373759/19531250000000000 4592013313312969/4882812500000000
-8739734934918079/9765625000000000 8714233163737929/19531250000000000
4298794837313287/4882812500000000 4631293925824567/9765625000000000
2437460195112993/2441406250000000 -4440082135893869/78125000000000000
-7655473227835741/19531250000000000 -8984200802247107/9765625000000000
-132425225233391/244140625000000 2051053497529411/2441406250000000
-4868928559018129/4882812500000000 2943658646883121/39062500000000000
48528498584631/48828125000000 -2160393154482493/19531250000000000
-5868589664711969/9765625000000000 3902790251469481/4882812500000000
4758499779530121/4882812500000000 1751643988207133/7812500000000000
4334313251344093/4882812500000000 -4496926305546599/9765625000000000
547515939494803/610351562500000 -8631422458992617/19531250000000000
-304670466170839/305175781250000 -8987962836152733/156250000000000000
-933756510053861/7812500000000000 -605976375056033/610351562500000
4747416550082287/4882812500000000 4567527138679817/19531250000000000
-2423987229741137/2441406250000000 2328953586016887/19531250000000000
356650110668229/390625000000000 3983449289351819/9765625000000000
7975573709107821/9765625000000000 1127078624608117/1953125000000000
-8035036468530649/9765625000000000 -555028112711487/976562500000000
-7123053274253359/156250000000000000 -4877736072345159/4882812500000000
-1195894691318443/4882812500000000 1183524762030579/1220703125000000
-4476072989187073/19531250000000000 4752857674323219/4882812500000000
8394564798324313/19531250000000000 4408805169836511/4882812500000000
4745592127895111/4882812500000000 -2298880828417341/9765625000000000
8985640477361657/9765625000000000 -7648711486838751/19531250000000000
8420367472680519/19531250000000000 8811457572211363/9765625000000000
-1714634758182697/4882812500000000 4571857998252791/4882812500000000
-7567467660573207/9765625000000000 1234517960125387/1953125000000000
7511848992838783/1250000000000000000 4882724330648817/4882812500000000
-4261671093954479/4882812500000000 -4766557414784419/9765625000000000
-1000055315755289/1953125000000000 -8388364904816953/9765625000000000
4881247412279491/4882812500000000 -1977900965514233/78125000000000000
1504268306472587/2441406250000000 -7691700815482783/9765625000000000
-2280882800261731/2441406250000000 3482615405718563/9765625000000000
297498098396959/305175781250000 -2176738442170521/9765625000000000
4839328350181709/9765625000000000 8482236306526279/9765625000000000
-4307965138184447/4882812500000000 -574635443038873/1220703125000000
945145199961049/4882812500000000 -2395232684998831/2441406250000000
-2323150533565289/2441406250000000 1501247582425199/4882812500000000
4563171810326613/4882812500000000 3475238662075913/9765625000000000
5107580954906347/78125000000000000 4872366372666221/4882812500000000
145762733334863/152587890625000 1444008619989459/4882812500000000
337299900361837/610351562500000 -8138918761598133/9765625000000000
6167224293879607/9765625000000000 -1892960250335539/2441406250000000
1353697864945847/2441406250000000 -4063479576904561/4882812500000000
-4727664172313107/19531250000000000 -2368804148577423/2441406250000000
949809072646021/2441406250000000 -899629008252479/976562500000000
-4172461327314069/4882812500000000 5072444926157313/9765625000000000
-8751612793133467/19531250000000000 -873039231766767/976562500000000
99406993238291/195312500000000 4203066020149187/4882812500000000
-945983970271957/976562500000000 4849273941313493/19531250000000000
2611870474663653/9765625000000000 -2352466315702061/2441406250000000
-4740610934189917/4882812500000000 2339628928522857/9765625000000000
-4437456819584149/4882812500000000 -8149439131113137/19531250000000000
3690938272730277/19531250000000000 -4794832512907743/4882812500000000
-849073185426181/976562500000000 4824407136597077/9765625000000000
-799113913390217/976562500000000 5613299117563777/9765625000000000
912481949791237/976562500000000 6958477066468861/19531250000000000
-4789853041509269/4882812500000000 474121754115083/2441406250000000
-321792351418717/976562500000000 -4610108455813873/4882812500000000
-4874122709336231/4882812500000000 -2329439067093503/39062500000000000
-2430542508730311/2441406250000000 -3680959554691033/39062500000000000
-6435390537320029/156250000000000000 4878669317068421/4882812500000000
-4533905438128347/4882812500000000 -7250444828578677/19531250000000000
-7336941804155049/78125000000000000 2430616263396013/2441406250000000
-877459267005263/4882812500000000 480332417653679/488281250000000
5979133740912351/78125000000000000 608561435313677/610351562500000
4659744182846691/9765625000000000 858220343449463/976562500000000
-5176322032695841/9765625000000000 8280888953153073/9765625000000000
3620404193644871/4882812500000000 3276359471241653/4882812500000000
-5489589908847553/9765625000000000 -201915567554399/244140625000000
-7829176369966789/19531250000000000 1789339889262109/1953125000000000
-1823846063849/7629394531250 948248038130297/976562500000000
1507703196496629/1953125000000000 6207914981897801/9765625000000000
-1931604551394123/2441406250000000 -1493106940099259/2441406250000000
-2368386239886723/2441406250000000 -2370522630153247/9765625000000000
-5636918283036079/9765625000000000 -1993623960138273/2441406250000000
-166963202519441/244140625000000 44530841685737/61035156250000
1097081996701683/7812500000000000 966885846274919/976562500000000
2212226886043137/4882812500000000 -1741167889197323/1953125000000000
-5508602926251689/9765625000000000 -4031833498593299/4882812500000000
7435379205525739/9765625000000000 3165539752975013/4882812500000000
-36982758725287/38146972656250 149638138371863/610351562500000
-971082630204479/976562500000000 4132377857147393/39062500000000000
-3295320454277793/4882812500000000 -7206308628909713/9765625000000000
8265109822984827/9765625000000000 1300369929448557/2441406250000000
-851476997009787/976562500000000 95637072303463/195312500000000
-1116594805581531/1953125000000000 8012354999894449/9765625000000000
-2450496340108939/156250000000000000 305138248114971/305175781250000
5231789149072631/19531250000000000 940874737760221/976562500000000
2659385716775369/39062500000000000 1217870906452971/1220703125000000
4733790011826147/4882812500000000 1197117385259797/4882812500000000
-2440286880321083/2441406250000000 591373683383797/19531250000000000
3842326812948049/4882812500000000 -1506517720826471/2441406250000000
-8990959023319769/9765625000000000 3811835185525449/9765625000000000
-2423058288385953/2441406250000000 2390019362240541/19531250000000000
-8013099322706309/9765625000000000 -5581905667876223/9765625000000000
-181614252960371/195312500000000 -3592782966551271/9765625000000000
-8266097172687307/9765625000000000 -5199910496567793/9765625000000000
-209128742625123/390625000000000 -8248221764152981/9765625000000000
1206863739542129/2441406250000000 -8488999367857157/9765625000000000
4272415920559131/19531250000000000 952911576123741/976562500000000
4786929162603731/9765625000000000 -8511917576717889/9765625000000000
7736752657708057/9765625000000000 372439644617883/610351562500000
1172817678848347/7812500000000000 -4827478918834277/4882812500000000
2976947270028647/9765625000000000 -465040903018471/488281250000000
3547990287683123/9765625000000000 -2274576836456773/2441406250000000
4454741631099259/4882812500000000 1599426879415471/3906250000000000
-974244285635519/976562500000000 -5379896393225427/78125000000000000
-2917221193550389/4882812500000000 -7831137444345283/9765625000000000
-4901319419635989/9765625000000000 -1689313465136937/1953125000000000
963990605836521/2441406250000000 4486061341264963/4882812500000000
4605815910379289/4882812500000000 6484834875126117/19531250000000000
8033744698062419/19531250000000000 -8901245315809103/9765625000000000
-7261074422162163/19531250000000000 -4532842132690609/4882812500000000
4880827220612713/4882812500000000 -55689931129031/1953125000000000
1203382550021491/2441406250000000 -8496902885962943/9765625000000000
-183873411768403/390625000000000 2154015681792521/2441406250000000
345038569004053/488281250000000 -3454952459892869/4882812500000000
-1404191653509557/1953125000000000 1696937989548701/2441406250000000
3639526078186919/9765625000000000 -4531039659030319/4882812500000000
2225699116222141/2441406250000000 4013433286525727/9765625000000000
4549330703202609/4882812500000000 -7094164433452951/19531250000000000
8446296369951277/9765625000000000 980357266950633/1953125000000000
7976640075508459/9765625000000000 5633883629115657/9765625000000000
-3505356930424477/4882812500000000 -3399166177238373/4882812500000000
-7593623194669977/19531250000000000 8997313673256453/9765625000000000
4463584276789693/4882812500000000 -7917851541070557/19531250000000000
-2564721857784131/9765625000000000 -4711412565060221/4882812500000000
-2375485816456403/2441406250000000 4507995480768061/19531250000000000
