1000
-4832418079564283/9765625000000000 -8486175059761921/9765625000000000
-6990011414363033/9765625000000000 6819616709735197/9765625000000000
1444879445601221/2441406250000000 -1574352004394071/1953125000000000
15459988083719/24414062500000 3779075104864537/4882812500000000
191659901790647/390625000000000 265917087420041/305175781250000
-5118947306248561/9765625000000000 -1039559778497577/1220703125000000
1779766000545557/3906250000000000 1738621727533197/1953125000000000
8441291602363439/625000000000000000 -4882367133414341/4882812500000000
8903140025227237/9765625000000000 -1605068438756267/3906250000000000
-1314018145704011/2441406250000000 8230500145482927/9765625000000000
1218679561730597/1220703125000000 1124134677185411/19531250000000000
2285823681099321/2441406250000000 3430392575702347/9765625000000000
8384569862710451/9765625000000000 -2503318790024187/4882812500000000
-4612547250755199/4882812500000000 3203913712762507/9765625000000000
1565064722411639/3906250000000000 -8947542077703023/9765625000000000
-4794650643987973/9765625000000000 2126892640137407/2441406250000000
-589708651431311/610351562500000 -201463771209869/781250000000000
4200990970277727/4882812500000000 4977361862593979/9765625000000000
2333897966897763/2441406250000000 1146413965190083/3906250000000000
5469397065578577/39062500000000000 4834712701503447/4882812500000000
-8907719242582207/39062500000000000 4754161736286513/4882812500000000
191753159417109/195312500000000 -7423472259816911/39062500000000000
4711447016955077/39062500000000000 969433202074937/976562500000000
4872544607579011/4882812500000000 -2531933108866179/39062500000000000
4493223733993957/4882812500000000 -7644918193340881/19531250000000000
-4853061685521929/4882812500000000 2152766356761667/19531250000000000
1679675682733663/2441406250000000 -708706323197107/976562500000000
-8570212998644801/9765625000000000 2340880218981991/4882812500000000
-698949596836543/1220703125000000 1601267961958587/1953125000000000
-605559905240593/610351562500000 -244255205788209/1953125000000000
-4632366473400341/9765625000000000 8597011835326359/9765625000000000
-1101217300475413/1953125000000000 -8065385487933363/9765625000000000
2485352748659983/9765625000000000 -4722034872683419/4882812500000000
-4717990184348773/4882812500000000 1257945360715193/4882812500000000
-4666722397802971/19531250000000000 -4741383162013117/4882812500000000
-4990405125149891/9765625000000000 2098560344728957/2441406250000000
2300158245232981/2441406250000000 -3273497272155997/9765625000000000
-4765434268937247/4882812500000000 425674831503067/1953125000000000
6366508916320613/9765625000000000 7405065553999853/9765625000000000
-1203582069126257/1220703125000000 -1303878429867199/7812500000000000
-2434012055070071/2441406250000000 -1518942649348061/19531250000000000
-4100687747314213/4882812500000000 265070139947587/488281250000000
-6447255623646883/9765625000000000 1833717647362501/2441406250000000
278902552607961/781250000000000 -912213078734181/976562500000000
-2332150226968617/2441406250000000 -577741698070293/1953125000000000
1842822839492607/2441406250000000 -3202791569730049/4882812500000000
-2371073984729801/2441406250000000 -2327136047511121/9765625000000000
1168572543213259/1220703125000000 -1129352179650131/3906250000000000
5822229706656079/19531250000000000 466081650441631/488281250000000
3716796000664177/4882812500000000 158329446089499/244140625000000
-8862067421620981/78125000000000000 -4851296293427119/4882812500000000
5881591363086993/19531250000000000 -4656155935963703/4882812500000000
2272936218786971/2441406250000000 -7129546062926361/19531250000000000
-4546464412059549/4882812500000000 1424700784874021/3906250000000000
41911122110523/152587890625000 -2347507121492689/2441406250000000
7747962126525257/9765625000000000 -5944452416039279/9765625000000000
-2284117949525781/2441406250000000 -689704711397313/1953125000000000
-1673142326160711/2441406250000000 444484197831359/610351562500000
-8181047892197977/78125000000000000 -606995860474277/610351562500000
-3805834483045927/4882812500000000 -1223600052161803/1953125000000000
-1100690680759437/3906250000000000 4684960826908889/4882812500000000
-4871050298802911/9765625000000000 -8464059346859347/9765625000000000
-3233825926089389/4882812500000000 3658446089517837/4882812500000000
-374735221840881/488281250000000 6260737739705383/9765625000000000
3411525674953121/4882812500000000 6986658852210233/9765625000000000
407248103853857/488281250000000 -336729585983417/610351562500000
300672380442189/305175781250000 6685935268838933/39062500000000000
-4704280832805279/4882812500000000 -2616562444320501/9765625000000000
1210934855859097/1220703125000000 -4931831679232389/39062500000000000
1089747510464497/1220703125000000 8800966969727041/19531250000000000
-1549159928209557/2441406250000000 7547786954458979/9765625000000000
662574074261891/976562500000000 -1793512462533799/2441406250000000
4417238967526219/9765625000000000 -4354751185326003/4882812500000000
-2288653328741539/2441406250000000 3400071571903947/9765625000000000
1300962181520913/1953125000000000 -910484646844519/1220703125000000
-394278376532661/610351562500000 7454585130046467/9765625000000000
-1752352565511627/1953125000000000 4312649277908589/9765625000000000
-8005070011382529/9765625000000000 5593414498630431/9765625000000000
2733975249559387/156250000000000000 4882064980713887/4882812500000000
5261439742906177/39062500000000000 -4838317369708979/4882812500000000
971190401713071/976562500000000 -8183307899045661/78125000000000000
239096469295717/244140625000000 -7899404568082941/39062500000000000
-6797471123643459/9765625000000000 7011548899056351/9765625000000000
-4670140809566689/9765625000000000 -4288275191130019/4882812500000000
-45459713393657/78125000000000 1985526261307653/2441406250000000
1536519183127841/2441406250000000 -7589016565979247/9765625000000000
-930203450515091/976562500000000 -5946288155011279/19531250000000000
4618172773959441/4882812500000000 -6342665862258253/19531250000000000
2589681622964183/9765625000000000 -4707998001600749/4882812500000000
-35654281826563/76293945312500 4316816974331643/4882812500000000
2013112719489817/2441406250000000 5524985655970341/9765625000000000
1180466710230777/1220703125000000 -1243314701411947/4882812500000000
-1691024017019137/1953125000000000 4886550520278751/9765625000000000
2354937111385707/2441406250000000 2575999002973111/9765625000000000
4526079277900789/4882812500000000 -7328262310057767/19531250000000000
-3920481120463701/4882812500000000 -5821232066923267/9765625000000000
-3419124793864403/78125000000000000 -975626818595677/976562500000000
4675167246559663/9765625000000000 -8573811454500311/9765625000000000
775038733496509/976562500000000 -5941290078647711/9765625000000000
-761643570871869/1220703125000000 -7631577306258261/9765625000000000
5326951963826779/9765625000000000 8184803871547993/9765625000000000
4872976344610351/4882812500000000 4956371705813857/78125000000000000
504606495420087/610351562500000 1373470434343887/2441406250000000
2300088009936261/2441406250000000 3274286790338349/9765625000000000
-7602622906652221/9765625000000000 6129237846573743/9765625000000000
-1646375079452869/1953125000000000 2626959225251649/4882812500000000
1534757008035549/4882812500000000 -463534020719537/488281250000000
-4820491950899571/9765625000000000 265404851771193/305175781250000
-5050823877704231/9765625000000000 -2089506667209957/2441406250000000
2238130557733459/2441406250000000 7802506608843197/19531250000000000
-4369204620601157/4882812500000000 348781977276533/781250000000000
8036563552987807/9765625000000000 -5548069745363067/9765625000000000
4344313336508799/4882812500000000 -1783264340586763/3906250000000000
-1660158088623221/2441406250000000 716026770261331/976562500000000
2246631611640537/2441406250000000 7644546831791691/19531250000000000
-4821450801436667/4882812500000000 -3086668312551831/19531250000000000
-7613211826078007/9765625000000000 3058040113041807/4882812500000000
-136886364140951/305175781250000 8728106662523693/9765625000000000
976678373018889/1220703125000000 -5858138817403037/9765625000000000
-5795012761749557/19531250000000000 4662935996060179/4882812500000000
4183538927340951/9765625000000000 8824139260236543/9765625000000000
812597958037941/1220703125000000 364373583669801/488281250000000
1930952444789369/2441406250000000 -5975800710868489/9765625000000000
7587238824661/7629394531250 -1640277875534019/15625000000000000
7454670799837297/156250000000000000 2438626061171959/2441406250000000
-585684964200703/1220703125000000 -8568180173993493/9765625000000000
-1245369726355697/4882812500000000 -944265050816411/976562500000000
-4882811443851447/4882812500000000 -822152662850337/1250000000000000000
-5662467018160001/9765625000000000 3978187367032729/4882812500000000
482817750432993/976562500000000 -8488588435500181/9765625000000000
-7318856125828353/625000000000000000 1220619425794601/1220703125000000
2286467713425133/2441406250000000 -684703672198597/1953125000000000
4846968347925187/4882812500000000 -2362221816401267/19531250000000000
783791623021511/4882812500000000 -4819494641747987/4882812500000000
4814496718920079/4882812500000000 -406964142666171/2441406250000000
-275990268906301/6250000000000000 -4878049512665463/4882812500000000
-2159500102616053/9765625000000000 2380966071621799/2441406250000000
1313851787458089/4882812500000000 4702728079609689/4882812500000000
-812650971904453/976562500000000 2707732973674647/4882812500000000
1239923469453009/2441406250000000 -210310586215689/244140625000000
1570547900989633/2441406250000000 3738365294208751/4882812500000000
5798931522619561/9765625000000000 -1571493873186837/1953125000000000
1197945429926047/1220703125000000 -1876897291665181/9765625000000000
4506750709523623/4882812500000000 7516441660641897/19531250000000000
7382851585279881/19531250000000000 -4520531142964773/4882812500000000
3243357274251927/19531250000000000 -2407508956869557/2441406250000000
3780955592851809/39062500000000000 2429942837109679/2441406250000000
743507862918661/1220703125000000 -1936297680794863/2441406250000000
100524753856807/244140625000000 -8899385923751727/9765625000000000
-1145668628573793/1220703125000000 -842756223083781/2441406250000000
-1292530639203831/1953125000000000 -7321307622864129/9765625000000000
4671018795834561/39062500000000000 1211944335327567/1220703125000000
-963619587848089/976562500000000 -1267731361365907/7812500000000000
336531507150411/488281250000000 7075736676746397/9765625000000000
-3768630710276431/4882812500000000 -6209438132300737/9765625000000000
6677717786044791/19531250000000000 458855785985941/488281250000000
-708033946362207/1220703125000000 7955090144790667/9765625000000000
8329179680007791/9765625000000000 1019650871598123/1953125000000000
-39055655184087/39062500000000 5849878722562971/312500000000000000
546905528030537/610351562500000 8670959244165021/19531250000000000
-1422997272056127/1953125000000000 -6689125558221009/9765625000000000
-604397172281397/610351562500000 5443044036591807/39062500000000000
4866773820940167/4882812500000000 3163496657487173/39062500000000000
-4614411435602457/625000000000000000 1220669854557703/1220703125000000
2436192121691199/2441406250000000 -1275803715280289/19531250000000000
-1253284384123297/3906250000000000 -4624673521418277/4882812500000000
-7419401799286083/156250000000000000 -4877304641235639/4882812500000000
8625542556866219/9765625000000000 4579022520179909/9765625000000000
2436702268710793/2441406250000000 4847395996564159/78125000000000000
-8985443395361917/9765625000000000 1912409385393979/4882812500000000
280717530420107/390625000000000 6790874333427007/9765625000000000
710369020618727/1953125000000000 4548401587488037/4882812500000000
270967215400311/390625000000000 -1758513430287087/2441406250000000
178731580337549/195312500000000 -3937637250399111/9765625000000000
8350358143883689/9765625000000000 5063491928452177/9765625000000000
-233421199794169/305175781250000 6290812679690539/9765625000000000
6716844889413997/9765625000000000 -1417764809440241/1953125000000000
-294596660039559/390625000000000 -6412911707959599/9765625000000000
-295667675401809/390625000000000 -6382031237559213/9765625000000000
19768639353081/48828125000000 8929471852564277/9765625000000000
-7558192721707409/9765625000000000 -154598581862339/244140625000000
288027042231091/488281250000000 -985707239895459/1220703125000000
2824275501683959/4882812500000000 -7966260302235691/9765625000000000
6045100412850669/39062500000000000 -4823988992603387/4882812500000000
4270670564180151/4882812500000000 2367114454858793/4882812500000000
3626496316596623/4882812500000000 -3269615019519481/4882812500000000
1654803247435609/4882812500000000 1148463215628629/1220703125000000
1007746243509933/3906250000000000 2358763295801791/2441406250000000
4875953586655263/4882812500000000 165578935474877/3125000000000000
-7178713948278757/9765625000000000 6620687101004927/9765625000000000
7381647707509747/9765625000000000 -3196822983949889/4882812500000000
-7249998466793483/9765625000000000 6542549493287547/9765625000000000
5708859301663137/156250000000000000 4879552304150379/4882812500000000
-8366868283152303/19531250000000000 8824188938577869/9765625000000000
7530430987237927/9765625000000000 -1243543980518129/1953125000000000
-43104126015719/76293945312500 -8057699544311821/9765625000000000
-8364262994772431/9765625000000000 5040489678087391/9765625000000000
-4765547912398717/4882812500000000 -4254712220187843/19531250000000000
-2240331858993617/19531250000000000 -4850583983682263/4882812500000000
4117300676297397/4882812500000000 1312411239962273/2441406250000000
3058495289109923/4882812500000000 7612480404348811/9765625000000000
-8304066939095411/9765625000000000 642382089273583/1220703125000000
-2679189184037573/9765625000000000 -4695459960343637/4882812500000000
2232962034931347/2441406250000000 1579342670835389/3906250000000000
-7747457603482391/39062500000000000 -4785812050563237/4882812500000000
-4058890874704691/9765625000000000 4441081977059869/4882812500000000
4630303964780189/4882812500000000 -247981578871831/781250000000000
3918558728336167/9765625000000000 -4472480551472679/4882812500000000
1022324026343947/1953125000000000 8320983792174007/9765625000000000
-4720416730358973/4882812500000000 2497617906648933/9765625000000000
-1700142081827909/1953125000000000 4806802906357987/9765625000000000
-242389422709751/244140625000000 -2335140299098813/19531250000000000
-1539646895961187/3906250000000000 -8975061454614489/9765625000000000
-12698726217299/24414062500000 -8340635949010021/9765625000000000
-556816657190287/1220703125000000 271577720190303/305175781250000
485768760010879/488281250000000 -395760808493663/3906250000000000
3384724813117997/4882812500000000 879825829696551/1220703125000000
-1226924829988851/3906250000000000 2317852296245319/2441406250000000
3129520225702547/4882812500000000 7496121948601137/9765625000000000
1985103026948777/2441406250000000 -5684829566399141/9765625000000000
-311207267447197/610351562500000 8400823830599323/9765625000000000
-1584176044519463/2441406250000000 7430586235295011/9765625000000000
-7370888110331361/9765625000000000 6406047151371959/9765625000000000
8011481296388489/9765625000000000 -5584227706517923/9765625000000000
-303354459859211/305175781250000 8522643888581831/78125000000000000
2321794977371383/2441406250000000 6038450453377359/19531250000000000
1414169690548833/1953125000000000 -33678826359803/48828125000000
-460928004254293/488281250000000 805666711421617/2441406250000000
-1172917267143331/3906250000000000 1164374083590329/1220703125000000
7820091707360713/9765625000000000 5849239038464167/9765625000000000
-613995955795099/976562500000000 -949245821258837/1220703125000000
-609866177753601/610351562500000 3115097893257729/78125000000000000
-2292673293654099/2441406250000000 -3356459196485079/9765625000000000
-8470002541773571/9765625000000000 4860708650286937/9765625000000000
6628753792788557/9765625000000000 -717126591301817/976562500000000
-84061917335723/195312500000000 8814840711846709/9765625000000000
4490009254628741/4882812500000000 -95938454275443/244140625000000
-6495907797957951/78125000000000000 -608238062323471/610351562500000
572021288650743/2441406250000000 -4746896300897843/4882812500000000
-4812458911873801/4882812500000000 1651783438205731/9765625000000000
-47950228849411/390625000000000 4845885274163811/4882812500000000
-1335769666556793/9765625000000000 1209229810655137/1220703125000000
-7792378921034937/9765625000000000 5886107575608467/9765625000000000
5595025084782787/9765625000000000 -15632703904174/19073486328125
8796091794821221/9765625000000000 848438584169857/1953125000000000
1156526027488943/1220703125000000 -3124751941518923/9765625000000000
-2914433095420237/19531250000000000 4828145388596557/4882812500000000
1266188857929961/4882812500000000 -1178946131249491/1220703125000000
962564036769787/976562500000000 -3295135294563923/19531250000000000
-8871671077187153/9765625000000000 -2040887303284159/4882812500000000
928309455789761/976562500000000 -6063526059895111/19531250000000000
1447831398395793/1953125000000000 1310908657170393/1953125000000000
-1137570496367667/1953125000000000 7938247022200209/9765625000000000
-8562318768930619/9765625000000000 -4696182379320829/9765625000000000
182960851881469/305175781250000 -3907984332098951/4882812500000000
814134508545141/1220703125000000 -7276487598310503/9765625000000000
-37813451362677/38146972656250 5154130732783121/39062500000000000
-7477004824767903/19531250000000000 -2255424452198859/2441406250000000
2430052742208609/2441406250000000 -7525658985527259/78125000000000000
8974417058180411/9765625000000000 -3850619444513501/9765625000000000
5898297918404733/9765625000000000 -972894467767183/1220703125000000
7054565938643337/9765625000000000 844102065973421/1220703125000000
4912438895468903/9765625000000000 -8440105197147087/9765625000000000
-375577193389843/488281250000000 3120262022763007/4882812500000000
5407142707923281/39062500000000000 2417903367642803/2441406250000000
-803402111998461/2441406250000000 -115271522111659/122070312500000
906882400501639/976562500000000 7245374471112861/19531250000000000
6594260739605021/9765625000000000 112546818533419/152587890625000
-4433458165346923/4882812500000000 -818418631877349/1953125000000000
2772676488929269/4882812500000000 4019219202518707/4882812500000000
45145667918627/6250000000000000 2441342557565063/2441406250000000
4701607106928863/4882812500000000 -329464387513303/1220703125000000
-3773900513583007/78125000000000000 -97542244853781/97656250000000
4805668763902867/4882812500000000 -6916210022511677/39062500000000000
315336049311533/976562500000000 -924249691593589/976562500000000
-3279971678024139/156250000000000000 -4881736560036103/4882812500000000
1522587551585207/4882812500000000 -2319675896430039/2441406250000000
-1279838911475669/125000000000000000 976511311544699/976562500000000
581535498276717/610351562500000 -2965205977179649/9765625000000000
2343377791616539/4882812500000000 8567482345687009/9765625000000000
2347504342167341/2441406250000000 -5364701466703493/19531250000000000
7709339582890681/9765625000000000 -1198891401859233/1953125000000000
-6594343546880539/9765625000000000 -1800730144037759/2441406250000000
2289950183756261/2441406250000000 3386071785308109/9765625000000000
-1315705584287353/4882812500000000 4702209770483589/4882812500000000
-6617389956080623/19531250000000000 -4594017010822767/4882812500000000
-4805499273901779/4882812500000000 -1730935745411393/9765625000000000
-8743502724185773/9765625000000000 -8699101505967379/19531250000000000
8396634729139859/19531250000000000 4408558804954733/4882812500000000
-5172404980069631/312500000000000000 -4882143609852857/4882812500000000
-4742025858265973/4882812500000000 -4656262311671213/19531250000000000
4334756297080537/9765625000000000 -8750846786771303/9765625000000000
-6877655320973127/39062500000000000 -4806533254878019/4882812500000000
2344446317508977/2441406250000000 1362403672716217/4882812500000000
3493856838526643/9765625000000000 -455961610315237/488281250000000
1601941421297093/9765625000000000 4816669371135973/4882812500000000
-103837385272583/244140625000000 -4419160200542351/4882812500000000
7353362273857479/9765625000000000 -6426157087251647/9765625000000000
-4076222882002411/4882812500000000 5376342595629937/9765625000000000
-8607494277042453/19531250000000000 4383069478353479/4882812500000000
-17347293738939/19531250000000 -4487235409956441/9765625000000000
8080967326122719/39062500000000000 -4777186792003181/4882812500000000
7150265765941001/19531250000000000 -4543838039304659/4882812500000000
4969775535341717/78125000000000000 1218230754385131/1220703125000000
-2308285166678303/2441406250000000 -1272260669473779/3906250000000000
7828243050724423/19531250000000000 -894690361663303/976562500000000
-8775738687787141/9765625000000000 428413843430637/976562500000000
1128383099918611/1220703125000000 7451048986278697/19531250000000000
-8795027594058021/9765625000000000 2122199405120957/4882812500000000
910062426816017/15625000000000000 2437261663925293/2441406250000000
331906829381211/4882812500000000 4871518835719139/4882812500000000
-4548439069380911/39062500000000000 4849598257011427/4882812500000000
-5635335177285089/9765625000000000 -199390366304829/244140625000000
8633783789781369/19531250000000000 8759673282060931/9765625000000000
749852553525099/2441406250000000 -929359833477729/976562500000000
-7421894427898191/9765625000000000 6346882285166379/9765625000000000
-4785495213675271/4882812500000000 -7759973072313361/39062500000000000
-1175842233049563/1220703125000000 81972237053843/305175781250000
650314530879393/1220703125000000 8264457413524517/9765625000000000
4876179957327479/4882812500000000 4070638166429583/78125000000000000
-4034355727942057/4882812500000000 -2750605709762373/4882812500000000
8751820449343703/9765625000000000 -8665580295184941/19531250000000000
-7826908318007377/19531250000000000 8947195548662259/9765625000000000
-2234241631551063/2441406250000000 -7873515339447739/19531250000000000
-4777313838242443/4882812500000000 -807615909142363/3906250000000000
-286737899886999/305175781250000 -13058542600261/38146972656250
4605410773962157/4882812500000000 3244718485927267/9765625000000000
1413680086571589/3906250000000000 -182073458220377/195312500000000
-7938149765033469/9765625000000000 5687988216278589/9765625000000000
1572315136654589/3906250000000000 8939593871349407/9765625000000000
2669176606541941/4882812500000000 327094889261161/390625000000000
-163048175113503/781250000000000 -4775289810790269/4882812500000000
4721199346254997/4882812500000000 498338783251337/1953125000000000
7305808593405153/19531250000000000 4528347431452143/4882812500000000
1742283069876849/1953125000000000 882693021409767/1953125000000000
4880394144122529/4882812500000000 -4917069245685839/156250000000000000
3952935301065937/4882812500000000 -5732769109511737/9765625000000000
6818740434232201/9765625000000000 -6990866221806269/9765625000000000
-1214066722226097/1220703125000000 -1627066468895581/15625000000000000
-5963169056962779/19531250000000000 -4649666260607997/4882812500000000
1049008708514813/1953125000000000 -8237532997028121/9765625000000000
-3261178215968117/9765625000000000 -2301251674148223/2441406250000000
-1392824973046617/4882812500000000 3743956965959/3906250000000
-1547779888310429/2441406250000000 -1888078890004551/2441406250000000
4505094324685711/4882812500000000 -7532312299251379/19531250000000000
888356879302339/976562500000000 8111630450222927/19531250000000000
-2408127500246213/2441406250000000 6427668593263737/39062500000000000
-2635122886014567/4882812500000000 32114968040253/38146972656250
4791376700342061/4882812500000000 7524114727782279/39062500000000000
327561797552403/1562500000000000 95486204803369/97656250000000
1669426757235659/1953125000000000 -5068805499944321/9765625000000000
-4785190220012319/39062500000000000 4846037138748491/4882812500000000
-2336968359445009/2441406250000000 2825720055467533/9765625000000000
-2860923340756719/4882812500000000 -7913779261129201/9765625000000000
-2401679183761649/2441406250000000 1754544161085917/9765625000000000
-7843890417894079/39062500000000000 4783357034686239/4882812500000000
467071332819309/488281250000000 2846959722929483/9765625000000000
-6465552125376541/9765625000000000 3659373831499861/4882812500000000
-8532994542520507/156250000000000000 4875525863478379/4882812500000000
4217939417148391/4882812500000000 -2459846536559169/4882812500000000
-1374328515282119/15625000000000000 4863888038271047/4882812500000000
7187515420651577/9765625000000000 1322226209368439/1953125000000000
5024031480989773/9765625000000000 -4187079510788179/4882812500000000
4650467356383111/4882812500000000 -5953165581263579/19531250000000000
-1612575153126881/3906250000000000 555916122542933/610351562500000
-1648770740272899/2441406250000000 7202243565510979/9765625000000000
3424791984273473/19531250000000000 -2403579773051269/2441406250000000
-5602517176614493/19531250000000000 2338808216299221/2441406250000000
-1192462795956233/3906250000000000 -116243369866207/122070312500000
2341805111509617/2441406250000000 5521815917230083/19531250000000000
-1243564000319403/3906250000000000 462877171200849/488281250000000
3525857948963901/4882812500000000 270231706609087/390625000000000
3703886999387659/4882812500000000 -6363357291846289/9765625000000000
-273410466874567/305175781250000 1084552599074229/2441406250000000
7692475282069051/19531250000000000 -448814793788357/488281250000000
-7554948004962181/9765625000000000 6187906938775257/9765625000000000
-2440654932702157/2441406250000000 -1938042430925647/78125000000000000
1864870697740411/9765625000000000 2396477739847251/2441406250000000
-4882744604269661/4882812500000000 823985790490687/156250000000000000
4629024968006443/4882812500000000 -6214802659108917/19531250000000000
-4879135950994597/4882812500000000 757789225241919/19531250000000000
-146490581508541/152587890625000 5466025493023177/19531250000000000
-4487247900475977/4882812500000000 385043591809041/976562500000000
-6957196257934413/9765625000000000 6853090680066069/9765625000000000
-27173469968153/195312500000000 -4835324135085199/4882812500000000
-4644243718331539/4882812500000000 6030400576935887/19531250000000000
-5283317351780403/9765625000000000 2053259442341023/2441406250000000
1323216395676593/1953125000000000 -3591479183287199/4882812500000000
4866661238691601/4882812500000000 -634912374120121/7812500000000000
2344327993801023/19531250000000000 -1211877824938657/1220703125000000
-3503822898041993/4882812500000000 -3400747419217261/4882812500000000
4524859525819023/9765625000000000 -8654078686505563/9765625000000000
-7594257540852549/9765625000000000 -613959966478509/976562500000000
2335672073922501/2441406250000000 5685633491600383/19531250000000000
6488474529878823/78125000000000000 973188647828229/976562500000000
-544638286502469/1220703125000000 -273116877025709/305175781250000
2984388789297033/9765625000000000 -46492164714859/48828125000000
-8633972755863227/9765625000000000 -4563107065546081/9765625000000000
5395052531638091/9765625000000000 8140076155754959/9765625000000000
892617927441307/1220703125000000 666140816342083/976562500000000
2121914016359257/4882812500000000 -1759060604633479/1953125000000000
908026217218469/976562500000000 -898480332457839/2441406250000000
-5401171445556429/9765625000000000 4068008685349961/4882812500000000
-217347881159399/610351562500000 4562728505807629/4882812500000000
7748818715168759/9765625000000000 -23216155379533/38146972656250
-2406083595204307/2441406250000000 3310359114564133/19531250000000000
-1377689208723401/19531250000000000 -974129995183737/976562500000000
324338651255609/390625000000000 2721222436892231/4882812500000000
2651773178204033/9765625000000000 2349674587203283/2441406250000000
4690623294922639/39062500000000000 -4847481561586789/4882812500000000
5694420752077001/78125000000000000 -973964931133489/976562500000000
917134420469713/976562500000000 -6709359766652367/19531250000000000
-398562220871279/1953125000000000 -1195016576395091/1220703125000000
379512197711159/976562500000000 2249506623954873/2441406250000000
8630778166493347/9765625000000000 -2284573257821181/4882812500000000
