1000
-3593933547576427/4882812500000000 -6610748691566173/9765625000000000
4524777628659787/78125000000000000 4874616175760013/4882812500000000
-4449468339202441/4882812500000000 8043968581332297/19531250000000000
-150393744105957/152587890625000 3300281116654591/19531250000000000
-3563580386797763/39062500000000000 2431225739818573/2441406250000000
139848311196599/152587890625000 -1562546959221943/3906250000000000
4132561167399019/4882812500000000 -2600729918284847/4882812500000000
-8558254131773991/9765625000000000 470358563827623/976562500000000
3332003282595267/4882812500000000 -71385186236167/97656250000000
-143949243780499/244140625000000 1971883870576893/2441406250000000
-5057789966181099/19531250000000000 -4716251737479787/4882812500000000
150196082676139/610351562500000 295791381971709/305175781250000
7043207370426253/9765625000000000 -3382331354916247/4882812500000000
-1612610479329569/3906250000000000 8894617931808699/9765625000000000
8732689153579447/312500000000000000 4880905631162041/4882812500000000
-151792538717119/152587890625000 -7966324394478209/78125000000000000
-1400450508474713/15625000000000000 -972632067216069/976562500000000
-3958251924280937/39062500000000000 4857679403458003/4882812500000000
6663332811961201/9765625000000000 -71391475315801/97656250000000
8513664376860357/9765625000000000 1195955437056601/2441406250000000
7872524725807263/19531250000000000 -8937184693795543/9765625000000000
7564793506612069/9765625000000000 3087933404517691/4882812500000000
8517449718466643/9765625000000000 -477707880759963/976562500000000
8714044669634673/9765625000000000 -8816542890779023/19531250000000000
-1855116986012267/4882812500000000 -2258340036307919/2441406250000000
785402116289657/1220703125000000 93448361949929/122070312500000
1295228864576671/2441406250000000 -517375991537253/610351562500000
3496823651031799/9765625000000000 4559047488078229/4882812500000000
-8425411732623167/9765625000000000 493759747006587/976562500000000
-1410707908106379/3906250000000000 1138319255993261/1220703125000000
-609670418042473/610351562500000 3689889926055141/78125000000000000
1531500743072097/125000000000000000 2441223001362957/2441406250000000
-1870639052514419/19531250000000000 -4860365444707501/4882812500000000
175352537473729/305175781250000 7992556220921193/9765625000000000
-4872000898431403/4882812500000000 5196063884807719/78125000000000000
-4410935309255659/9765625000000000 2178174139878781/2441406250000000
-134887766014073/244140625000000 2034943128323819/2441406250000000
6063181268863941/9765625000000000 -765540753595277/976562500000000
1047061238428147/9765625000000000 -1213666284468819/1220703125000000
-4231704668236019/9765625000000000 8801142382750917/9765625000000000
7671692323113299/9765625000000000 6042563077048469/9765625000000000
-7931895799312251/19531250000000000 8924051148320373/9765625000000000
-974637773330501/976562500000000 -4902588510483399/78125000000000000
-3312114051636067/4882812500000000 -1793861645940899/2441406250000000
770275314629631/2441406250000000 926683585024471/976562500000000
-4234307729631323/78125000000000000 4875635480636563/4882812500000000
456229442439677/488281250000000 -3479843384564539/9765625000000000
-2114304570156833/2441406250000000 488291824572641/976562500000000
-345248355965773/610351562500000 503321569723693/610351562500000
873835292827901/976562500000000 -8719775167161741/19531250000000000
-1189808287070619/19531250000000000 -2436871979359881/2441406250000000
304957419407857/305175781250000 5909771164811127/156250000000000000
3514438811333857/4882812500000000 1694887736071811/2441406250000000
4678827017225077/4882812500000000 -5586319937906807/19531250000000000
-7669764028870027/78125000000000000 -4859225417609919/4882812500000000
-630453352161469/976562500000000 745790109316701/976562500000000
4210713468677127/9765625000000000 -2202801110593709/2441406250000000
4258165647405657/4882812500000000 -1194768097729703/2441406250000000
-75285079958319/76293945312500 1266298567721681/7812500000000000
8433161767567933/39062500000000000 953533130275251/976562500000000
-3090891973276531/19531250000000000 4821281684962223/4882812500000000
4584924592417303/4882812500000000 6717528583642379/19531250000000000
1778747660497773/9765625000000000 4801132376869511/4882812500000000
-7506195518515527/9765625000000000 6246956097047779/9765625000000000
5982077084739631/156250000000000000 -4879232663095439/4882812500000000
-8010355511013169/9765625000000000 -5585842481470987/9765625000000000
6325088908049939/9765625000000000 -3720237961000903/4882812500000000
-2460507090024913/4882812500000000 13496173189677/15625000000000
-1565747508721471/1953125000000000 1459415553268193/2441406250000000
-6832294142881881/19531250000000000 2287156679521957/2441406250000000
-2619033092207671/4882812500000000 8241971504944039/9765625000000000
8342459838911053/9765625000000000 1015298881645817/1953125000000000
-4147801856659053/4882812500000000 -5152707120748069/9765625000000000
2403542097882857/2441406250000000 3426483783649341/19531250000000000
8807116138803309/9765625000000000 -4219257868186691/9765625000000000
845889259808883/976562500000000 -2440008588848767/4882812500000000
-3044448672573589/4882812500000000 -238592799934431/305175781250000
6109067097657353/19531250000000000 -4637813505298189/4882812500000000
5958542112540221/19531250000000000 2325018489360571/2441406250000000
6201087950040189/9765625000000000 3772066405714889/4882812500000000
-558755464029413/976562500000000 -8009161303304643/9765625000000000
-1555903068597397/1953125000000000 737887320632941/1220703125000000
-6639488548031439/19531250000000000 143500743134717/152587890625000
-633237572728971/1220703125000000 -521806069308581/610351562500000
-941255464438473/1220703125000000 -3109094453501161/4882812500000000
121542367557807/122070312500000 7258121527380821/78125000000000000
2304362367641467/4882812500000000 -107621361694467/122070312500000
703731596188149/7812500000000000 4862962626230219/4882812500000000
342268553419269/390625000000000 -470638714709071/976562500000000
3212419141040653/4882812500000000 -1838628644699079/2441406250000000
219663308160939/1220703125000000 -4803105912523783/4882812500000000
4293481557068683/4882812500000000 2325483611911149/4882812500000000
-399250681679219/610351562500000 738652477788891/976562500000000
4857425160039747/4882812500000000 -7956340461599633/78125000000000000
4746496763981849/4882812500000000 -2291398158038959/9765625000000000
-8665090599747237/19531250000000000 -546996353911123/610351562500000
-4878666647171251/4882812500000000 -1287492565842869/31250000000000000
3652027537794651/4882812500000000 -810268195311967/1220703125000000
-1024729922434477/1220703125000000 1326717310435341/2441406250000000
1648146401253237/1953125000000000 -2620007998152157/4882812500000000
1002542690339637/1220703125000000 -2785747363796877/4882812500000000
-7819730799674611/9765625000000000 2924860759986929/4882812500000000
-747830132817/781250000000 -5651418790385087/19531250000000000
187974838477481/244140625000000 1557886545123089/2441406250000000
6995755016991193/9765625000000000 1703431158406239/2441406250000000
8625143886894307/9765625000000000 -572471677397051/1220703125000000
8225686043336347/9765625000000000 -328975212527281/610351562500000
5014704453617499/78125000000000000 -4872743213306413/4882812500000000
-176903498471831/244140625000000 3365103089286717/4882812500000000
7684560923234749/9765625000000000 -6026189099067379/9765625000000000
436080378633119/488281250000000 -8786579081554603/19531250000000000
5681275891557277/9765625000000000 3971477555162407/4882812500000000
469727335497087/488281250000000 -666611007041767/2441406250000000
4293485306940481/156250000000000000 4880968750292019/4882812500000000
5447551633462749/9765625000000000 -1621007252807739/1953125000000000
6653690437703307/9765625000000000 142962701708999/195312500000000
-5021563077082419/19531250000000000 2359335283855731/2441406250000000
-2958604861631123/1250000000000000000 -4882798822882833/4882812500000000
35879123377679/38146972656250 -1658477128788393/4882812500000000
6581649068269979/9765625000000000 360726098247569/488281250000000
4689478899628349/4882812500000000 -272076868557159/976562500000000
2430165660735729/2441406250000000 7488228298737781/78125000000000000
-6611292955304569/9765625000000000 -7187366492656763/9765625000000000
-4106676849905349/4882812500000000 -330176637399583/610351562500000
-5203406399474709/19531250000000000 -1176585181395597/1220703125000000
-1198741380897607/4882812500000000 -147918094589249/152587890625000
596415402718787/976562500000000 7732806630234827/9765625000000000
-52953983720349/61035156250000 4856114414749443/9765625000000000
-4808619096265637/4882812500000000 -67836995083719/390625000000000
-2421276675042837/2441406250000000 -312863772962877/2441406250000000
-71365548057523/97656250000000 -1333221919188531/1953125000000000
1189101928964577/1220703125000000 -2207662610708259/9765625000000000
4550878559985979/4882812500000000 7078262207537889/19531250000000000
6126340973985529/39062500000000000 -4822387331045929/4882812500000000
-7064663242613043/9765625000000000 6742252213399997/9765625000000000
-6876645981176877/9765625000000000 3466957300363999/4882812500000000
4627241255909527/39062500000000000 -4848433291747463/4882812500000000
2367591688456973/2441406250000000 4766376060957161/19531250000000000
8667317328884527/9765625000000000 8998898146116111/19531250000000000
-5947451918715257/19531250000000000 2325462125568641/2441406250000000
-4260198966403897/4882812500000000 -4771818385817893/9765625000000000
-7163608733483899/9765625000000000 -3318514033199883/4882812500000000
8188970839207089/9765625000000000 665067997407513/1220703125000000
-1521954987939883/2441406250000000 -1908957174015167/2441406250000000
6171434145942301/312500000000000000 3905488193727/3906250000000
515651032402649/610351562500000 2612377217824699/4882812500000000
-1208478566653697/1220703125000000 5514378431260687/39062500000000000
4531483415506671/4882812500000000 3637315474436739/9765625000000000
-1369089271894521/19531250000000000 -4870801532654067/4882812500000000
4732032450481999/4882812500000000 481618404588791/1953125000000000
4786289867040331/4882812500000000 7728543330064949/39062500000000000
4483628936505367/4882812500000000 3867262323602059/9765625000000000
-289040765120049/1953125000000000 -4829047979237093/4882812500000000
-1206913239826527/1220703125000000 2927455727171247/19531250000000000
-8601374678905869/9765625000000000 -184970420440467/390625000000000
-4215193825385659/4882812500000000 1232274211020711/2441406250000000
6776899983804143/78125000000000000 -4864407262359893/4882812500000000
4618785411103523/39062500000000000 303034954366459/305175781250000
1464719153217249/62500000000000000 -195258857578631/195312500000000
-4882197747807273/4882812500000000 -4958683267530809/312500000000000000
4164481215397039/4882812500000000 -1274652316983091/2441406250000000
-6375657611783421/9765625000000000 3698595059543999/4882812500000000
-45198387515651/48828125000000 -7389631189721647/19531250000000000
2423195313552311/2441406250000000 4762223344069249/39062500000000000
3184863421554537/4882812500000000 -3701148861664467/4882812500000000
5343745744217009/39062500000000000 -2418453864034929/2441406250000000
956481056534591/976562500000000 -7880944602949307/39062500000000000
72339364819333/76293945312500 -6206521299228979/19531250000000000
-8887555119462747/312500000000000000 305052336539331/305175781250000
4671960892494969/9765625000000000 -4287779526154027/4882812500000000
4680005320996287/4882812500000000 -5570505335213587/19531250000000000
4761283057366267/4882812500000000 -8660869453973067/39062500000000000
1797745675094909/1953125000000000 954273081740879/2441406250000000
-474893836416609/488281250000000 -4542144556938271/19531250000000000
-4822053041862451/4882812500000000 -3071579063924823/19531250000000000
-2078504692677311/9765625000000000 -2385467064894517/2441406250000000
-2385233923615047/2441406250000000 2082781245066437/9765625000000000
-1224151794546391/1953125000000000 1521890156855563/1953125000000000
7062016755046159/312500000000000000 -1220391384690191/1220703125000000
-1585869129896161/4882812500000000 184724127338033/195312500000000
3552013517213979/4882812500000000 3350381751932969/4882812500000000
4825696185395389/4882812500000000 -5957257013984311/39062500000000000
-354741306882039/610351562500000 1589365087947769/1953125000000000
7142739711237731/9765625000000000 6659482041280129/9765625000000000
-11763398544537/19531250000000 -3897853425644081/4882812500000000
-4549786679782893/4882812500000000 -708948413201007/1953125000000000
3571534861505409/4882812500000000 -6659128064005913/9765625000000000
-1694623745790363/1953125000000000 -2427637259029393/4882812500000000
-1427895180713287/7812500000000000 -2400282201892163/2441406250000000
-97824760065809/122070312500000 -292067869151389/488281250000000
8255400134353979/9765625000000000 2608438242623989/4882812500000000
-63172057240043/122070312500000 -8356248872467459/9765625000000000
93147211324521/122070312500000 6311770954684681/9765625000000000
-2069635948698483/2441406250000000 -323754490064809/610351562500000
-853837249136049/976562500000000 1184895217925499/2441406250000000
-4508068397861073/4882812500000000 -937973511134849/2441406250000000
-5415409691793557/19531250000000000 2345684416488769/2441406250000000
-6257321337035191/39062500000000000 481975886964127/488281250000000
2081596359775723/2441406250000000 1020563318175219/1953125000000000
-7782453725578871/19531250000000000 447844239504459/488281250000000
4859803654397199/4882812500000000 3787696721661871/39062500000000000
-331071091766459/390625000000000 323930869261423/610351562500000
1552884196583721/1953125000000000 5922938328282533/9765625000000000
-1144260401749883/1220703125000000 6802997031251909/19531250000000000
6687535374266661/19531250000000000 4587664146793769/4882812500000000
-190201074304793/9765625000000000 2440943147534861/2441406250000000
4015277015881653/4882812500000000 -2778382334360909/4882812500000000
-7542272956129487/9765625000000000 1240669985062309/1953125000000000
113242464636853/122070312500000 -1823098635540601/4882812500000000
6178700111876271/9765625000000000 -3781239762568791/4882812500000000
896848634631973/1953125000000000 -1735038844574889/1953125000000000
-1695076762325719/2441406250000000 439259266220021/610351562500000
4465922239768351/4882812500000000 -1579345982816671/3906250000000000
5256969135002327/19531250000000000 -1175654741244169/1220703125000000
-2437753781260163/2441406250000000 -1067961931631371/19531250000000000
-5328946864931313/9765625000000000 -4091752587564519/4882812500000000
-4451513169318083/4882812500000000 4012923330213987/9765625000000000
-4745581716835583/4882812500000000 919586717256691/3906250000000000
1155942832853347/1220703125000000 -6277065027486539/19531250000000000
959645082450717/2441406250000000 -2244893269905547/2441406250000000
-227639734857277/244140625000000 -220578725876659/610351562500000
-8429233600087419/19531250000000000 1761867609889169/1953125000000000
1450904897820029/1953125000000000 -653753057948269/976562500000000
-5208792619440821/78125000000000000 304496737769873/305175781250000
-678762580925539/976562500000000 7021080224164591/9765625000000000
928083670474413/1953125000000000 -4296334168671983/4882812500000000
810610673956551/1220703125000000 -1460324526915277/1953125000000000
-4522440287048053/4882812500000000 7364120325188579/19531250000000000
1223584718721013/2441406250000000 -4225307048559421/4882812500000000
7219324912214417/19531250000000000 2268504030655377/2441406250000000
4661762839611941/4882812500000000 -22695683018541/76293945312500
-8327915070063637/39062500000000000 -1192638854941519/1220703125000000
-6798733638634679/19531250000000000 -1144359379114777/1220703125000000
-7918398296213633/39062500000000000 4781438516990273/4882812500000000
4048962588972001/4882812500000000 -2729058420639141/4882812500000000
2169336628988273/2441406250000000 -4480076905891431/9765625000000000
-1428654283279731/9765625000000000 -966055788137991/976562500000000
8906711738883759/39062500000000000 4754191230263353/4882812500000000
1795808771084483/1953125000000000 -1919909052730491/4882812500000000
-4653447194288083/4882812500000000 591579190996927/1953125000000000
-4826291948416541/4882812500000000 -5926288221440047/39062500000000000
-7870841469335007/9765625000000000 -722596081470543/1220703125000000
4644841800342779/4882812500000000 -3011512948632101/9765625000000000
2303039676425623/2441406250000000 -6481840362605297/19531250000000000
-18169380079237/19073486328125 -2970990383269749/9765625000000000
4861824766026871/4882812500000000 -7235784047263111/78125000000000000
2383528414306183/625000000000000000 2441388496161379/2441406250000000
4760502079286299/4882812500000000 -4344150758465133/19531250000000000
-300695876273593/305175781250000 6668600323894547/39062500000000000
3904831592264237/19531250000000000 -74753625359393/76293945312500
-1172833440494211/2441406250000000 -8564976309036773/9765625000000000
-2434802109581873/2441406250000000 1435619218923431/19531250000000000
5679391479700879/9765625000000000 7944302616399129/9765625000000000
-2377370387037907/2441406250000000 -222197937118883/976562500000000
6434913558250699/9765625000000000 -7345700724809467/9765625000000000
4782706805316127/4882812500000000 983653152558897/4882812500000000
-6820844667421147/9765625000000000 6988813179899539/9765625000000000
957922051827597/19531250000000000 4876936230264873/4882812500000000
4876045492928773/4882812500000000 -4111665699881577/78125000000000000
2025862921709373/4882812500000000 2221358668281611/2441406250000000
4880090718091037/4882812500000000 -52163428950313/1562500000000000
8488322344272879/9765625000000000 2414322649333699/4882812500000000
-1415133013835731/9765625000000000 1207818476335649/1220703125000000
-2086923014437891/2441406250000000 -2533943021733937/4882812500000000
-2203387474053731/4882812500000000 4357400779058471/4882812500000000
-5420304829567941/9765625000000000 406164151529857/488281250000000
-909949062281103/1220703125000000 -6509605571773489/9765625000000000
4847462313682413/4882812500000000 -2345948090082137/19531250000000000
2313890013602303/4882812500000000 -1074935199067477/1220703125000000
-7899825048484887/9765625000000000 -1148219418821259/1953125000000000
-760138208428241/4882812500000000 1205820462751497/1220703125000000
902364925202061/976562500000000 3733789739277359/9765625000000000
-6726180723616471/9765625000000000 353998321019589/488281250000000
2423080845795137/2441406250000000 597138818968539/4882812500000000
-573893340377001/610351562500000 1662296507213927/4882812500000000
-30331892571541/30517578125000 -8605129806781003/78125000000000000
-7998033259769769/9765625000000000 -5603471746715741/9765625000000000
7632779352780589/9765625000000000 -6091642717066663/9765625000000000
-2361708930561329/2441406250000000 2474818473653133/9765625000000000
4832964114166521/4882812500000000 69592800010839/488281250000000
-1216869624113149/1953125000000000 -3819297696841433/4882812500000000
-6766461321245803/19531250000000000 -4580425251481737/4882812500000000
6893148948927189/9765625000000000 -6917508887491869/9765625000000000
187501227119239/195312500000000 273416462792091/976562500000000
1670739011865943/2441406250000000 712078156583197/976562500000000
8197228102186951/9765625000000000 -2653906699628941/4882812500000000
3382743734053361/4882812500000000 3521207568417257/4882812500000000
-8046321866111727/19531250000000000 889840478666587/976562500000000
8609150694294079/9765625000000000 4609767452221507/9765625000000000
-5916256163313103/78125000000000000 2434395767323577/2441406250000000
-7533171496317487/19531250000000000 -901000907005051/976562500000000
-5536613309528223/9765625000000000 -402223024892223/488281250000000
4442882864531691/39062500000000000 4851126960083043/4882812500000000
-1589659430776343/2441406250000000 7411825547523791/9765625000000000
8366749314286579/9765625000000000 -1007272307819689/1953125000000000
-3190650564290403/4882812500000000 -1848080550649077/2441406250000000
-1467855165087617/3906250000000000 -180998551629741/195312500000000
-8315321459563723/19531250000000000 8836361745461463/9765625000000000
-315040403731227/488281250000000 -7461048803443871/9765625000000000
8731127517129089/19531250000000000 -8735518571357559/9765625000000000
-4764802873951819/4882812500000000 -1707216856551637/7812500000000000
-8010619997046907/156250000000000000 -609548909319443/610351562500000
5148053519049921/19531250000000000 235507189223963/244140625000000
-6954522360133763/9765625000000000 -214243879322543/305175781250000
834900481424601/4882812500000000 -60136302337213/61035156250000
2320530138622733/2441406250000000 303474375401317/976562500000000
-2412327738395811/9765625000000000 -2365746532851617/2441406250000000
7466647481164339/9765625000000000 -251766898642843/390625000000000
1640982039840021/3906250000000000 8862126934116353/9765625000000000
1140640448303493/1953125000000000 -3963613119143163/4882812500000000
657421264198699/976562500000000 1444259807355497/1953125000000000
4711386144169043/4882812500000000 2564915991363623/9765625000000000
2389752161901241/2441406250000000 1998195514867981/9765625000000000
3915757498463123/4882812500000000 291696779608313/488281250000000
4775196155381189/9765625000000000 4259252672660361/4882812500000000
-5619608084168403/9765625000000000 1597340747880353/1953125000000000
6229623661219469/9765625000000000 23501832682901/30517578125000
-3544188986477433/9765625000000000 909978879253563/976562500000000
188770450928021/390625000000000 1068702518505901/1220703125000000
-7133593617051841/39062500000000000 4800701036627289/4882812500000000
-3466372090255053/4882812500000000 6877825947799803/9765625000000000
2410941864628549/2441406250000000 -1537914447141861/9765625000000000
-4589815801285227/4882812500000000 -1332774266361099/3906250000000000
-9000223684005191/9765625000000000 -757981669395693/1953125000000000
1183671132371573/3906250000000000 4653243444243051/4882812500000000
1985912331684157/4882812500000000 -4460718565547601/4882812500000000
283893559558333/3125000000000000 -2431310933578447/2441406250000000
-3184557016527147/9765625000000000 1153974302743517/1220703125000000
-4037331508345853/156250000000000000 195247288930809/195312500000000
-2146782298514107/2441406250000000 -4650660581595779/9765625000000000
271990573976477/781250000000000 -4577341827926489/4882812500000000
719194658422609/976562500000000 -103223598662637/152587890625000
-6329222307814407/19531250000000000 92386507610793/97656250000000
2962917290381617/4882812500000000 -7762210777997183/9765625000000000
-7691223138673077/9765625000000000 150442094906489/244140625000000
8896417268236053/39062500000000000 2377246196067317/2441406250000000
-7962057834011587/78125000000000000 -2428694282534441/2441406250000000
-965345157587153/976562500000000 -2951815924429209/19531250000000000
-879950324433363/7812500000000000 485174113707073/488281250000000
-5044745662037947/9765625000000000 -8361696768358341/9765625000000000
-512949249064499/610351562500000 211695997199651/390625000000000
-6376263821692681/19531250000000000 4615280234169651/4882812500000000
290468615090851/305175781250000 -5990154220171941/19531250000000000
6301574206495159/9765625000000000 466275108911121/610351562500000
-4529494873872441/19531250000000000 474969342925193/488281250000000
-2417057217135259/2441406250000000 -5503136830768009/39062500000000000
7378659251343713/9765625000000000 -6397094597798663/9765625000000000
-32120982051401/61035156250000 1660776203456643/1953125000000000
2374387755741717/4882812500000000 4266631070943451/4882812500000000
4785985354448017/4882812500000000 -7740602962210497/39062500000000000
147826491887123/152587890625000 4841028131485987/19531250000000000
-4723689795561019/4882812500000000 2472741495157913/9765625000000000
15196909852567/15258789062500 -7028726203856397/78125000000000000
1150260892580497/1220703125000000 653881453984429/1953125000000000
2298286698348481/2441406250000000 -823615644420079/2441406250000000
-6868355552504973/9765625000000000 -277685069515807/390625000000000
-2704798737808279/19531250000000000 -96715276759989/97656250000000
-4825954344540961/4882812500000000 2971928867419213/19531250000000000
-363987037950871/610351562500000 -7839060613924687/9765625000000000
-600909005560869/976562500000000 1924484806776377/2441406250000000
-5822251294531349/9765625000000000 -3920102725183137/4882812500000000
6500171247990573/156250000000000000 487858544769443/488281250000000
4192706608796961/19531250000000000 -4768981402347953/4882812500000000
594746282280011/610351562500000 438830615496959/1953125000000000
-2898981810257511/9765625000000000 -4662706727439039/4882812500000000
7258627405899049/9765625000000000 -6532974806545349/9765625000000000
5040315932516009/9765625000000000 -4182183847616287/4882812500000000
-395659127886283/610351562500000 -1858958350760801/2441406250000000
-7448020472226943/9765625000000000 -3158101592963459/4882812500000000
4917371616454951/9765625000000000 -2109308062290633/2441406250000000
-51276645852607/97656250000000 4155553138322509/4882812500000000
952212886952447/976562500000000 8668557834190093/39062500000000000
4342468767916247/9765625000000000 -1749404431688647/1953125000000000
11893002964593/12207031250000 -4401626585934589/19531250000000000
8405457045373879/19531250000000000 8815015859612429/9765625000000000
6172113401136601/19531250000000000 2316296689781753/2441406250000000
2296743968368053/19531250000000000 4848934765146007/4882812500000000
-8404992028723023/9765625000000000 1243069302113911/2441406250000000
2288180388033943/2441406250000000 -3405160764148199/9765625000000000
-2173141502347691/39062500000000000 -4875250574106381/4882812500000000
3064788409290827/4882812500000000 -3801174807402687/4882812500000000
-1167782382364657/1220703125000000 -5688454031352791/19531250000000000
76069460564589/976562500000000 -2433988179890751/2441406250000000
-4813706830589401/4882812500000000 6548694938288397/39062500000000000
1568925427230169/1953125000000000 2908146176492457/4882812500000000
-294275423816231/305175781250000 206936573500721/781250000000000
6971101104899999/19531250000000000 1140301282741077/1220703125000000
4896103895094459/9765625000000000 -2112397901217149/2441406250000000
-4705906908903959/4882812500000000 1041936067101619/3906250000000000
4875893974145427/4882812500000000 2078705182345133/39062500000000000
-7532189406405031/9765625000000000 6215589625020687/9765625000000000
1848807806652029/2441406250000000 797241207477633/1220703125000000
-1659272065109597/2441406250000000 1790888240925713/2441406250000000
4046026419191709/4882812500000000 -2733409615363011/4882812500000000
-2658062556230413/39062500000000000 4871494909318721/4882812500000000
-840292211483183/1953125000000000 2203905009064061/2441406250000000
-4829952208696623/4882812500000000 -5732264177375567/39062500000000000
-8007520974491907/9765625000000000 -1117981028169927/1953125000000000
7447407290053557/9765625000000000 394807885919107/610351562500000
1103896746778957/1220703125000000 -8337337195406807/19531250000000000
-8749804306847257/9765625000000000 -4336860181341127/9765625000000000
162439133282957/305175781250000 8267265829183521/9765625000000000
-3064876289578973/4882812500000000 7602207900270257/9765625000000000
2068756187317227/2441406250000000 -648211446014291/1220703125000000
1720934053082227/3906250000000000 -8766832041650643/9765625000000000
124522666195337/195312500000000 -75234763008623/97656250000000
3729303040161331/19531250000000000 2396488399060251/2441406250000000
-1204594014014137/1220703125000000 -6325112325084881/39062500000000000
7313040674823611/312500000000000000 4881475302801143/4882812500000000
76245740633283/76293945312500 5553489752580563/156250000000000000
3811924068443041/9765625000000000 1798184267944191/1953125000000000
-2591415872010353/19531250000000000 483964287383889/488281250000000
-4483237632370741/4882812500000000 1934538250294121/4882812500000000
-5989510710451699/19531250000000000 1161887419265061/1220703125000000
-3046116743375843/78125000000000000 2439549778716889/2441406250000000
4853038521440369/4882812500000000 -134600106698539/1220703125000000
-6717833055922013/19531250000000000 916979342181793/976562500000000
-7025374825766823/19531250000000000 2277998830936863/2441406250000000
-4784694836443653/78125000000000000 4873646575076843/4882812500000000
-227105210408703/244140625000000 1433573944460487/3906250000000000
-5675800284796403/9765625000000000 3973434369903763/4882812500000000
1306821731740223/2441406250000000 2062203054742803/2441406250000000
-4765088566183021/4882812500000000 -8525871654067853/39062500000000000
4847887889360181/4882812500000000 -186546804981369/1562500000000000
6573484794865837/9765625000000000 -7221961595874949/9765625000000000
-2387329485050787/2441406250000000 204400550819691/976562500000000
-122877270684163/152587890625000 -46318998239249/78125000000000
2268664993483381/2441406250000000 -3608043513888631/9765625000000000
884341346049221/1220703125000000 -673168747011977/976562500000000
-1220626921714069/1220703125000000 -1745862622408597/156250000000000000
1172820374299929/1953125000000000 312358104441167/390625000000000
8336312626863403/9765625000000000 2543291343310023/4882812500000000
-8946017629975741/19531250000000000 4340496048312503/4882812500000000
6910010796153797/78125000000000000 4863675699685083/4882812500000000
535344091543131/7812500000000000 -304458454958923/305175781250000
-483244286079441/488281250000000 -34976917649837/244140625000000
