5000
-296308572017203/305175781250000 -4673966757832183/19531250000000000
8467552499714061/9765625000000000 2432487734049811/4882812500000000
588781103798321/610351562500000 1029303101248053/3906250000000000
6549957922424973/19531250000000000 4600052837855251/4882812500000000
-32466501213519/48828125000000 -1823535090125903/2441406250000000
1564603232666769/2441406250000000 299865834612439/390625000000000
-542626550023649/3906250000000000 967094407546047/976562500000000
-1317297317601309/1953125000000000 3605052914543519/4882812500000000
1549219005264273/3906250000000000 -4482380355386657/4882812500000000
2219876481312337/2441406250000000 -8129404938637693/19531250000000000
-4870110383577453/4882812500000000 -2815758647922203/39062500000000000
-561747399602331/976562500000000 159764098025341/195312500000000
-1955038300846767/2441406250000000 5849156820959751/9765625000000000
4521410587615119/4882812500000000 7374229948525511/19531250000000000
-275982819946189/976562500000000 4683769314080273/4882812500000000
672296019841731/4882812500000000 -4836308093149279/4882812500000000
941871097003397/976562500000000 -1289894889476149/4882812500000000
-4882352542788963/4882812500000000 857844318955401/62500000000000000
-6285849130439391/9765625000000000 1868413972296747/2441406250000000
-8994928675227503/9765625000000000 3802458384807781/9765625000000000
-5484730176893601/9765625000000000 -8079923670883141/9765625000000000
4032836814683503/4882812500000000 -5505664405424533/9765625000000000
3932602263996161/19531250000000000 -4782810144123643/4882812500000000
-4763906593568341/4882812500000000 4284020313513611/19531250000000000
239737669959587/781250000000000 2323616465245931/2441406250000000
-4868210705074867/4882812500000000 301868783309003/3906250000000000
4354320433381961/4882812500000000 -4418937190587157/9765625000000000
7684897464087887/19531250000000000 -4488959216294989/4882812500000000
2911577919843939/4882812500000000 1959883410233469/2441406250000000
-1604882263752089/3906250000000000 8903349784629509/9765625000000000
-5400558231376509/9765625000000000 2034106106348321/2441406250000000
7766857576095513/9765625000000000 5919742818169783/9765625000000000
-2564071104880569/4882812500000000 -8310811579929553/9765625000000000
5774357378012891/9765625000000000 -1968886558940311/2441406250000000
-4310011634254987/39062500000000000 4852999565285929/4882812500000000
-3362598332073363/4882812500000000 7080901176345759/9765625000000000
-3469923038364347/19531250000000000 480513631876303/488281250000000
476007424519419/1220703125000000 -2248139720913409/2441406250000000
-6409579663773963/78125000000000000 4866351669217007/4882812500000000
2432197441422893/2441406250000000 271166975801687/3125000000000000
-186164188940171/195312500000000 1476877494178663/4882812500000000
-5522852954332609/19531250000000000 936706760154051/976562500000000
8294859797450541/19531250000000000 4420584149062901/4882812500000000
-32876717159783/156250000000000 2386750535221841/2441406250000000
5539359080871177/9765625000000000 8042570025420669/9765625000000000
5345539779672451/9765625000000000 8172676189875897/9765625000000000
-8682837696324731/9765625000000000 4469425150945839/9765625000000000
18581178105093/19531250000000 -3008718447666401/9765625000000000
8549043488293277/9765625000000000 4720305824403259/9765625000000000
-2441387364173399/2441406250000000 245834113524549/62500000000000000
5925579135925947/312500000000000000 1220483652219663/1220703125000000
971567327208857/976562500000000 7891765878529441/78125000000000000
-504875270913269/3906250000000000 2420928445939589/2441406250000000
2152480349169467/4882812500000000 -8765543053706493/9765625000000000
7513365390645709/9765625000000000 3119165439154849/4882812500000000
3316962017551193/4882812500000000 7166483345206063/9765625000000000
99662748065289/390625000000000 4721215866852301/4882812500000000
2389195668102773/4882812500000000 425835672175021/488281250000000
3024692381584499/39062500000000000 1217038117536947/1220703125000000
2713466655567423/9765625000000000 -2345268246248027/2441406250000000
-5932887939890857/9765625000000000 1939205254951797/2441406250000000
-7617615094544961/19531250000000000 -359689681160781/390625000000000
-7644969371080651/9765625000000000 -12152674595473/19531250000000
-8921699140761821/9765625000000000 992809022494847/2441406250000000
1015437572083503/1953125000000000 -834203782481559/976562500000000
-7998456436848813/19531250000000000 -4454593283835881/4882812500000000
3752359593051883/4882812500000000 -624872959715421/976562500000000
976409220334917/976562500000000 -5536562757149197/312500000000000000
458392080756217/488281250000000 -6728480292196549/19531250000000000
8657221617722047/9765625000000000 2259421690514581/4882812500000000
-1405953207422249/4882812500000000 -2338009489325019/2441406250000000
-2422126760385829/2441406250000000 4899408856734553/39062500000000000
3053893450647391/19531250000000000 -2411377528232673/2441406250000000
5903561709159103/9765625000000000 -6223331109907/7812500000000
956930302064503/976562500000000 487074900535003/2441406250000000
-4686491131338373/4882812500000000 -5482566969649201/19531250000000000
-8657553535925477/9765625000000000 -4518207433618921/9765625000000000
-1615267814662337/1953125000000000 5490007177911879/9765625000000000
4001636472940383/9765625000000000 -2227026284912493/2441406250000000
5537889598936327/78125000000000000 -974105952575071/976562500000000
-6794144397677711/9765625000000000 -7014772522621783/9765625000000000
3033867858261121/4882812500000000 1530359629826471/1953125000000000
-48454982946243/48828125000000 192799452135123/1562500000000000
-8292554873874439/156250000000000000 4875931004215993/4882812500000000
2431779418922197/2441406250000000 6931035657921377/78125000000000000
-7387532150276159/19531250000000000 904010640550121/976562500000000
4828003604736237/4882812500000000 1167275504409299/7812500000000000
-8135321024913049/9765625000000000 -5402220234517721/9765625000000000
-4877616908559399/4882812500000000 7206127418767083/156250000000000000
944497536498853/1953125000000000 -1068479803047557/1220703125000000
2440718538312459/2441406250000000 -3708408898491797/156250000000000000
1074401511952559/4882812500000000 476314174692191/488281250000000
-318749010688021/610351562500000 -4164060311045261/4882812500000000
-1173081033245629/1220703125000000 -540215089191131/1953125000000000
-2178253858557711/2441406250000000 -2205152697857911/4882812500000000
-61783261292591/97656250000000 -1890696265287263/2441406250000000
-6199410218190663/9765625000000000 -7545511552387829/9765625000000000
8408715383552843/9765625000000000 4965977974077893/9765625000000000
-6918732229287731/9765625000000000 6891921066004763/9765625000000000
-4786147374090157/4882812500000000 7734188924079439/39062500000000000
-570085618487349/610351562500000 3488272189016013/9765625000000000
1266814830174401/1953125000000000 -3716414141746049/4882812500000000
-6334547989913659/9765625000000000 1486484892679449/1953125000000000
4758278051909529/9765625000000000 -8527967027453909/9765625000000000
826078882914391/3906250000000000 -4772378655755513/4882812500000000
61641121328023/156250000000000 -8973579854004047/9765625000000000
-6612285393908849/9765625000000000 -7186453472341187/9765625000000000
-4533841826044707/4882812500000000 1812770312688247/4882812500000000
-263780233827023/1953125000000000 -2419038178526217/2441406250000000
2319364932054813/4882812500000000 8593579980918459/9765625000000000
2363094908486777/4882812500000000 4272896016010701/4882812500000000
45784043004139/76293945312500 3905881512531017/4882812500000000
-707855982842101/1220703125000000 -1591220735462207/1953125000000000
8997519670171381/39062500000000000 -296969921711851/305175781250000
-4882810499394797/4882812500000000 -565770949136423/625000000000000000
-4875980529558219/4882812500000000 4131340834947387/78125000000000000
2179176280335921/2441406250000000 1761203382607053/3906250000000000
-4015336955344733/39062500000000000 4856947304160433/4882812500000000
-4090210202725643/4882812500000000 5333681058209351/9765625000000000
-2199669815123373/2441406250000000 8473647363818417/19531250000000000
-8020456731481093/156250000000000000 7619336694407/7629394531250
-1590848317692191/3906250000000000 -55744233806597/61035156250000
-97316621313463/97656250000000 3254987070807793/39062500000000000
4717166094975793/4882812500000000 5044128376743923/19531250000000000
2423157204014317/2441406250000000 4767184955105113/39062500000000000
588144006659331/610351562500000 -5220577846517157/19531250000000000
-8820414573760027/19531250000000000 -8713065093718481/9765625000000000
-193147792683149/195312500000000 115993298970401/781250000000000
8883242423885089/9765625000000000 4056530004710081/9765625000000000
1921891079341229/2441406250000000 -1204471444360599/1953125000000000
-958195901580067/976562500000000 1885071102144761/9765625000000000
7798610524110799/9765625000000000 -1469462179120589/2441406250000000
690143138616383/976562500000000 -1727311430784447/2441406250000000
6182706007238387/19531250000000000 -2315855244931659/2441406250000000
-978208989426691/2441406250000000 -8947465921069607/9765625000000000
-71367467553789/78125000000000 3972955842236029/9765625000000000
2425605532901923/2441406250000000 -8874003094754407/78125000000000000
-1049833904285997/1953125000000000 8234904430284271/9765625000000000
-7757578073972499/78125000000000000 2429340430883899/2441406250000000
7662366127041717/19531250000000000 8982731654369729/9765625000000000
-2293826458289819/2441406250000000 -133753172724199/390625000000000
-956060960402913/976562500000000 1990521449261721/9765625000000000
-2767514625710549/4882812500000000 -2011387624665771/2441406250000000
-916035028415517/1953125000000000 4312465284165183/4882812500000000
7865718145675729/19531250000000000 4469341426704327/4882812500000000
6185966146391909/19531250000000000 -2315719209953307/2441406250000000
1325244679104441/9765625000000000 -4837642974143771/4882812500000000
-1576799811510377/7812500000000000 -2391163309581337/2441406250000000
-8932273610545781/9765625000000000 -3947394050126291/9765625000000000
-3350326538684783/4882812500000000 -1420826238177811/1953125000000000
-125702969244927/610351562500000 -955627098310399/976562500000000
-4860351723410901/4882812500000000 -3742418767742059/39062500000000000
5124500338925393/39062500000000000 4840613343314489/4882812500000000
8193846445324019/9765625000000000 -5313032285905661/9765625000000000
172340487217197/195312500000000 2297516202607333/4882812500000000
-3296542051274137/4882812500000000 720407340727107/976562500000000
-483554362648251/488281250000000 1084436218107827/7812500000000000
4761168477850819/4882812500000000 1732979961606731/7812500000000000
4860386553089969/4882812500000000 -7479045324291441/78125000000000000
3751013424841359/4882812500000000 6251961675127623/9765625000000000
-464561323600603/1953125000000000 -4742678595898799/4882812500000000
2826065294693833/4882812500000000 -318548838179977/390625000000000
-6120171072325179/9765625000000000 -7609923632080619/9765625000000000
-2295392400435649/19531250000000000 -4848974764644341/4882812500000000
-3418396678436003/19531250000000000 -961488807411919/976562500000000
7255698322442539/19531250000000000 4533380143558753/4882812500000000
4851478965198583/4882812500000000 4418215099458581/39062500000000000
8995052190448763/9765625000000000 7604332378776697/19531250000000000
-489105043253453/976562500000000 2113129452184437/2441406250000000
-2420392455558457/2441406250000000 -2557058793095097/19531250000000000
-2574336406029451/4882812500000000 829810821302003/976562500000000
-620711751771073/2441406250000000 1180591101816411/1220703125000000
-4222304338426191/19531250000000000 238367452894491/244140625000000
1176780162503949/1220703125000000 -1038421292956149/3906250000000000
967541797830709/1953125000000000 -8483159987698451/9765625000000000
2686023238165619/4882812500000000 -8155277328010503/9765625000000000
-1133314532943443/1220703125000000 -362845896813687/976562500000000
-1034857587199677/1220703125000000 -5179565347633123/9765625000000000
823674501008113/1220703125000000 -720744697445103/976562500000000
767517512221893/1220703125000000 949227574303171/1220703125000000
-2312852293016231/78125000000000000 -4880672316676887/4882812500000000
3261142485984343/4882812500000000 -7268234337516673/9765625000000000
7775327299022397/9765625000000000 -5908613799674343/9765625000000000
3667337105562693/4882812500000000 6447479031162273/9765625000000000
3497425185978713/9765625000000000 2279466065621327/2441406250000000
-8476320738560647/9765625000000000 -606210287071343/1220703125000000
-1666558163077319/3906250000000000 -4416123326724957/4882812500000000
-6165140742065787/9765625000000000 -7573537566497279/9765625000000000
-967505263433001/1220703125000000 -1190952220961179/1953125000000000
8916904534659309/9765625000000000 -7963980200979217/19531250000000000
6041419680626873/9765625000000000 1918148193622551/2441406250000000
2763758422611859/19531250000000000 -1208419949032009/1220703125000000
342825032796233/1953125000000000 -2403502737709481/2441406250000000
8329071116026611/19531250000000000 -4416561876241173/4882812500000000
1628227581673723/2441406250000000 1819158986954137/2441406250000000
3553962897957291/4882812500000000 -3348313848804987/4882812500000000
-315854580169357/390625000000000 -5745855833285371/9765625000000000
370583432911287/1220703125000000 -2326184892596847/2441406250000000
-4621975984610527/4882812500000000 629818501835543/1953125000000000
-8867988553672901/9765625000000000 8179538043814311/19531250000000000
-5738499778049943/19531250000000000 -2333651065323327/2441406250000000
8322706321207959/9765625000000000 -638601880227791/1220703125000000
4610818953295283/9765625000000000 8608587585693601/9765625000000000
4515322302042629/4882812500000000 7433677333683729/19531250000000000
-1143449712006787/1220703125000000 -3418901582638369/9765625000000000
371173215753563/2441406250000000 -2413026092160261/2441406250000000
-476603597178641/976562500000000 -4261816888260891/4882812500000000
1728152241754441/9765625000000000 4805749719605259/4882812500000000
-1763494011604073/7812500000000000 -2378394882867693/2441406250000000
-464126797165073/488281250000000 6066945887987297/19531250000000000
121391536925381/244140625000000 -8472896981626483/9765625000000000
1745106977905003/2441406250000000 853678234642059/1220703125000000
180225365726737/1562500000000000 2425111279033393/2441406250000000
4657724711751297/4882812500000000 -2930841803780991/9765625000000000
8681460133653947/9765625000000000 4472100355359011/9765625000000000
-1667292929448833/1953125000000000 -5086333534666521/9765625000000000
604156986961973/610351562500000 -5551189317633147/39062500000000000
1140670498717511/1220703125000000 -347781018679569/976562500000000
4882324325225973/4882812500000000 -70701200803459/5000000000000000
6971353406377311/9765625000000000 -6838688713782523/9765625000000000
-5790728997449283/39062500000000000 965772477064377/976562500000000
1162215288666821/1220703125000000 -298660199878177/976562500000000
1872320934093301/9765625000000000 4792229281878659/4882812500000000
1027679008781941/7812500000000000 -4840383188961393/4882812500000000
1488040701848451/1953125000000000 1581352336247449/2441406250000000
-6709904627797601/9765625000000000 -1773848420921397/2441406250000000
-4611732307443787/4882812500000000 -1604301416391399/4882812500000000
1552144377043713/3906250000000000 8961597547072587/9765625000000000
5203360824057417/156250000000000000 4880104252549991/4882812500000000
-6998734184061381/19531250000000000 4558559575014833/4882812500000000
-257785991982167/781250000000000 115233495212507/122070312500000
2661235259830619/39062500000000000 4871467844022083/4882812500000000
-7551999889739231/9765625000000000 -773938075950723/1220703125000000
-4737505536046603/4882812500000000 4729311503521903/19531250000000000
1837410396004283/2441406250000000 1607603033772469/2441406250000000
-4548055254733559/9765625000000000 8641910959996953/9765625000000000
-2438121866588887/2441406250000000 810206664721733/15625000000000000
-4761075525892581/39062500000000000 1211602062034123/1220703125000000
103724238679817/781250000000000 -193583451773759/195312500000000
5523964183717533/19531250000000000 -4683451893765871/4882812500000000
192320540666659/244140625000000 751955025468189/1220703125000000
1222071836571231/2441406250000000 -1056764508274961/1220703125000000
-8645781150299847/39062500000000000 -952342301430767/976562500000000
1076857599785161/1220703125000000 -4599087416744901/9765625000000000
21417158193/312500000000 -2435665818002511/2441406250000000
-242642621564247/244140625000000 8641202735961773/78125000000000000
-4181704944851879/4882812500000000 -2520952531159123/4882812500000000
-8508088225090277/19531250000000000 4395183168229313/4882812500000000
-6204428382257421/9765625000000000 -3770692910131491/4882812500000000
4844432724245017/4882812500000000 2444027791724979/19531250000000000
-7711199931755341/9765625000000000 5992063689007437/9765625000000000
-3247378186271891/4882812500000000 3646421920935883/4882812500000000
-811347417161251/1220703125000000 -456023981839369/610351562500000
-905346052108523/976562500000000 -7321826065613999/19531250000000000
2426226802885751/2441406250000000 -8698349842458547/78125000000000000
4263999415134741/4882812500000000 1189555263311339/2441406250000000
4710272480867871/4882812500000000 -5146169163383711/19531250000000000
410083773900669/2441406250000000 1203359440890631/1220703125000000
-1070011854117693/4882812500000000 4764129778060613/4882812500000000
-8778366249616483/9765625000000000 -17115007509537/39062500000000
339725076792773/781250000000000 1758796525145363/1953125000000000
-1136551044136423/1220703125000000 -3563080406229841/9765625000000000
-8770025357077459/19531250000000000 -8725771911394407/9765625000000000
2416319366251983/2441406250000000 -223418855571529/1562500000000000
-217982780793983/488281250000000 8738468661702343/9765625000000000
3915778532474323/4882812500000000 5833879119340573/9765625000000000
-4002910537340077/4882812500000000 5592339453290733/9765625000000000
-8490179139177757/9765625000000000 -965075951939449/1953125000000000
2946414896505243/39062500000000000 4868902509658317/4882812500000000
2182038938886101/2441406250000000 -4380265830698189/9765625000000000
-2354469818116137/2441406250000000 -2582824355218067/9765625000000000
4878055153954727/4882812500000000 1379134292737879/31250000000000000
2413723200327381/2441406250000000 5865801409316961/39062500000000000
-4849431853578569/4882812500000000 1139944924377969/9765625000000000
8227986530622361/9765625000000000 -5260006586737511/9765625000000000
-6178828777100351/19531250000000000 -185281354028347/195312500000000
-3769639251668763/39062500000000000 4860023029398687/4882812500000000
-194440419926789/305175781250000 -752681771359501/976562500000000
-5888644512969603/9765625000000000 3895230976479379/4882812500000000
-5556914431860683/312500000000000000 4882040456514287/4882812500000000
787660239324103/976562500000000 -57729166267507/97656250000000
-3105881948593129/9765625000000000 1157319970894693/1220703125000000
36999082751803/76293945312500 8540424328640259/9765625000000000
-160051253954963/305175781250000 166296402913169/195312500000000
304847527758871/305175781250000 -7245157863824009/156250000000000000
-5805170000299381/19531250000000000 4662146285712489/4882812500000000
-4665832489179937/4882812500000000 5757589902824559/19531250000000000
5473648826072827/39062500000000000 4834637516755443/4882812500000000
3261610090843583/4882812500000000 -363369750054453/488281250000000
-1174346702167217/1220703125000000 -2665644447333483/9765625000000000
3794231228084991/4882812500000000 -3073380434957721/4882812500000000
7776446294663681/19531250000000000 -4479094562441663/4882812500000000
-577567782852593/2441406250000000 -4744209073702297/4882812500000000
487726065530511/488281250000000 -3724475943601949/78125000000000000
5935274659176367/9765625000000000 484687183110647/610351562500000
-282509171658851/610351562500000 865654117014147/976562500000000
7053462976460831/39062500000000000 -960510139941823/976562500000000
1316851929439683/1953125000000000 7212139525750983/9765625000000000
608097260494841/610351562500000 -6708411035537431/78125000000000000
3664189861886489/4882812500000000 -6454632620437673/9765625000000000
7285925273858363/78125000000000000 -19446128981599/19531250000000
327854368828187/390625000000000 5309155033128573/9765625000000000
-976272116863423/976562500000000 7620235738159221/312500000000000000
2870727056784043/19531250000000000 -75465338295517/76293945312500
-4360762177556357/156250000000000000 -1220227626220583/1220703125000000
337840461292643/488281250000000 -881342732054111/1220703125000000
-4876813400238547/39062500000000000 -2422304879033453/2441406250000000
771827916063503/1220703125000000 7565808508789361/9765625000000000
-6809345229967787/9765625000000000 -3500008899265113/4882812500000000
7323208179667703/9765625000000000 -161512487129233/244140625000000
6928011670381507/156250000000000000 -195120416162907/195312500000000
8484609633844663/9765625000000000 -193406643120221/390625000000000
-4432330209926981/4882812500000000 1024244455723937/2441406250000000
-1533453265443569/1953125000000000 6048178131316601/9765625000000000
-2205967749678263/2441406250000000 1046026177931739/2441406250000000
-968173199745299/976562500000000 5109202943896321/39062500000000000
2614720997281433/19531250000000000 4838859374047227/4882812500000000
7083575849383103/19531250000000000 -4550361797075429/4882812500000000
4785619387478473/39062500000000000 -2423015258451387/2441406250000000
-6836990687558623/19531250000000000 285867172405243/305175781250000
-1245605366987661/1953125000000000 -7521908892290131/9765625000000000
618100071475277/1953125000000000 4631852738960983/4882812500000000
-1449189504516053/2441406250000000 3929536490498379/4882812500000000
453934029848943/976562500000000 864649184901801/976562500000000
8893184496562373/9765625000000000 -8069374486471091/19531250000000000
4414430749844473/4882812500000000 -1043390993945201/2441406250000000
-606898801497223/610351562500000 1037273297825111/9765625000000000
1217300400312379/1220703125000000 -2914610659917677/39062500000000000
879745445199039/1953125000000000 -4359433175078889/4882812500000000
19531038887553/19531250000000 581186794135163/125000000000000000
-4654937781818077/4882812500000000 -5896998772336797/19531250000000000
-4871525456642481/4882812500000000 2654477098826257/39062500000000000
5036358743164271/9765625000000000 -4183375498648723/4882812500000000
-2965010775028793/4882812500000000 1939753142420409/2441406250000000
-3324609640237391/9765625000000000 -918228742638051/976562500000000
7267950835778471/9765625000000000 -6522600883798733/9765625000000000
-3406316236953407/4882812500000000 6996818592481537/9765625000000000
4744016256461901/4882812500000000 115592719000007/488281250000000
3070742060641371/4882812500000000 -3796366829899903/4882812500000000
1426075046801707/1953125000000000 -3336359567809753/4882812500000000
-4352101353366487/4882812500000000 4427672851592287/9765625000000000
914269878142757/976562500000000 3431980569978191/9765625000000000
-8734053700747207/9765625000000000 -8736987488394159/19531250000000000
1758195030470011/31250000000000000 -4875078250160329/4882812500000000
-500393912654551/610351562500000 1397912512423927/2441406250000000
-3818126841628543/19531250000000000 4788603880462809/4882812500000000
-1635539861807737/2441406250000000 453146902089777/610351562500000
-1401978150111279/2441406250000000 -3997460065666507/4882812500000000
3336409124651693/4882812500000000 -7130282480546523/9765625000000000
1432729153125133/2441406250000000 -790721356870993/976562500000000
-2412581650930143/2441406250000000 -1496204558924999/9765625000000000
2298433933920481/2441406250000000 -6585637361127673/19531250000000000
607397644583987/3906250000000000 4823422210269551/4882812500000000
2391283587642231/2441406250000000 7874654528235679/39062500000000000
409130272852801/610351562500000 7246806960205681/9765625000000000
4870531243761463/9765625000000000 8464358040877549/9765625000000000
-1492627080683823/1953125000000000 -3149168207275423/4882812500000000
8569409625675541/9765625000000000 -4683230755365827/9765625000000000
-2411240557660443/2441406250000000 6121614440807159/39062500000000000
-5861207112507577/39062500000000000 2413766796156517/2441406250000000
4839217550278351/4882812500000000 -1302046713807533/9765625000000000
-7756824730970703/9765625000000000 -5932883087810367/9765625000000000
-4452983760079023/4882812500000000 8012783329284513/19531250000000000
173288870426849/781250000000000 2380590726252581/2441406250000000
-1133068202243917/2441406250000000 2162549635639099/2441406250000000
6472159399389299/39062500000000000 -192612957700079/195312500000000
7816603805666831/9765625000000000 -731737407923129/1220703125000000
4781996394099277/4882812500000000 -7896808051774907/39062500000000000
4658162652580353/4882812500000000 5856112857193677/19531250000000000
-1887645057109423/39062500000000000 -975421608327769/976562500000000
604344491174469/610351562500000 546695096493903/3906250000000000
6261503601339961/19531250000000000 -4625089858673739/4882812500000000
673992843681347/3906250000000000 -4809580723209913/4882812500000000
-4792250162559211/4882812500000000 -7488428575801313/39062500000000000
-2238056047061469/2441406250000000 156077487032617/390625000000000
2287621871292559/2441406250000000 6822319378149303/19531250000000000
-7173840247454529/19531250000000000 -4541515046397661/4882812500000000
-2136810952563313/2441406250000000 4723563791112857/9765625000000000
5027529880428891/19531250000000000 -2359136725928227/2441406250000000
-8418278840247867/9765625000000000 4949748782358557/9765625000000000
-639077315456551/1953125000000000 -2307012899052937/2441406250000000
-8780895338912167/19531250000000000 -8723038513178343/9765625000000000
-1177962102211449/1220703125000000 512303422938179/1953125000000000
7360796994837653/19531250000000000 -1130694604966499/1220703125000000
-4352283058197809/4882812500000000 1770783346021633/3906250000000000
-1495596187750523/2441406250000000 7718711312881357/9765625000000000
120906331768431/122070312500000 -5381522231872173/39062500000000000
-3757905433144553/4882812500000000 3117692201885699/4882812500000000
610304601116931/610351562500000 48455947224601/3906250000000000
926750008550609/976562500000000 123164110394349/390625000000000
6592686114047739/19531250000000000 -4596236343222451/4882812500000000
-2530190798259407/4882812500000000 8352243395533843/9765625000000000
8440550243274941/78125000000000000 -4854231697942283/4882812500000000
4022055823068023/4882812500000000 -2768560070917887/4882812500000000
-921515628164037/1953125000000000 8610322602368683/9765625000000000
-975452435068767/976562500000000 3723966336829873/78125000000000000
-7240551626741143/78125000000000000 2430898519970551/2441406250000000
90718359298427/97656250000000 7230276482304123/19531250000000000
-454145859677849/976562500000000 8645379428016549/9765625000000000
609459531725789/610351562500000 -4222271713867831/78125000000000000
-4772375354446639/4882812500000000 1652182177985227/7812500000000000
2009064727451591/4882812500000000 1780135582749409/1953125000000000
7513942704073797/9765625000000000 -1559408875995187/2441406250000000
-8290538402600543/156250000000000000 1218983588216831/1220703125000000
-4560624447551373/4882812500000000 6977177146729743/19531250000000000
1327602702819843/19531250000000000 4871519254978147/4882812500000000
-4683995241067311/4882812500000000 551658806410633/1953125000000000
1181129901479741/1220703125000000 -1233196011769243/4882812500000000
6757255353553171/19531250000000000 1145318641950409/1220703125000000
-1208130401701611/1220703125000000 -5591953246757971/39062500000000000
4462010877358607/9765625000000000 8686650135176303/9765625000000000
2733693419729699/39062500000000000 -2435420448281953/2441406250000000
-949722664091957/1220703125000000 1533809610994587/2441406250000000
5875610649378047/9765625000000000 -7800296862141869/9765625000000000
1135627381478547/3906250000000000 2335957003508561/2441406250000000
3940803143330919/9765625000000000 8935183390739003/9765625000000000
263983125712627/781250000000000 919123624573117/976562500000000
7318534713309909/9765625000000000 -1616448291987383/2441406250000000
-1303680418451371/1953125000000000 3635858420108189/4882812500000000
-105784167079579/122070312500000 -2436676815378641/4882812500000000
8438473716252497/9765625000000000 4915240887356467/9765625000000000
-411936752038797/488281250000000 2621577605589603/4882812500000000
1220215844808551/1220703125000000 1765777671553439/62500000000000000
2767686354731757/4882812500000000 2011328550485219/2441406250000000
-4686341962023809/4882812500000000 1096921342705981/3906250000000000
