250
-4820813411895259/4882812500000000 -387819532078723/2441406250000000
-140624344104167/152587890625000 -1895269587081381/4882812500000000
-860488254394743/3906250000000000 2381434460256167/2441406250000000
-193230394429799/195312500000000 -5688540497365917/39062500000000000
6909875664870227/9765625000000000 -690080067359283/976562500000000
-952361300238857/976562500000000 2160608021220037/9765625000000000
-4510287995020413/19531250000000000 4750835642050741/4882812500000000
-4837896357638821/4882812500000000 5286158486621647/39062500000000000
7086299751139903/9765625000000000 -6719507978834427/9765625000000000
-4496982828271367/4882812500000000 7609471311347411/19531250000000000
2372032693969957/2441406250000000 1155725531909183/4882812500000000
-4823646522160263/4882812500000000 -6062565209717451/39062500000000000
-6153553204403417/9765625000000000 -7582955532060137/9765625000000000
4881436521561749/9765625000000000 8458073606122621/9765625000000000
-3580910329937533/9765625000000000 2271350270895757/2441406250000000
-7627278325716751/19531250000000000 -8990193989905773/9765625000000000
154074447551779/195312500000000 -375104637326687/610351562500000
-7924221207222981/9765625000000000 -5707376796709899/9765625000000000
-6147870403032931/9765625000000000 -7587563584454281/9765625000000000
-7600905857046257/9765625000000000 6131367041121001/9765625000000000
-2409133402989541/2441406250000000 -791304553605237/4882812500000000
-146569099666067/152587890625000 -2715714940702467/9765625000000000
-8488143334483617/39062500000000000 476614088024719/488281250000000
-7247169314920447/19531250000000000 -1133558182993681/1220703125000000
93696772023947/152587890625000 7707677933163469/9765625000000000
-425948999452247/610351562500000 6994333335367009/9765625000000000
4613081999850227/4882812500000000 1600416312343161/4882812500000000
1388229576241833/1953125000000000 1717336195460329/2441406250000000
39968975048117/48828125000000 701189535993401/1220703125000000
6504278961150029/9765625000000000 -364217609528171/488281250000000
-6035414423782833/9765625000000000 -1919329381154703/2441406250000000
-4876762458972677/4882812500000000 -194394780030361/3906250000000000
3872664981029309/4882812500000000 -297394079545399/488281250000000
6364525778741027/19531250000000000 461629273723949/488281250000000
-1096459266852939/1220703125000000 -1716981747746583/3906250000000000
8754093443935997/156250000000000000 2437571530800131/2441406250000000
-1192889068700147/2441406250000000 8520544721849427/9765625000000000
-964293168922173/976562500000000 -1543146162107903/9765625000000000
842035523221247/1953125000000000 881146049650471/976562500000000
4545469851923233/4882812500000000 -3566825891693191/9765625000000000
147303139455887/195312500000000 -16031588818393/24414062500000
-2755450361403351/156250000000000000 2441026595145869/2441406250000000
2178520418447717/2441406250000000 -2204099148355579/4882812500000000
1768545459966561/2441406250000000 673226432466311/976562500000000
469621599442171/610351562500000 -1559408006564381/2441406250000000
-2909752655932477/4882812500000000 313689756455771/390625000000000
460853715588887/3906250000000000 4848711638693301/4882812500000000
2299431803984099/2441406250000000 1312661156694927/3906250000000000
4538487698722533/9765625000000000 8646939403579121/9765625000000000
-7601830926878353/19531250000000000 4497790381965737/4882812500000000
-1175598046885009/1220703125000000 105204277471021/390625000000000
6014855806639117/9765625000000000 -30052480257211/38146972656250
4868276078888647/4882812500000000 -6023865706377193/78125000000000000
-1488526526979581/4882812500000000 1162598025131493/1220703125000000
3191302497602153/4882812500000000 7391196460372167/9765625000000000
2733274354808707/4882812500000000 -323689423604801/390625000000000
-4511886997891631/4882812500000000 -1493395300040859/3906250000000000
-8475930446146549/19531250000000000 -8798129483512191/9765625000000000
4794537015039401/4882812500000000 7394149997172943/39062500000000000
28509867394521/390625000000000 304361883386273/305175781250000
4782995410181837/4882812500000000 7857990852978057/39062500000000000
698032672885699/1953125000000000 1140080803949783/1220703125000000
8614797042153747/39062500000000000 1190647218531409/1220703125000000
3084948064066799/4882812500000000 946208002772341/1220703125000000
140249950113867/152587890625000 961733881987041/2441406250000000
-4881840056917897/4882812500000000 3118246699668651/156250000000000000
4844374643629737/4882812500000000 -4891738160210969/39062500000000000
-1142732997433461/1953125000000000 7919688381182901/9765625000000000
-2426548894610651/2441406250000000 -2151463719095667/19531250000000000
1095485350498621/1220703125000000 2154169784312013/4882812500000000
-4153597099073957/9765625000000000 -220956815321441/244140625000000
2040853659846289/2441406250000000 1339918212664889/2441406250000000
4556552462117919/4882812500000000 -350980772699781/976562500000000
67114766001033/97656250000000 -7093906785889623/9765625000000000
-3251447023717099/4882812500000000 3642794279412093/4882812500000000
-1868693743785849/2441406250000000 -6284518335687711/9765625000000000
-8502456701335379/9765625000000000 4803713322268733/9765625000000000
6747681791444577/9765625000000000 -70594774652259/97656250000000
-410367688629819/976562500000000 -8861561242438433/9765625000000000
7509779889618441/19531250000000000 -2253722381181237/2441406250000000
8446133246902583/78125000000000000 -1213548441097643/1220703125000000
1800567067666251/1953125000000000 -1513480096282417/3906250000000000
6666752271098751/19531250000000000 573694289164721/610351562500000
2010226823866069/2441406250000000 5541772415606253/9765625000000000
-4865480573538109/4882812500000000 6576694828100129/78125000000000000
-8628914450448649/19531250000000000 1752174540305099/1953125000000000
-15615894119087/24414062500000 -3753346765836433/4882812500000000
-697304249399399/1220703125000000 -400775828244031/488281250000000
-8141579314053039/39062500000000000 -149236827711141/152587890625000
-3833366079827223/4882812500000000 -6048855233244161/9765625000000000
-1763842182969451/4882812500000000 -2276549948042751/2441406250000000
272934193233797/390625000000000 -6986362465046473/9765625000000000
-2326916916919411/9765625000000000 4742174851858039/4882812500000000
1211356585409173/1220703125000000 96492268265367/781250000000000
-2238719450956237/2441406250000000 -7791686636200991/19531250000000000
-5003056250043927/39062500000000000 484259798301893/488281250000000
4058407935643639/9765625000000000 -2220596156842371/2441406250000000
4751912549535323/4882812500000000 -8984199576500811/39062500000000000
3186069718411323/9765625000000000 -1153909058578487/1220703125000000
2440877500769941/2441406250000000 -6503488128356027/312500000000000000
1864032369647563/39062500000000000 -4877249944857031/4882812500000000
-7874199387470847/78125000000000000 2428973992704073/2441406250000000
-1762279585622963/1953125000000000 8420617125374829/19531250000000000
-2380043109022999/2441406250000000 -4351435821748583/19531250000000000
904410101239597/976562500000000 -7367949108999923/19531250000000000
3723072261026983/4882812500000000 1263682925378209/1953125000000000
-6778284731612693/19531250000000000 -2289666264776943/2441406250000000
5532015255373911/9765625000000000 -4023811590238021/4882812500000000
7324769650757321/9765625000000000 3229364535166689/4882812500000000
1590356054478329/2441406250000000 74094340917759/97656250000000
-4728933856951773/9765625000000000 -1708854776945077/1953125000000000
955753258643569/1953125000000000 1703300611817303/1953125000000000
-80494177899013/152587890625000 8296274279531261/9765625000000000
5964489959575009/156250000000000000 -975850737808469/976562500000000
-2819618296328797/4882812500000000 3986428297757799/4882812500000000
-3777672011112669/39062500000000000 4859925572389291/4882812500000000
-2877910008165219/4882812500000000 7889104358559017/9765625000000000
-4909184558138521/9765625000000000 -8441998496491177/9765625000000000
-6656255056085293/19531250000000000 -2295253237631277/2441406250000000
5347809038067827/9765625000000000 -4085595737863239/4882812500000000
-897971624396857/976562500000000 -1535298163533429/3906250000000000
-599356854146051/3906250000000000 -2412496795973273/2441406250000000
6060561257394213/9765625000000000 -7657481889367893/9765625000000000
-7548478758895561/9765625000000000 -3097898483937439/4882812500000000
607725019598441/610351562500000 -3620007917047861/39062500000000000
2406917360505621/2441406250000000 -6542675606534627/39062500000000000
-1599203511416949/4882812500000000 -2306751289109207/2441406250000000
147000812517641/152587890625000 5236788781181521/19531250000000000
-1198505568561913/1220703125000000 7415479352483687/39062500000000000
5147851150374583/9765625000000000 -1037327245965353/1220703125000000
-836003764720429/3906250000000000 -2384838730124219/2441406250000000
-954138249997179/1220703125000000 609123340824611/976562500000000
-4657717784937133/4882812500000000 1172354334432817/3906250000000000
-5217919999253781/19531250000000000 -4705336315317213/4882812500000000
-8386035523652341/9765625000000000 5004182234558009/9765625000000000
-5904918280981773/9765625000000000 7778134206578867/9765625000000000
-770275802446731/976562500000000 120058236630611/195312500000000
4803443641004941/4882812500000000 7014440409762481/39062500000000000
-2354948397746473/4882812500000000 534673906959121/610351562500000
6560208112315141/9765625000000000 -113031622765727/152587890625000
-1059627089611029/1953125000000000 -8203486601115803/9765625000000000
-5187435334126453/9765625000000000 -827393173134039/976562500000000
4431617344376213/9765625000000000 8702195088231987/9765625000000000
-6725857943397437/19531250000000000 573020166161601/610351562500000
1680695944087437/1953125000000000 4974832683500619/9765625000000000
691825258839/1220703125000 -2011461091462737/2441406250000000
2252954221412101/2441406250000000 -7524516744660033/19531250000000000
2274365264898323/2441406250000000 -3550159702014643/9765625000000000
4591729754661183/9765625000000000 4309392344077763/4882812500000000
99713756639637/305175781250000 -2307406151654923/2441406250000000
-8840764079705297/9765625000000000 8296582941818289/19531250000000000
-2123801791574889/2441406250000000 481652227673429/976562500000000
-2348269761764267/2441406250000000 2671609562859527/9765625000000000
-2430242736609771/2441406250000000 298502802514633/3125000000000000
3739462489236069/312500000000000000 2441231448995901/2441406250000000
1063323529186583/1220703125000000 -4796393256023651/9765625000000000
4641214622849713/39062500000000000 -4848224599458171/4882812500000000
-1264658410714247/3906250000000000 4619832952660077/4882812500000000
-5288777570506/19073486328125 -4691347293863201/4882812500000000
-4867685534943367/4882812500000000 -3072410837729713/39062500000000000
970912675546647/976562500000000 -8391574009817723/78125000000000000
285704120089257/305175781250000 -1716212628361139/4882812500000000
1007570470737607/4882812500000000 -4777725364297727/4882812500000000
4530472575788581/4882812500000000 7284697550546717/19531250000000000
-4699092616308141/4882812500000000 -5307182293480497/19531250000000000
-3943073243789613/4882812500000000 -143996799480637/244140625000000
792498178076143/976562500000000 2853160327392433/4882812500000000
1773521025126379/1953125000000000 -327248025585409/781250000000000
-133690335495369/488281250000000 1174056731212067/1220703125000000
-572826990932961/976562500000000 7909131146118007/9765625000000000
7935149028380219/9765625000000000 5692173709403243/9765625000000000
-971789710865339/1220703125000000 -46171422998677/76293945312500
-3320627289047247/4882812500000000 -1431938116952879/1953125000000000
-4564231586500619/4882812500000000 -173483369086097/488281250000000
2222075752815523/2441406250000000 -1618171868281697/3906250000000000
-1080455354991393/1220703125000000 -908952586141479/1953125000000000
7509661339071671/9765625000000000 6242789297507749/9765625000000000
-6647954585680799/19531250000000000 4591258177158697/4882812500000000
3174621617835267/4882812500000000 3709937397548541/4882812500000000
-1173712479937357/1220703125000000 5366924096627477/19531250000000000
338240355825281/610351562500000 -2032230268596071/2441406250000000
1452642959715357/39062500000000000 609929382175201/610351562500000
-644727299432313/1953125000000000 -460911052630529/488281250000000
200401674324153/610351562500000 -2306055328995443/2441406250000000
-1186819157128779/1220703125000000 456985342873997/1953125000000000
8180912088992841/9765625000000000 -2666463436501417/4882812500000000
-2159021738721137/2441406250000000 -2279552244866189/4882812500000000
-4041039034307/6103515625000 7318650193856467/9765625000000000
5339560392492349/19531250000000000 -1174199896101841/1220703125000000
-4672125759968389/4882812500000000 283767425417087/976562500000000
