100
4879887753640407/4882812500000000 -5407282511139629/156250000000000000
-6118697285222417/9765625000000000 7611108669072911/9765625000000000
-1526646976815657/7812500000000000 2394339541840109/2441406250000000
-7983380340002859/19531250000000000 -4456283239072079/4882812500000000
-889952210145841/1220703125000000 -1671048991551473/2441406250000000
4498195163072193/9765625000000000 4333984076907151/4882812500000000
-1369907615834747/4882812500000000 585838222045907/610351562500000
4327222687813163/156250000000000000 1220234913802033/1220703125000000
6892657136839993/19531250000000000 4568649993135751/4882812500000000
-8543491848067541/19531250000000000 2195444408330661/2441406250000000
12097295492529/62500000000000 2395237024406143/2441406250000000
6740527474217883/39062500000000000 961913521197239/976562500000000
-345168889124951/488281250000000 -3453650490159793/4882812500000000
6847377185238371/19531250000000000 914580713012221/976562500000000
-36989453316671/48828125000000 -6374844733323131/9765625000000000
-46765064236757/48828125000000 2808662015605411/9765625000000000
8079442631211569/9765625000000000 5485438761811683/9765625000000000
2439299646301903/2441406250000000 -6489522079366297/156250000000000000
486900771179373/488281250000000 -5870535242910661/78125000000000000
