100
-2393701993796797/2441406250000000 1921063215752371/9765625000000000
-6539159789878547/9765625000000000 3626527984279887/4882812500000000
2335168297881197/4882812500000000 1715288753801033/1953125000000000
1310221630009193/1953125000000000 1448453156260517/1953125000000000
-2625759625661901/9765625000000000 -1175749880587311/1220703125000000
1200120119391133/1220703125000000 -285723463676039/1562500000000000
-4872829466566759/4882812500000000 199728096684397/3125000000000000
-5228052801892999/9765625000000000 412416341641683/488281250000000
-4613936675694687/4882812500000000 199743830585097/610351562500000
2320866804911261/9765625000000000 1185729001200883/1220703125000000
-1120050697102889/1220703125000000 60673634526263/152587890625000
4797001509039621/4882812500000000 3645565925730273/19531250000000000
-967535325575977/976562500000000 2649506381863491/19531250000000000
-6740387505382981/9765625000000000 -3533221190284511/4882812500000000
-3759230984938607/9765625000000000 -563317510249349/610351562500000
-6958753582919899/19531250000000000 -2281191694921687/2441406250000000
-271246777651713/610351562500000 -2187068231070091/2441406250000000
-8050247867598/19073486328125 -8853180159398157/9765625000000000
-6225038181948521/9765625000000000 300975298053267/390625000000000
-2610301442159309/4882812500000000 -1031630514380551/1220703125000000
-3100883976340477/4882812500000000 -3771786907479149/4882812500000000
-1019617905160083/1953125000000000 520580035676661/610351562500000
4846118054938471/4882812500000000 2389971406542343/19531250000000000
25265627640317/156250000000000 2409277243474287/2441406250000000
-5909176166605643/78125000000000000 4868825120582231/4882812500000000
4553152613078027/4882812500000000 7054824382990109/19531250000000000
-7845581493795683/19531250000000000 -8943105970337021/9765625000000000
7373464307216703/9765625000000000 -6403081738571381/9765625000000000
757872768985911/976562500000000 6158759472782469/9765625000000000
-8450148771819593/9765625000000000 4895142222115801/9765625000000000
-1686037758795429/4882812500000000 -458248126958227/488281250000000
-4680638140342407/39062500000000000 4847632368050233/4882812500000000
578901244163881/610351562500000 3094351162042817/9765625000000000
-846264717438343/1220703125000000 3518982005986997/4882812500000000
2440133192065233/2441406250000000 -315327956784029/9765625000000000
-5414106393697139/9765625000000000 1625483110934749/1953125000000000
4820339822465287/9765625000000000 8493041601015523/9765625000000000
-1794961802943637/1953125000000000 7699411611274773/19531250000000000
