Distribution, Test Case, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
UnitRandom, test 2, 100, 14, 7, True, 3, True
UnitRandom, test 3, 100, 15, 6, True, 3, True
UnitRandom, test 4, 100, 10, 5, True, 3, True
UnitRandom, test 5, 100, 11, 6, True, 3, True
UnitRandom, test 6, 100, 10, 6, True, 3, True
UnitRandom, test 7, 100, 11, 6, True, 3, True
UnitRandom, test 8, 100, 11, 6, True, 3, True
UnitRandom, test 9, 100, 12, 6, True, 3, True
UnitRandom, test 10, 100, 11, 5, True, 3, True
UnitRandom, test 1, 1000, 18, 63, True, 16, True
UnitRandom, test 2, 1000, 19, 65, True, 16, True
UnitRandom, test 3, 1000, 17, 58, True, 16, True
UnitRandom, test 4, 1000, 15, 53, True, 16, True
UnitRandom, test 5, 1000, 21, 73, True, 16, True
UnitRandom, test 6, 1000, 21, 71, True, 19, True
UnitRandom, test 7, 1000, 14, 58, True, 16, True
UnitRandom, test 8, 1000, 18, 63, True, 16, True
UnitRandom, test 9, 1000, 19, 64, True, 16, True
UnitRandom, test 10, 1000, 17, 60, True, 16, True
UnitRandom, test 1, 1500, 24, 132, True, 25, True
UnitRandom, test 2, 1500, 20, 105, True, 23, True
UnitRandom, test 3, 1500, 18, 91, True, 23, True
UnitRandom, test 4, 1500, 21, 111, True, 27, True
UnitRandom, test 5, 1500, 18, 92, True, 23, True
UnitRandom, test 6, 1500, 19, 96, True, 23, True
UnitRandom, test 7, 1500, 20, 103, True, 23, True
UnitRandom, test 8, 1500, 21, 107, True, 24, True
UnitRandom, test 9, 1500, 18, 91, True, 28, True
UnitRandom, test 10, 1500, 20, 102, True, 27, True
UnitRandom, test 1, 2000, 18, 125, True, 36, True
UnitRandom, test 2, 2000, 22, 147, True, 31, True
UnitRandom, test 3, 2000, 14, 99, True, 30, True
UnitRandom, test 4, 2000, 21, 148, True, 30, True
UnitRandom, test 5, 2000, 23, 152, True, 30, True
UnitRandom, test 6, 2000, 24, 161, True, 30, True
UnitRandom, test 7, 2000, 24, 160, True, 30, True
UnitRandom, test 8, 2000, 20, 135, True, 30, True
UnitRandom, test 9, 2000, 19, 127, True, 30, True
UnitRandom, test 10, 2000, 13, 90, True, 30, True
UnitRandom, test 1, 250, 16, 15, True, 5, True
UnitRandom, test 2, 250, 12, 14, True, 5, True
UnitRandom, test 3, 250, 15, 15, True, 6, True
UnitRandom, test 4, 250, 15, 15, True, 5, True
UnitRandom, test 5, 250, 13, 13, True, 5, True
UnitRandom, test 6, 250, 11, 11, True, 5, True
UnitRandom, test 7, 250, 13, 13, True, 5, True
UnitRandom, test 8, 250, 14, 14, True, 5, True
UnitRandom, test 9, 250, 14, 13, True, 5, True
UnitRandom, test 10, 250, 13, 13, True, 6, True
UnitRandom, test 1, 3000, 24, 253, True, 46, True
UnitRandom, test 2, 3000, 22, 258, True, 50, True
UnitRandom, test 3, 3000, 21, 218, True, 47, True
UnitRandom, test 4, 3000, 18, 199, True, 52, True
UnitRandom, test 5, 3000, 20, 202, True, 45, True
UnitRandom, test 6, 3000, 21, 219, True, 45, True
UnitRandom, test 7, 3000, 16, 168, True, 46, True
UnitRandom, test 8, 3000, 22, 238, True, 60, True
UnitRandom, test 9, 3000, 17, 188, True, 47, True
UnitRandom, test 10, 3000, 18, 185, True, 53, True
UnitRandom, test 1, 500, 14, 29, True, 9, True
UnitRandom, test 2, 500, 15, 30, True, 8, True
UnitRandom, test 3, 500, 17, 30, True, 9, True
UnitRandom, test 4, 500, 14, 28, True, 9, True
UnitRandom, test 5, 500, 15, 28, True, 9, True
UnitRandom, test 6, 500, 21, 37, True, 9, True
UnitRandom, test 7, 500, 20, 35, True, 9, True
UnitRandom, test 8, 500, 12, 22, True, 9, True
UnitRandom, test 9, 500, 17, 30, True, 9, True
UnitRandom, test 10, 500, 13, 25, True, 10, True
