Distribution, Test Case, #Points, #Points on CH, Jarvis March runtime (ms), Jarvis March validity, Graham Scan runtime (ms), Graham Scan validity
BigRandom, test 2, 250, 10, 24, True, 11, True
BigRandom, test 3, 250, 14, 32, True, 11, True
BigRandom, test 4, 250, 8, 19, True, 10, True
BigRandom, test 5, 250, 8, 21, True, 11, True
BigRandom, test 6, 250, 10, 24, True, 11, True
BigRandom, test 7, 250, 10, 23, True, 10, True
BigRandom, test 8, 250, 7, 17, True, 11, True
BigRandom, test 9, 250, 8, 20, True, 11, True
BigRandom, test 10, 250, 10, 23, True, 10, True
BigRandom, test 1, 3000, 17, 452, True, 115, True
BigRandom, test 2, 3000, 11, 292, True, 114, True
BigRandom, test 3, 3000, 14, 371, True, 115, True
BigRandom, test 4, 3000, 17, 447, True, 115, True
BigRandom, test 5, 3000, 13, 344, True, 113, True
BigRandom, test 6, 3000, 11, 294, True, 115, True
BigRandom, test 7, 3000, 11, 295, True, 114, True
BigRandom, test 8, 3000, 16, 430, True, 124, True
BigRandom, test 9, 3000, 17, 444, True, 115, True
BigRandom, test 10, 3000, 14, 373, True, 114, True
BigRandom, test 1, 500, 9, 42, True, 20, True
BigRandom, test 2, 500, 12, 54, True, 20, True
BigRandom, test 3, 500, 10, 47, True, 21, True
BigRandom, test 4, 500, 10, 47, True, 21, True
BigRandom, test 5, 500, 10, 46, True, 20, True
BigRandom, test 6, 500, 13, 60, True, 22, True
BigRandom, test 7, 500, 13, 63, True, 21, True
BigRandom, test 8, 500, 7, 33, True, 22, True
BigRandom, test 9, 500, 16, 73, True, 21, True
BigRandom, test 10, 500, 17, 76, True, 21, True
CircleRandom, test 1, 100, 100, 18, True, 3, True
CircleRandom, test 2, 100, 100, 19, True, 3, True
CircleRandom, test 3, 100, 100, 19, True, 3, True
CircleRandom, test 4, 100, 100, 19, True, 3, True
CircleRandom, test 5, 100, 100, 19, True, 3, True
CircleRandom, test 6, 100, 100, 19, True, 3, True
CircleRandom, test 7, 100, 100, 19, True, 3, True
CircleRandom, test 8, 100, 100, 20, True, 3, True
CircleRandom, test 9, 100, 100, 19, True, 3, True
CircleRandom, test 10, 100, 100, 19, True, 3, True
CircleRandom, test 1, 1000, 1000, 1659, True, 15, True
CircleRandom, test 2, 1000, 1000, 1766, True, 14, True
CircleRandom, test 3, 1000, 1000, 1792, True, 14, True
CircleRandom, test 4, 1000, 1000, 1727, True, 13, True
CircleRandom, test 5, 1000, 1000, 1690, True, 13, True
CircleRandom, test 6, 1000, 1000, 1715, True, 14, True
CircleRandom, test 7, 1000, 1000, 1709, True, 14, True
CircleRandom, test 8, 1000, 1000, 1697, True, 13, True
CircleRandom, test 9, 1000, 1000, 1736, True, 15, True
CircleRandom, test 10, 1000, 1000, 1703, True, 14, True
CircleRandom, test 1, 1500, 1500, 4044, True, 23, True
CircleRandom, test 2, 1500, 1500, 3973, True, 19, True
CircleRandom, test 3, 1500, 1500, 4030, True, 20, True
CircleRandom, test 4, 1500, 1500, 4000, True, 20, True
CircleRandom, test 5, 1500, 1500, 4282, True, 19, True
CircleRandom, test 6, 1500, 1500, 4066, True, 19, True
CircleRandom, test 7, 1500, 1500, 3985, True, 20, True
CircleRandom, test 8, 1500, 1500, 4000, True, 20, True
CircleRandom, test 9, 1500, 1500, 4055, True, 20, True
CircleRandom, test 10, 1500, 1500, 3989, True, 22, True
CircleRandom, test 1, 2000, 2000, 6861, True, 26, True
CircleRandom, test 2, 2000, 2000, 6826, True, 27, True
CircleRandom, test 3, 2000, 2000, 6760, True, 28, True
CircleRandom, test 4, 2000, 2000, 6789, True, 26, True
CircleRandom, test 5, 2000, 2000, 7382, True, 26, True
CircleRandom, test 6, 2000, 2000, 6798, True, 27, True
CircleRandom, test 7, 2000, 2000, 6736, True, 27, True
CircleRandom, test 8, 2000, 2000, 7573, True, 26, True
CircleRandom, test 9, 2000, 2000, 6791, True, 26, True
CircleRandom, test 10, 2000, 2000, 6826, True, 26, True
CircleRandom, test 1, 250, 250, 119, True, 5, True
CircleRandom, test 2, 250, 250, 112, True, 5, True
CircleRandom, test 3, 250, 250, 113, True, 5, True
CircleRandom, test 4, 250, 250, 114, True, 5, True
CircleRandom, test 5, 250, 250, 125, True, 5, True
CircleRandom, test 6, 250, 250, 111, True, 5, True
CircleRandom, test 7, 250, 250, 116, True, 5, True
CircleRandom, test 8, 250, 250, 118, True, 5, True
CircleRandom, test 9, 250, 250, 111, True, 6, True
CircleRandom, test 10, 250, 250, 130, True, 5, True
CircleRandom, test 1, 3000, 3000, DNF, DNF, 42, True
CircleRandom, test 2, 3000, 3000, DNF, DNF, 42, True
CircleRandom, test 3, 3000, 3000, DNF, DNF, 44, True
CircleRandom, test 4, 3000, 3000, DNF, DNF, 41, True
CircleRandom, test 5, 3000, 3000, DNF, DNF, 40, True
CircleRandom, test 6, 3000, 3000, DNF, DNF, 44, True
CircleRandom, test 7, 3000, 3000, DNF, DNF, 44, True
CircleRandom, test 8, 3000, 3000, DNF, DNF, 48, True
CircleRandom, test 9, 3000, 3000, DNF, DNF, 40, True
CircleRandom, test 10, 3000, 3000, DNF, DNF, 39, True
CircleRandom, test 1, 500, 500, 427, True, 8, True
CircleRandom, test 2, 500, 500, 429, True, 7, True
CircleRandom, test 3, 500, 500, 443, True, 8, True
CircleRandom, test 4, 500, 500, 433, True, 9, True
CircleRandom, test 5, 500, 500, 427, True, 7, True
CircleRandom, test 6, 500, 500, 427, True, 8, True
CircleRandom, test 7, 500, 500, 429, True, 7, True
CircleRandom, test 8, 500, 500, 470, True, 8, True
CircleRandom, test 9, 500, 500, 492, True, 8, True
CircleRandom, test 10, 500, 500, 482, True, 8, True
DisturbedCircle, test 1, 100, 76, 24, True, 3, True
DisturbedCircle, test 2, 100, 75, 19, True, 3, True
DisturbedCircle, test 3, 100, 74, 19, True, 11, True
DisturbedCircle, test 4, 100, 79, 24, True, 4, True
DisturbedCircle, test 5, 100, 82, 24, True, 3, True
DisturbedCircle, test 6, 100, 73, 21, True, 5, True
DisturbedCircle, test 7, 100, 72, 23, True, 3, True
DisturbedCircle, test 8, 100, 74, 23, True, 4, True
DisturbedCircle, test 9, 100, 83, 28, True, 5, True
DisturbedCircle, test 10, 100, 71, 24, True, 3, True
DisturbedCircle, test 1, 1000, 239, 806, True, 17, True
DisturbedCircle, test 2, 1000, 238, 793, True, 18, True
DisturbedCircle, test 3, 1000, 232, 750, True, 17, True
DisturbedCircle, test 4, 1000, 226, 720, True, 17, True
DisturbedCircle, test 5, 1000, 225, 717, True, 17, True
DisturbedCircle, test 6, 1000, 229, 735, True, 17, True
DisturbedCircle, test 7, 1000, 223, 715, True, 17, True
DisturbedCircle, test 8, 1000, 220, 711, True, 16, True
DisturbedCircle, test 9, 1000, 223, 722, True, 16, True
DisturbedCircle, test 10, 1000, 230, 831, True, 16, True
DisturbedCircle, test 1, 1500, 302, 1615, True, 28, True
DisturbedCircle, test 2, 1500, 283, 1395, True, 26, True
DisturbedCircle, test 3, 1500, 277, 1642, True, 30, True
DisturbedCircle, test 4, 1500, 272, 1331, True, 27, True
DisturbedCircle, test 5, 1500, 287, 1517, True, 26, True
DisturbedCircle, test 6, 1500, 282, 1357, True, 24, True
DisturbedCircle, test 7, 1500, 274, 1450, True, 33, True
DisturbedCircle, test 8, 1500, 286, 1379, True, 24, True
DisturbedCircle, test 9, 1500, 300, 1564, True, 26, True
DisturbedCircle, test 10, 1500, 279, 1340, True, 24, True
DisturbedCircle, test 1, 2000, 315, 2040, True, 32, True
DisturbedCircle, test 2, 2000, 338, 2195, True, 32, True
DisturbedCircle, test 3, 2000, 321, 2133, True, 32, True
DisturbedCircle, test 4, 2000, 313, 2035, True, 35, True
DisturbedCircle, test 5, 2000, 310, 2044, True, 33, True
DisturbedCircle, test 6, 2000, 331, 2274, True, 32, True
DisturbedCircle, test 7, 2000, 325, 2151, True, 33, True
DisturbedCircle, test 8, 2000, 313, 2065, True, 33, True
DisturbedCircle, test 9, 2000, 329, 2180, True, 32, True
DisturbedCircle, test 10, 2000, 320, 2147, True, 33, True
DisturbedCircle, test 1, 250, 130, 95, True, 5, True
DisturbedCircle, test 2, 250, 131, 89, True, 5, True
DisturbedCircle, test 3, 250, 125, 87, True, 5, True
DisturbedCircle, test 4, 250, 124, 90, True, 6, True
DisturbedCircle, test 5, 250, 122, 87, True, 5, True
DisturbedCircle, test 6, 250, 130, 88, True, 6, True
DisturbedCircle, test 7, 250, 128, 97, True, 6, True
DisturbedCircle, test 8, 250, 128, 87, True, 5, True
DisturbedCircle, test 9, 250, 124, 86, True, 5, True
DisturbedCircle, test 10, 250, 126, 96, True, 5, True
DisturbedCircle, test 1, 3000, 408, 4288, True, 47, True
DisturbedCircle, test 2, 3000, 401, 4074, True, 48, True
DisturbedCircle, test 3, 3000, 394, 3956, True, 54, True
DisturbedCircle, test 4, 3000, 398, 4287, True, 49, True
DisturbedCircle, test 5, 3000, 392, 4082, True, 49, True
DisturbedCircle, test 6, 3000, 381, 3887, True, 54, True
DisturbedCircle, test 7, 3000, 393, 4047, True, 54, True
DisturbedCircle, test 8, 3000, 385, 4213, True, 55, True
DisturbedCircle, test 9, 3000, 402, 3953, True, 47, True
DisturbedCircle, test 10, 3000, 394, 3860, True, 48, True
DisturbedCircle, test 1, 500, 168, 251, True, 9, True
DisturbedCircle, test 2, 500, 170, 262, True, 9, True
DisturbedCircle, test 3, 500, 165, 256, True, 9, True
DisturbedCircle, test 4, 500, 168, 256, True, 9, True
DisturbedCircle, test 5, 500, 176, 275, True, 9, True
DisturbedCircle, test 6, 500, 162, 252, True, 9, True
DisturbedCircle, test 7, 500, 166, 252, True, 9, True
DisturbedCircle, test 8, 500, 162, 255, True, 9, True
DisturbedCircle, test 9, 500, 160, 246, True, 9, True
DisturbedCircle, test 10, 500, 168, 259, True, 9, True
UnitRandom, test 1, 100, 10, 5, True, 3, True
UnitRandom, test 2, 100, 14, 6, True, 3, True
UnitRandom, test 3, 100, 15, 7, True, 3, True
UnitRandom, test 4, 100, 10, 5, True, 4, True
UnitRandom, test 5, 100, 11, 6, True, 3, True
UnitRandom, test 6, 100, 10, 5, True, 3, True
UnitRandom, test 7, 100, 11, 6, True, 3, True
UnitRandom, test 8, 100, 11, 5, True, 3, True
UnitRandom, test 9, 100, 12, 6, True, 3, True
UnitRandom, test 10, 100, 11, 5, True, 3, True
UnitRandom, test 1, 1000, 18, 71, True, 17, True
UnitRandom, test 2, 1000, 19, 71, True, 19, True
UnitRandom, test 3, 1000, 17, 63, True, 17, True
UnitRandom, test 4, 1000, 15, 57, True, 17, True
UnitRandom, test 5, 1000, 21, 76, True, 18, True
UnitRandom, test 6, 1000, 21, 77, True, 17, True
UnitRandom, test 7, 1000, 14, 51, True, 17, True
UnitRandom, test 8, 1000, 18, 68, True, 17, True
UnitRandom, test 9, 1000, 19, 68, True, 17, True
UnitRandom, test 10, 1000, 17, 62, True, 17, True
UnitRandom, test 1, 1500, 24, 142, True, 26, True
UnitRandom, test 2, 1500, 20, 106, True, 24, True
UnitRandom, test 3, 1500, 18, 102, True, 28, True
UnitRandom, test 4, 1500, 21, 128, True, 25, True
UnitRandom, test 5, 1500, 18, 101, True, 31, True
UnitRandom, test 6, 1500, 19, 105, True, 27, True
UnitRandom, test 7, 1500, 20, 157, True, 25, True
UnitRandom, test 8, 1500, 21, 113, True, 25, True
UnitRandom, test 9, 1500, 18, 96, True, 24, True
UnitRandom, test 10, 1500, 20, 120, True, 25, True
UnitRandom, test 1, 2000, 18, 134, True, 32, True
UnitRandom, test 2, 2000, 22, 158, True, 42, True
UnitRandom, test 3, 2000, 14, 103, True, 32, True
UnitRandom, test 4, 2000, 21, 155, True, 33, True
UnitRandom, test 5, 2000, 23, 178, True, 32, True
UnitRandom, test 6, 2000, 24, 172, True, 35, True
UnitRandom, test 7, 2000, 24, 185, True, 32, True
UnitRandom, test 8, 2000, 20, 143, True, 32, True
UnitRandom, test 9, 2000, 19, 179, True, 33, True
UnitRandom, test 10, 2000, 13, 97, True, 32, True
UnitRandom, test 1, 250, 16, 18, True, 5, True
UnitRandom, test 2, 250, 12, 13, True, 6, True
UnitRandom, test 3, 250, 15, 15, True, 5, True
UnitRandom, test 4, 250, 15, 15, True, 7, True
UnitRandom, test 5, 250, 13, 14, True, 6, True
UnitRandom, test 6, 250, 11, 14, True, 7, True
UnitRandom, test 7, 250, 13, 17, True, 6, True
UnitRandom, test 8, 250, 14, 14, True, 5, True
UnitRandom, test 9, 250, 14, 14, True, 6, True
UnitRandom, test 10, 250, 13, 14, True, 5, True
UnitRandom, test 1, 3000, 24, 274, True, 51, True
UnitRandom, test 2, 3000, 22, 266, True, 53, True
UnitRandom, test 3, 3000, 21, 230, True, 48, True
UnitRandom, test 4, 3000, 18, 215, True, 54, True
UnitRandom, test 5, 3000, 20, 215, True, 48, True
UnitRandom, test 6, 3000, 21, 230, True, 50, True
UnitRandom, test 7, 3000, 16, 174, True, 48, True
UnitRandom, test 8, 3000, 22, 255, True, 51, True
UnitRandom, test 9, 3000, 17, 183, True, 50, True
UnitRandom, test 10, 3000, 18, 194, True, 48, True
UnitRandom, test 1, 500, 14, 26, True, 10, True
UnitRandom, test 2, 500, 15, 29, True, 9, True
UnitRandom, test 3, 500, 17, 31, True, 9, True
UnitRandom, test 4, 500, 14, 27, True, 10, True
UnitRandom, test 5, 500, 15, 29, True, 10, True
UnitRandom, test 6, 500, 21, 43, True, 9, True
UnitRandom, test 7, 500, 20, 38, True, 10, True
UnitRandom, test 8, 500, 12, 25, True, 10, True
UnitRandom, test 9, 500, 17, 36, True, 17, True
UnitRandom, test 10, 500, 13, 29, True, 9, True
