500
1218118061889051/1220703125000000 -5081659116805961/78125000000000000
-5690011647254503/9765625000000000 1587339901782011/1953125000000000
1461301047639823/2441406250000000 -782310805315209/976562500000000
7458120079094179/9765625000000000 -3152137232356693/4882812500000000
8850390808447119/39062500000000000 951166878361703/976562500000000
-4835280692492437/4882812500000000 2718583557564067/19531250000000000
47726051653147/305175781250000 4822732343031089/4882812500000000
6792776257084393/39062500000000000 -4808418881521747/4882812500000000
-1639000171752679/7812500000000000 1193537639477891/1220703125000000
1146282525221089/1220703125000000 335764195120353/976562500000000
4854854021248467/4882812500000000 -4174209137252909/39062500000000000
-364553662911227/610351562500000 -1958079290342243/2441406250000000
619160445352521/976562500000000 -1887979507497893/2441406250000000
1219972584348439/1220703125000000 -1080978854396627/31250000000000000
4882757372227521/4882812500000000 -5939829561361597/1250000000000000000
-8331544791067121/19531250000000000 8832540517271097/9765625000000000
25832246724071/244140625000000 971080551176491/976562500000000
6324127540128839/19531250000000000 -923952295060037/976562500000000
2761460054491079/4882812500000000 -8053867711256841/9765625000000000
1393889575741107/19531250000000000 1217590471505641/1220703125000000
8528273960440183/9765625000000000 -2378863956613687/4882812500000000
-2261604694728527/2441406250000000 7356558683823621/19531250000000000
1089575545383079/1953125000000000 -8104817080798563/9765625000000000
1730169889772673/3906250000000000 -8755463014250023/9765625000000000
861509751168101/976562500000000 -1149660996360793/2441406250000000
-6916479694615859/9765625000000000 -3447090812358717/4882812500000000
5654745694626389/9765625000000000 7961864277273843/9765625000000000
1198231792834391/1220703125000000 1492129358819301/7812500000000000
-4024896781096381/4882812500000000 -2764428297438051/4882812500000000
-4612363751816881/4882812500000000 801242555516423/2441406250000000
1605831116748073/1953125000000000 -5558785141801751/9765625000000000
4881338493691761/4882812500000000 -3838989221543361/156250000000000000
-295628409065303/305175781250000 -4847171399580303/19531250000000000
4532268921968587/4882812500000000 -1816699295181773/4882812500000000
3368322027112557/4882812500000000 -7070011211256911/9765625000000000
605256741946331/610351562500000 -5036643931387947/39062500000000000
8845966421109501/19531250000000000 4353293326889879/4882812500000000
-3182539378302071/4882812500000000 -7406294894402441/9765625000000000
587732472881817/610351562500000 5267823065594521/19531250000000000
-473575745571809/976562500000000 -8540493718821853/9765625000000000
5245072731819303/2500000000000000000 -4882801753586627/4882812500000000
2224166217469869/2441406250000000 8054014113143187/19531250000000000
8672030649389529/9765625000000000 -8980716242410429/19531250000000000
1438543009544439/3906250000000000 -2269824390250167/2441406250000000
-1145745382431613/1220703125000000 -6738709916109983/19531250000000000
7432168741832121/19531250000000000 903095502086343/976562500000000
3469669904361293/19531250000000000 -961029548605647/976562500000000
1135579245797657/1220703125000000 7165712061615921/19531250000000000
8610409774072987/39062500000000000 952542567871821/976562500000000
-2356860588762273/2441406250000000 -2547697447274979/9765625000000000
-4072679439512269/39062500000000000 4856201235972951/4882812500000000
-422573462495179/488281250000000 978572412416357/1953125000000000
3378119658784011/4882812500000000 -7051287962094087/9765625000000000
2599827008451263/4882812500000000 -516641156840927/610351562500000
1294212728937723/62500000000000000 488176552113539/488281250000000
7186245908164829/9765625000000000 132250219490191/195312500000000
-46887731642711/48828125000000 1090251823877013/3906250000000000
1080177711914369/312500000000000000 -2441391665157819/2441406250000000
2445682529132381/4882812500000000 4226167871352591/4882812500000000
-6677582735812277/9765625000000000 -3562910342929177/4882812500000000
573955703160029/610351562500000 664367171013277/1953125000000000
-5349602402482989/9765625000000000 -510626093083183/610351562500000
8933527362569673/19531250000000000 -69473657214771/78125000000000
6350378672333603/9765625000000000 -3709451521404327/4882812500000000
835487118887859/976562500000000 -2528020918518647/4882812500000000
-4712214214835823/4882812500000000 127941201481597/488281250000000
3375353007223351/4882812500000000 -441036598303937/610351562500000
-1272828375927381/4882812500000000 -1178499200137359/1220703125000000
-4730019252455369/4882812500000000 242386120193199/976562500000000
276745574817173/390625000000000 1378402856969911/1953125000000000
2219228726345591/2441406250000000 -4070357896208319/9765625000000000
-8082912956990187/9765625000000000 1370080968646223/2441406250000000
-1168765378373177/9765625000000000 4847716450323317/4882812500000000
6216690172734799/9765625000000000 -470705068458011/610351562500000
880806138833341/976562500000000 8434568446571553/19531250000000000
-8677013977129231/9765625000000000 8961441866425063/19531250000000000
-720854643522917/976562500000000 -6588193222103449/9765625000000000
-3805626422412401/9765625000000000 8993588781663391/9765625000000000
2412167361414399/2441406250000000 -6027416785401229/39062500000000000
-6522029691398509/19531250000000000 -4602532287142429/4882812500000000
6332600247591547/9765625000000000 59472672444317/78125000000000
3059303597883981/9765625000000000 1159256854739001/1220703125000000
-4629083567600017/4882812500000000 6214104259610387/19531250000000000
-4899068794494713/19531250000000000 -4726711670848113/4882812500000000
4966345701979721/9765625000000000 525531137610191/610351562500000
4472507171597967/39062500000000000 -970140320343533/976562500000000
-2722931770813219/9765625000000000 187566600664533/195312500000000
-4880099401642103/4882812500000000 -651002184311381/19531250000000000
28868904632447/30517578125000 6332731922848917/19531250000000000
399795244927329/4882812500000000 2433208872676663/2441406250000000
1661267275864317/2441406250000000 7156150379282329/9765625000000000
7078976790980599/9765625000000000 -840902781551833/1220703125000000
-8713157314579307/9765625000000000 -8820050170382961/19531250000000000
-1371570689958207/7812500000000000 4806975322888847/4882812500000000
-5172905416160939/9765625000000000 8283023674726387/9765625000000000
524798918355409/610351562500000 -4986127960214333/9765625000000000
7110277317654169/39062500000000000 -2400620738993267/2441406250000000
1358163785080591/2441406250000000 4057514318118729/4882812500000000
304518859709867/305175781250000 2561668392501723/39062500000000000
739508453959447/7812500000000000 -4860888369509127/4882812500000000
3636288312442103/4882812500000000 -6517442817226159/9765625000000000
-2414278749463141/2441406250000000 -232279090551059/1562500000000000
4881615888311523/4882812500000000 6917991222928689/312500000000000000
-4565561514131287/9765625000000000 -8632675118484897/9765625000000000
-1301594112015713/2441406250000000 1652405227801963/1953125000000000
-745762532513083/976562500000000 -3152429862447073/4882812500000000
-4514738956216621/9765625000000000 -4329681391218211/4882812500000000
-338934499470401/390625000000000 1213712275639107/2441406250000000
-3724763700050619/9765625000000000 -45136893728803/48828125000000
-3592269867322687/4882812500000000 3307182352166523/4882812500000000
-706102601753297/1220703125000000 -7966068983610887/9765625000000000
-34234106347399/38146972656250 -4308241070930143/9765625000000000
608661885701551/610351562500000 -1452299029192569/19531250000000000
7116848435535947/78125000000000000 2431255240463827/2441406250000000
1634963737029141/1953125000000000 5342262732739531/9765625000000000
288183003895021/305175781250000 3213222876965171/9765625000000000
-2418701376536999/2441406250000000 -5314990210840893/39062500000000000
-969609224961281/976562500000000 4653130950443433/39062500000000000
-44907178810527/48828125000000 -7668440073913129/19531250000000000
6111736837148489/19531250000000000 -4637593660751919/4882812500000000
-4372641086861851/4882812500000000 4345971852483107/9765625000000000
-795833809900071/976562500000000 -5659707266512887/9765625000000000
2435034975098427/4882812500000000 -2116155865018197/2441406250000000
-2502036241616273/4882812500000000 4193050507183877/4882812500000000
-2839839334239437/19531250000000000 4830922783991471/4882812500000000
548792282810317/610351562500000 854801764260049/1953125000000000
7706460894803379/9765625000000000 -599815739352439/976562500000000
-1269297832636149/31250000000000000 152461970153491/152587890625000
-4699821442518247/4882812500000000 -2648423167548537/9765625000000000
8164929957173633/9765625000000000 -5357364131275153/9765625000000000
-3237780779253547/4882812500000000 730989289542673/976562500000000
4571391808529721/9765625000000000 -1725917826242401/1953125000000000
4223814626462933/4882812500000000 1224872229197197/2441406250000000
-4762686792420203/9765625000000000 66605512693491/76293945312500
218832974472339/244140625000000 -4329761944306731/9765625000000000
-5473716498948137/9765625000000000 4043694453398029/4882812500000000
4211644198970453/39062500000000000 -606793602812263/610351562500000
-1145661041605929/1220703125000000 269695192884361/781250000000000
-6935640571587167/9765625000000000 -6874905199519411/9765625000000000
1627046904313879/1953125000000000 270117524976123/488281250000000
60604540139553/76293945312500 -5932155554480657/9765625000000000
-5905803211583301/9765625000000000 -7777462315349227/9765625000000000
3400626868393827/9765625000000000 4577203527880943/4882812500000000
-7530033051374671/39062500000000000 2395615712621579/2441406250000000
8385792611807477/19531250000000000 1763939366401961/1953125000000000
2115270531130111/2441406250000000 4876219941998681/9765625000000000
4785408351998363/4882812500000000 -1552680110595299/7812500000000000
-6304487530809103/19531250000000000 4621438923216803/4882812500000000
2939227892712121/9765625000000000 -465640341452843/488281250000000
7555676546361147/19531250000000000 -9005296753706511/9765625000000000
-4882646921901107/4882812500000000 -5147042513657541/625000000000000000
4881308200240167/4882812500000000 -7756463207039001/312500000000000000
-5610876644729803/9765625000000000 -1998210057123791/2441406250000000
-208814886287321/781250000000000 588145789602507/610351562500000
-7328984843257513/39062500000000000 599512515062959/610351562500000
7817999986388667/9765625000000000 585203450549053/976562500000000
1135476860821013/1220703125000000 -7169864363344317/19531250000000000
415894849585447/488281250000000 -5116641601279531/9765625000000000
-2254803662109937/2441406250000000 -3744489119492121/9765625000000000
4695887549900657/4882812500000000 -1338094925199349/4882812500000000
-1598758264526981/2441406250000000 -7380446045215141/9765625000000000
607787678867369/610351562500000 -3576659490376069/39062500000000000
-2421439571388637/2441406250000000 997121641345387/7812500000000000
3586785904855907/9765625000000000 4541541547573687/4882812500000000
4790382421319013/4882812500000000 -7564524223712873/39062500000000000
-8175037431634123/9765625000000000 -2670963994141719/4882812500000000
-7619055721310949/9765625000000000 3054399349961621/4882812500000000
4868672727546601/4882812500000000 5941232889161027/78125000000000000
4828557938500011/4882812500000000 -58069538711019/390625000000000
-1012283955245703/9765625000000000 4856508849847211/4882812500000000
4191978888236557/9765625000000000 8820132915166529/9765625000000000
2537436761213757/4882812500000000 4171722976540663/4882812500000000
118018556040041/122070312500000 311894473191071/1220703125000000
-2440418914818603/9765625000000000 -2363945155360269/2441406250000000
4266294718267553/4882812500000000 4749984120831829/9765625000000000
4169258384177469/4882812500000000 -1016593719132447/1953125000000000
5459503206911171/19531250000000000 -2344086813452851/2441406250000000
-578785830131441/2441406250000000 1185903815701143/1220703125000000
-5190196312693297/19531250000000000 -4707252308925857/4882812500000000
6101704979937789/9765625000000000 -7624737895719917/9765625000000000
4817682784851119/4882812500000000 -6358819989679419/39062500000000000
4045846184458821/4882812500000000 -5467352764128633/9765625000000000
1106325726394327/3906250000000000 4682886471240599/4882812500000000
-6618645754305399/9765625000000000 -1795149019225843/2441406250000000
-1489911466651871/1953125000000000 6314390483578503/9765625000000000
-3768097968333903/4882812500000000 77634140408691/122070312500000
-8496938339438533/9765625000000000 -4813467616636113/9765625000000000
-8562891141324591/9765625000000000 4695138649970823/9765625000000000
-1767483869134159/62500000000000000 -2440429804975847/2441406250000000
-13668904264761/97656250000000 4834745138128611/4882812500000000
-6503074606203391/19531250000000000 -2302104157167459/2441406250000000
6868170026654943/19531250000000000 2285477135111297/2441406250000000
961459770468071/976562500000000 -684332389152921/3906250000000000
-1526800316613919/1953125000000000 -6090110957143221/9765625000000000
145013142526683/305175781250000 -8592667144666421/9765625000000000
4064929199806769/4882812500000000 676304688671947/1220703125000000
-5492805745067843/39062500000000000 4834298021845037/4882812500000000
6600973621010989/9765625000000000 -7196845065397899/9765625000000000
-213331885558609/305175781250000 -3491585828929663/4882812500000000
-4879111215676869/4882812500000000 -304133255899167/7812500000000000
-4703383917220449/9765625000000000 -1069795624230519/1220703125000000
-4767318720188507/4882812500000000 8445704727195581/39062500000000000
973038420585413/976562500000000 6631101734533149/78125000000000000
3427885357280269/9765625000000000 -1143029374198563/1220703125000000
-39078535669433/61035156250000 7501523426538507/9765625000000000
-1788747174716071/9765625000000000 4800203516143099/4882812500000000
5003365439873747/9765625000000000 -524157679623423/610351562500000
-8869140299792959/9765625000000000 -8174541450922727/19531250000000000
-6789783074808643/9765625000000000 -1403798809483283/1953125000000000
3467908412292829/4882812500000000 3437363692440019/4882812500000000
-3803573868387523/4882812500000000 1224724213061917/1953125000000000
-2434506920464337/2441406250000000 1173846744891691/15625000000000000
-8731337052465161/39062500000000000 -4759271641238567/4882812500000000
5625348560758769/39062500000000000 4831915962864733/4882812500000000
4841308426954353/4882812500000000 -5082302629364839/39062500000000000
4819617849250183/4882812500000000 -1566067300399693/9765625000000000
2289539197603837/2441406250000000 -6781031143651901/19531250000000000
-254501192158883/2441406250000000 -4856209888680171/4882812500000000
-1912211869592761/4882812500000000 -8985611537551533/9765625000000000
164148013014459/244140625000000 361441970992831/488281250000000
2916320854789881/19531250000000000 301754634078899/305175781250000
-8352997919990723/9765625000000000 5059136031898693/9765625000000000
4562031193793053/4882812500000000 -3481223518830919/9765625000000000
1858436954246243/4882812500000000 -451531504961151/488281250000000
-2430083142788241/2441406250000000 3757800094327117/39062500000000000
971826120023729/976562500000000 -1921281743615419/19531250000000000
-3805828932074059/9765625000000000 -4496751543626049/4882812500000000
-8702331263023287/9765625000000000 -8862699866120373/19531250000000000
-191784969698059/610351562500000 927099639426589/976562500000000
-2929369521847017/4882812500000000 -7812976926787901/9765625000000000
-481447807868027/488281250000000 1302461659536381/7812500000000000
-4765202524306527/4882812500000000 -8521794411972937/39062500000000000
-1536606241858677/125000000000000000 610305444375969/610351562500000
1123540823018721/1953125000000000 -798804307173449/976562500000000
8702111988075029/9765625000000000 -8863561042295781/19531250000000000
973058272488061/3906250000000000 -591111461802659/610351562500000
-1237016185876589/2441406250000000 -526204299287501/610351562500000
6207928904074681/78125000000000000 -4867372736732711/4882812500000000
-7201934043946389/78125000000000000 4862021092670499/4882812500000000
-4858573576065859/4882812500000000 -7774760660263451/78125000000000000
6475775915257531/19531250000000000 -4606612454246277/4882812500000000
7905892443315531/19531250000000000 1785963580919909/1953125000000000
7679928790959571/9765625000000000 -47125713252031/76293945312500
-4583837840709491/4882812500000000 -6729384590270941/19531250000000000
-6715847146803887/625000000000000000 -4882530600594431/4882812500000000
4879772243781007/4882812500000000 5512993487775747/156250000000000000
2901230126115293/4882812500000000 -7854863885638577/9765625000000000
-1741115452393497/1953125000000000 4424969624363507/9765625000000000
-244010368038649/390625000000000 -7625894657130527/9765625000000000
-98816137243787/305175781250000 -2309876235392917/2441406250000000
-1080768288033297/1953125000000000 -8134244238413573/9765625000000000
4875963038895821/4882812500000000 165464884445683/3125000000000000
-7134662575291933/1250000000000000000 610341620346747/610351562500000
-1770445258930857/4882812500000000 1137634099108911/1220703125000000
-6443055798390633/9765625000000000 -7338560050817179/9765625000000000
3673929386204361/4882812500000000 -6432449230375719/9765625000000000
4781709555878003/4882812500000000 790791657368739/3906250000000000
2435832004184799/2441406250000000 5276306580023781/78125000000000000
8025793444915953/9765625000000000 5563638307813433/9765625000000000
-1902847142173579/4882812500000000 -8993560065664341/9765625000000000
-1200661340990969/1220703125000000 -7049336618559403/39062500000000000
1948143587775971/9765625000000000 -239233369591849/244140625000000
1440124800992733/1953125000000000 -16492127966807/24414062500000
463090001430479/488281250000000 -6192412089217767/19531250000000000
4775658712307193/4882812500000000 4069283521644871/19531250000000000
-1321819733595243/62500000000000000 2440860186616629/2441406250000000
-6301157956973063/9765625000000000 1865188328994891/2441406250000000
256319357219517/305175781250000 331256061536217/610351562500000
4862525555310821/4882812500000000 -3557105646835413/39062500000000000
4844392723614503/4882812500000000 4890592108427673/39062500000000000
2419179147334793/39062500000000000 -194937584786971/195312500000000
4623082501824543/156250000000000000 -1220168685712389/1220703125000000
1454571709038157/2441406250000000 -156862959213293/195312500000000
-8523011764918717/9765625000000000 4767148214150903/9765625000000000
-521177013953131/610351562500000 -1270612765388979/2441406250000000
416851071269299/488281250000000 5085420866878191/9765625000000000
-7568813065586661/9765625000000000 6170939994751987/9765625000000000
-2292752998500493/2441406250000000 6711175946582531/19531250000000000
-186903909244457/195312500000000 -2834564060569887/9765625000000000
972625657019623/976562500000000 -7007948727390769/78125000000000000
-1086647985447703/1220703125000000 -278079249094217/610351562500000
8062811042843327/19531250000000000 -1778934525635791/1953125000000000
5292314395012013/9765625000000000 1641448628315533/1953125000000000
-5408992199295613/9765625000000000 8130820071098869/9765625000000000
-293791996335683/305175781250000 5284757265592167/19531250000000000
7734136819776669/9765625000000000 5962428975979491/9765625000000000
-8305624032266067/39062500000000000 -4771162587103123/4882812500000000
-4138260105577759/9765625000000000 176909281768039/195312500000000
-5780391199916399/19531250000000000 -4664070138693437/4882812500000000
4461940555977003/4882812500000000 -7932660976074933/19531250000000000
238703211479419/488281250000000 2129784941789747/2441406250000000
-6197335925499561/9765625000000000 -3773607659360519/4882812500000000
2347733217177237/2441406250000000 5358287598114509/19531250000000000
-1209202146590809/1220703125000000 5349485861136943/39062500000000000
-4414418119173423/4882812500000000 -521702176729551/1220703125000000
-1202567892156519/1220703125000000 419268811809287/2441406250000000
6854463230292681/19531250000000000 4572240017124167/4882812500000000
2874521176069581/19531250000000000 -603705076106557/610351562500000
-4645039354776103/4882812500000000 6020587749032417/19531250000000000
-3381050766325657/4882812500000000 -3522833181642999/4882812500000000
-340514280394313/1562500000000000 2382726061366373/2441406250000000
-4586221854176357/4882812500000000 1340668970788879/3906250000000000
284739527404359/305175781250000 -7027088959440401/19531250000000000
4495746937698121/4882812500000000 7621146771801961/19531250000000000
-6926187970442279/9765625000000000 -1376885642872721/1953125000000000
1299560356795161/2441406250000000 -8267146890274053/9765625000000000
2134503900941409/2441406250000000 -4740223748989021/9765625000000000
6666489715652783/19531250000000000 7171215858463/7629394531250
-2304146067373271/2441406250000000 -6456626377283309/19531250000000000
-5828576057215253/9765625000000000 -1958876157167071/2441406250000000
-2603470662884279/78125000000000000 -1220025130767387/1220703125000000
-3322406268914611/4882812500000000 -7156388612822293/9765625000000000
4831818677519391/4882812500000000 5630694040239153/39062500000000000
8792719807836827/9765625000000000 8498355140025369/19531250000000000
976114656777719/976562500000000 -2365746535827797/78125000000000000
-2066793997718803/4882812500000000 552978023991881/610351562500000
274993980779127/305175781250000 -8468960179082223/19531250000000000
-1963207084162043/2441406250000000 -2902607394902061/4882812500000000
3127948387311233/4882812500000000 1874686426877393/2441406250000000
5130102469285423/19531250000000000 942273547353861/976562500000000
14098977344899/15625000000000 8418679271048913/19531250000000000
-4470452689152219/4882812500000000 1963901897806493/4882812500000000
3772005809948603/9765625000000000 -1125967665848601/1220703125000000
-1725685731812293/1953125000000000 -4573581803806701/9765625000000000
-6839592958695169/19531250000000000 4573631589898417/4882812500000000
