100
8329529516106941/39062500000000000 -4770511378986113/4882812500000000
-3149973911012971/4882812500000000 3730887598158633/4882812500000000
7064672395877049/9765625000000000 -842780327802323/1220703125000000
7368914634852271/39062500000000000 -2397572016770837/2441406250000000
5943357313227231/19531250000000000 -4651251380071069/4882812500000000
-128842045038691/244140625000000 829499822356953/976562500000000
158111387275931/781250000000000 2390885099644881/2441406250000000
-7772537231305167/9765625000000000 1182456707513641/1953125000000000
6332893264530153/19531250000000000 4619010915922427/4882812500000000
2439654255094139/2441406250000000 1479597189735013/39062500000000000
-3258120896198387/4882812500000000 3636826382426259/4882812500000000
-196824796794891/390625000000000 -4217669120639419/4882812500000000
1677340362495079/4882812500000000 4585671948417279/4882812500000000
3577569945998181/19531250000000000 -4800199994817863/4882812500000000
-1155466456311197/1220703125000000 -6299478332167599/19531250000000000
2276897443736507/4882812500000000 -1727777575539741/1953125000000000
1571046657854793/1953125000000000 5801960152543891/9765625000000000
881347427150171/3906250000000000 59461318372589/61035156250000
4882070517825753/4882812500000000 -5447662982241499/312500000000000000
-16648965132347/38146972656250 -274576442731253/305175781250000
196221831516779/305175781250000 7479328332470411/9765625000000000
-7080796022781/7629394531250 3636188845166291/9765625000000000
-4341700957295793/4882812500000000 4468328863265569/9765625000000000
7215638480122491/78125000000000000 4861941720169917/4882812500000000
-945671356577019/976562500000000 487360243581811/1953125000000000
1490514792040199/1953125000000000 1577707454828823/2441406250000000
4881118074180199/4882812500000000 -8231966524048017/312500000000000000
-1838266685570799/2441406250000000 -50206994095573/76293945312500
-4343032557014521/4882812500000000 -2231574806917339/4882812500000000
3086820713698139/19531250000000000 4821444703379787/4882812500000000
-4013818926676517/4882812500000000 1390244181251051/2441406250000000
8987502842355473/9765625000000000 1909988501226989/4882812500000000
292131037027481/1220703125000000 2370464576061/2441406250000
-5055250351479719/19531250000000000 2358210956047919/2441406250000000
-350957644033239/781250000000000 8724787735550489/9765625000000000
-6528712556341517/9765625000000000 7262461290588309/9765625000000000
5550669403445883/9765625000000000 -1606953649789249/1953125000000000
-1215827140173807/1220703125000000 -1743962172180397/19531250000000000
4665009485578079/9765625000000000 2144835630941383/2441406250000000
-6962404128069591/9765625000000000 -85597495945837/122070312500000
4219528165650439/4882812500000000 -2457120259457989/4882812500000000
-5180533421465303/9765625000000000 8278254955587319/9765625000000000
-4873784786269783/4882812500000000 1187129427022679/19531250000000000
1127486792684531/1220703125000000 1871425773924107/4882812500000000
1555328882701521/3906250000000000 -139971033255659/152587890625000
8802080437284669/9765625000000000 -8459506277838097/19531250000000000
1083855609007921/3906250000000000 -4691089639099399/4882812500000000
9763043462923/19073486328125 2097329363789879/2441406250000000
