7500
7545141450236407/19531250000000000 -4503752373427243/4882812500000000
-1168998897639161/31250000000000000 4879394907917887/4882812500000000
-8520015495306311/9765625000000000 1193125297285593/2441406250000000
956349917410933/976562500000000 7906367244124383/39062500000000000
5277244340686043/9765625000000000 8216941268460067/9765625000000000
-4777743339824323/4882812500000000 -4029940920501087/19531250000000000
-8635965596877143/9765625000000000 -284958397800913/610351562500000
-2423512819665027/2441406250000000 4720680370172613/39062500000000000
-637286526894537/976562500000000 -7399595928460881/9765625000000000
1172003399854869/15625000000000000 608632150674351/610351562500000
-449829659444247/610351562500000 6600505334942077/9765625000000000
-4870086379420903/4882812500000000 -2818414500504859/39062500000000000
7746041611567099/19531250000000000 8964772249120039/9765625000000000
186523500414479/195312500000000 115861235094053/390625000000000
146111733417061/244140625000000 -312946282452957/390625000000000
-1284104216110489/19531250000000000 -4872247959904309/4882812500000000
173144361738067/1220703125000000 604180674422619/610351562500000
-480212109273243/488281250000000 -707215801131413/3906250000000000
-322774880239289/488281250000000 7327617779007721/9765625000000000
-2253022737447781/4882812500000000 1082986220327259/1220703125000000
-4685715820948167/4882812500000000 21972638435129/78125000000000
2324805711470109/2441406250000000 -186370410985593/610351562500000
-2008756974702337/4882812500000000 8900955752443883/9765625000000000
8720307439586577/9765625000000000 -4395869629517691/9765625000000000
-6388378329412517/78125000000000000 4866460568636603/4882812500000000
7339017113017257/19531250000000000 4524990016407079/4882812500000000
3461317299446379/4882812500000000 -861000161974051/1220703125000000
722517444447821/1953125000000000 2268213024639933/2441406250000000
-940593306814003/976562500000000 105039838219943/390625000000000
201555990750203/976562500000000 149302536931407/152587890625000
7668031376620893/9765625000000000 3023604076585693/4882812500000000
44039178395783/976562500000000 2438922491558099/2441406250000000
721900232891721/9765625000000000 4869453041522627/4882812500000000
6349036716804309/9765625000000000 742005150988157/976562500000000
-2440203544449499/2441406250000000 2451947498591149/78125000000000000
324190054750159/7812500000000000 -4878606721025781/4882812500000000
2951556679351959/4882812500000000 -1944876029386519/2441406250000000
4581380544694359/4882812500000000 6756105641391079/19531250000000000
460024027614573/488281250000000 -6547851326208203/19531250000000000
-1203368788650189/1220703125000000 -1639896150611351/9765625000000000
-4329566379741019/9765625000000000 -8753415710683529/9765625000000000
2414423346612933/4882812500000000 4244103888159037/4882812500000000
4792696387236809/39062500000000000 2422960617642707/2441406250000000
-1180754662633559/1220703125000000 1982291352543/7812500000000
5772305015456951/19531250000000000 2332348003391079/2441406250000000
-7732637054381917/39062500000000000 4786186553567463/4882812500000000
-5029557557153611/9765625000000000 1046355150181333/1220703125000000
-803242170432963/7812500000000000 -4856936014352557/4882812500000000
-3849991416181121/4882812500000000 -1501617794704093/2441406250000000
7574527554745259/19531250000000000 2250334207418231/2441406250000000
1186689303132129/1220703125000000 4578478132243961/19531250000000000
-4882335614316379/4882812500000000 4367435841852943/312500000000000000
4873311577217927/4882812500000000 1217815628147151/19531250000000000
8910648168517003/9765625000000000 -7991941155321297/19531250000000000
-6641400367967609/9765625000000000 3579777674415853/4882812500000000
6441520074081863/9765625000000000 3669954045210423/4882812500000000
-3865565909637193/78125000000000000 1219207949338439/1220703125000000
-874046454799211/1220703125000000 6817196675409369/9765625000000000
-4847163251086899/4882812500000000 4711628694837071/39062500000000000
-1999074230981669/2441406250000000 -5605949263507991/9765625000000000
-3994252115902859/4882812500000000 5617048315534339/9765625000000000
3327171019174789/39062500000000000 -2432534075476869/2441406250000000
8233670684914879/9765625000000000 -2625552260620533/4882812500000000
3017506906447843/9765625000000000 -464386917640249/488281250000000
7205914994354681/9765625000000000 -6591071288854293/9765625000000000
-1003815015820809/3906250000000000 2359418002630683/2441406250000000
-603216832186409/610351562500000 -5955262147144019/39062500000000000
-4858190353987361/4882812500000000 -7835825739038903/78125000000000000
-272289744234457/488281250000000 -1013277091564471/1220703125000000
-1672174394780119/1953125000000000 -2523056255648523/4882812500000000
-4869134133544719/4882812500000000 -584363064581683/7812500000000000
4879444482972647/4882812500000000 5802461071812809/156250000000000000
-3438246559435347/4882812500000000 -1386813239434193/1953125000000000
-6706749538185457/19531250000000000 -573238842628273/610351562500000
2273827461407511/19531250000000000 7577515230363/7629394531250
2646605111677913/19531250000000000 4837775883252941/4882812500000000
-7504199005444493/9765625000000000 624935428082861/976562500000000
-3830497465281803/4882812500000000 1211223981177779/1953125000000000
-1200454835255211/1220703125000000 -1771314682775937/9765625000000000
-6842051146712291/39062500000000000 -4807327158807579/4882812500000000
8550163820512387/9765625000000000 2359138099127837/4882812500000000
2379583121221591/4882812500000000 2131867847648721/2441406250000000
-2404589423985567/312500000000000000 -4882667946602833/4882812500000000
194468195017387/390625000000000 2117357689208411/2441406250000000
-5892681438738547/9765625000000000 973426110303923/1220703125000000
161893917131279/610351562500000 -588489073341283/610351562500000
1559029810082771/2441406250000000 -1878800289762683/2441406250000000
-2416560742701403/9765625000000000 2365476508780253/2441406250000000
5496029392174629/9765625000000000 -8072242102475469/9765625000000000
-39576904736239/152587890625000 4715711459401527/4882812500000000
-7523932099346059/9765625000000000 6225582495241309/9765625000000000
-370039585614423/488281250000000 -6371476569206501/9765625000000000
-4776120849428831/9765625000000000 -8517986926045157/9765625000000000
-2101856272065929/4882812500000000 -8814546641032281/9765625000000000
1085635512312277/1953125000000000 -1014753048781963/1220703125000000
443750666914839/610351562500000 -83812737804901/122070312500000
4704921671820863/4882812500000000 1305974721113171/4882812500000000
69062090338921/76293945312500 4150031170640001/9765625000000000
-6334501896480317/19531250000000000 2309436525858321/2441406250000000
-2923538039971381/9765625000000000 4658872099807669/4882812500000000
-7929426945236837/9765625000000000 5700142100051279/9765625000000000
2439518733687703/2441406250000000 49143534006393/1250000000000000
6109605246896007/19531250000000000 -289860574936873/305175781250000
-7163004359331189/39062500000000000 -2400008361637617/2441406250000000
2168639544581997/2441406250000000 112136836196419/244140625000000
4742852244718799/4882812500000000 1160693971261201/4882812500000000
-4284582411657867/9765625000000000 -438776096655051/488281250000000
-4881204341366779/4882812500000000 4009855120804789/156250000000000000
1536914192405697/3906250000000000 -359119532017989/390625000000000
-730563888934921/1220703125000000 1955906463580557/2441406250000000
243131664612439/488281250000000 -8468897750341469/9765625000000000
-6938216780237517/39062500000000000 -4805173081820959/4882812500000000
-1133688407351017/1220703125000000 -7241952698837941/19531250000000000
-4688135485853009/4882812500000000 -2730013609081113/9765625000000000
-488261095335519/488281250000000 -5678626386216923/625000000000000000
-5619449399755761/9765625000000000 -7986815390642857/9765625000000000
-881790496829679/976562500000000 -335733071216637/781250000000000
3707672287906113/4882812500000000 3177266768096331/4882812500000000
7662781668820971/9765625000000000 -3026929497717377/4882812500000000
5649102915103677/9765625000000000 796586893535113/976562500000000
-215032579118911/390625000000000 4076397010199181/4882812500000000
-4876016982671497/4882812500000000 257519503834947/4882812500000000
537428075607397/976562500000000 31850801264511/38146972656250
1850324241282873/2441406250000000 6370889645454579/9765625000000000
515060660132137/610351562500000 1309910202909733/2441406250000000
687816347013889/2441406250000000 4685028559280949/4882812500000000
4762078840709429/4882812500000000 -539551439860879/2441406250000000
4311557455617693/4882812500000000 1145898143058943/2441406250000000
7092003052260253/9765625000000000 3356744119953003/4882812500000000
-3549317062629197/4882812500000000 -6706476362169779/9765625000000000
-2140803027473687/2441406250000000 4694553227046951/9765625000000000
-467854523770753/488281250000000 -279504731185749/976562500000000
8341606458265643/9765625000000000 -2538948273205163/4882812500000000
-522454812150043/976562500000000 -1650109433543743/1953125000000000
-4994232073688367/9765625000000000 2097991265990629/2441406250000000
3245721257459599/4882812500000000 -1459158740043379/1953125000000000
-3375462268798291/39062500000000000 97290966972849/97656250000000
7985027957934173/9765625000000000 -2810994492685579/4882812500000000
-4880252940466319/4882812500000000 -5058545913552537/156250000000000000
4626908368619197/4882812500000000 6239970331413939/19531250000000000
776651254993703/1953125000000000 -70002682157539/76293945312500
1191635869418589/1220703125000000 8473662483139373/39062500000000000
-425728192810421/488281250000000 2391110305860763/4882812500000000
4812892227600313/4882812500000000 -6586902474022797/39062500000000000
-8071119009605943/156250000000000000 1219073463133541/1220703125000000
2220271267876979/2441406250000000 1624500395482339/3906250000000000
-5431398578153699/39062500000000000 -4835381990687289/4882812500000000
-8917859862695631/9765625000000000 -1989925068309563/4882812500000000
-6770773417725859/19531250000000000 2290013488935153/2441406250000000
596299918967061/610351562500000 8333634732032263/39062500000000000
-951816259830263/976562500000000 -436898724781747/1953125000000000
-4506153020255827/9765625000000000 -8663833827969249/9765625000000000
582616836630739/610351562500000 -1164143138227877/3906250000000000
-4752358519942713/4882812500000000 -1121136212992941/4882812500000000
-1154593516454667/1220703125000000 99067505755423/305175781250000
-6939951865799791/9765625000000000 6870553088435239/9765625000000000
1526065644011789/2441406250000000 1905672618186541/2441406250000000
-424444134570043/2441406250000000 4808455741365683/4882812500000000
5284340443831583/19531250000000000 4700701228514913/4882812500000000
7863235085068521/9765625000000000 5791110915668293/9765625000000000
942229730569321/976562500000000 80208134546401/305175781250000
4395207517436841/4882812500000000 4253943482851143/9765625000000000
2394329409439561/2441406250000000 -7634048473631619/39062500000000000
-1090973318607347/3906250000000000 293031933609479/305175781250000
-4877153039404991/4882812500000000 -3760379227817439/78125000000000000
-974376790944077/976562500000000 -653007325822049/9765625000000000
-8486155157699347/39062500000000000 -4766196198374307/4882812500000000
-4881786542685429/4882812500000000 -6405777172265279/312500000000000000
-7670151992708591/39062500000000000 -2393878647537451/2441406250000000
-945188827622241/976562500000000 2455451008355561/9765625000000000
-8627407452597687/39062500000000000 1190558047205791/1220703125000000
4685167864506959/39062500000000000 1211890998931989/1220703125000000
-1069666282742001/1220703125000000 -294079140262309/610351562500000
-61633083407097/78125000000000 750142996578569/1220703125000000
-1218676309272841/1220703125000000 9000295767884999/156250000000000000
-4621600238118303/4882812500000000 1260519042091749/3906250000000000
-2429775381053621/2441406250000000 -7616811732526129/78125000000000000
2277156984332751/2441406250000000 -7042820099902633/19531250000000000
8137800474484277/625000000000000000 305149911482977/305175781250000
-708732622961251/1220703125000000 -3975553674214913/4882812500000000
-4518031365295021/4882812500000000 -148145884691903/390625000000000
1219527825302677/1220703125000000 6854878276992473/156250000000000000
-180822285348099/1953125000000000 -4861841579295397/4882812500000000
772285718775391/2441406250000000 -4632079121135407/4882812500000000
582512039983377/610351562500000 5831446063841309/19531250000000000
314243092382223/1220703125000000 1179562375745693/1220703125000000
4773426433898649/4882812500000000 2055488253738151/9765625000000000
-106070315943331/152587890625000 28080939129201/39062500000000
3583731299326069/4882812500000000 -1326573202466381/1953125000000000
-3768454836648359/9765625000000000 4504613739955031/4882812500000000
-976428379477967/976562500000000 -5179021375045937/312500000000000000
5463520252649523/19531250000000000 -937576227582841/976562500000000
344363983142627/39062500000000000 -152581961182149/152587890625000
-2943368281669469/156250000000000000 -48819460814461/48828125000000
-557697309255869/610351562500000 -3967959389952029/9765625000000000
1005812730958961/9765625000000000 60710562170171/61035156250000
-972733881591617/976562500000000 -34555721980491/390625000000000
-2164349923664557/4882812500000000 8753844256802717/9765625000000000
-608838737483807/610351562500000 -2748590695875171/39062500000000000
-1217169403180997/1953125000000000 -1527480248508967/1953125000000000
-3438058634056527/78125000000000000 -4878082109768521/4882812500000000
-4657618663464027/4882812500000000 -2931515850823817/9765625000000000
5250361355551073/9765625000000000 1646828919794171/1953125000000000
-624205136968623/1220703125000000 8392316738986433/9765625000000000
4853588972830547/4882812500000000 -2133661615060719/19531250000000000
4607197774509931/4882812500000000 -3234555040005957/9765625000000000
-1187845505450339/1220703125000000 -9002139454362111/39062500000000000
1078822867223077/1220703125000000 228475763455591/488281250000000
5075407924264491/78125000000000000 -4872497698900461/4882812500000000
4953292138297011/9765625000000000 1683238885402901/1953125000000000
103681211481943/122070312500000 -644311072346601/1220703125000000
-8985529650131553/9765625000000000 3824616130702759/9765625000000000
1307459949028777/1953125000000000 -7254732502495643/9765625000000000
27938664285649/1220703125000000 4881533448288887/4882812500000000
-587062016774039/610351562500000 5343829296185153/19531250000000000
311922347552067/390625000000000 5878580808888291/9765625000000000
8912619302300919/78125000000000000 -4850934527463277/4882812500000000
-4829918658131913/4882812500000000 573407312676339/3906250000000000
28981798769877/30517578125000 -3058937472883397/9765625000000000
-4825772936690129/4882812500000000 -5953276603231557/39062500000000000
-6208080914271703/9765625000000000 -942297416909203/1220703125000000
-4911753496052417/9765625000000000 -8440504086524801/9765625000000000
6490951831402657/19531250000000000 -92105546912891/97656250000000
2305695474475503/2441406250000000 -6421129403572537/19531250000000000
7851440548543387/9765625000000000 5807091608827409/9765625000000000
-387457598575293/2441406250000000 301308113866783/305175781250000
-4170411695783591/4882812500000000 5079182689302553/9765625000000000
-4538706510698323/9765625000000000 8646824553000347/9765625000000000
6182780141552219/19531250000000000 -2315852152434011/2441406250000000
-1653908873108323/1953125000000000 -5194426592701443/9765625000000000
-4803246242662691/4882812500000000 -877885779872867/4882812500000000
4890812428651079/19531250000000000 -4727246029337881/4882812500000000
1143995252504403/1220703125000000 1362880644779009/3906250000000000
-4029659918887861/9765625000000000 4447731797746287/4882812500000000
-2723907693767083/9765625000000000 2344511656460433/2441406250000000
203621890663379/976562500000000 1193872665195681/1220703125000000
-1658668314370101/19531250000000000 2432586541322209/2441406250000000
-6513411752444463/19531250000000000 4603294974157223/4882812500000000
-4857652224226463/4882812500000000 7920772142141947/78125000000000000
-1154496489159617/1953125000000000 7876920594596467/9765625000000000
-602618665436613/610351562500000 -3099175452844361/19531250000000000
-6081498366462347/9765625000000000 76408644314201/97656250000000
-6685409860678851/9765625000000000 7118477831345897/9765625000000000
-4873456814015023/4882812500000000 -241696129335049/3906250000000000
2424892830799753/2441406250000000 1133908191521853/9765625000000000
-1966693611430587/2441406250000000 -5786302054054459/9765625000000000
-3028765222316937/39062500000000000 -486811290356387/488281250000000
-3552749232978687/9765625000000000 -4548225052924337/4882812500000000
-2655544648753543/4882812500000000 -8195105985558131/9765625000000000
-1261502633060269/2441406250000000 4180466760696021/4882812500000000
-5621287190942833/9765625000000000 7985522021606793/9765625000000000
4881729474800487/4882812500000000 1645376165265781/78125000000000000
3195907299293999/9765625000000000 -57674195437247/61035156250000
-381563827058157/2441406250000000 -4822809771666221/4882812500000000
283922167838407/976562500000000 4671890728110487/4882812500000000
-4846524622729299/4882812500000000 4753487924864473/39062500000000000
-5935189513916657/78125000000000000 -2434350760155693/2441406250000000
-4881182780110639/4882812500000000 8073284130513593/312500000000000000
255253386376333/1953125000000000 151279192656051/152587890625000
513549361875579/610351562500000 -1055496038598431/1953125000000000
4275684252924461/19531250000000000 238218731792533/244140625000000
-960311277167783/1953125000000000 53147968532671/61035156250000
-1438234024986647/2441406250000000 7891207630683427/9765625000000000
4818574863094621/4882812500000000 -98678312500527/610351562500000
-4851573531569363/4882812500000000 1102891069746831/9765625000000000
4824218668077881/4882812500000000 -3016679373682591/19531250000000000
7774485203926771/39062500000000000 -478512716338331/488281250000000
-548574225654109/15625000000000000 2439901117636021/2441406250000000
7017762363894743/39062500000000000 -480336782511419/488281250000000
-4869764010766043/156250000000000000 -4880440463688583/4882812500000000
-2670457955709291/4882812500000000 -510981167353327/610351562500000
-722512057731379/2441406250000000 -4664092968186561/4882812500000000
-2114442669016109/19531250000000000 4854114612637561/4882812500000000
-5111310377460871/9765625000000000 2080293516938863/2441406250000000
302886803479523/305175781250000 1193836647641879/9765625000000000
4766750340207763/9765625000000000 1065404286781799/1220703125000000
2842972821007467/4882812500000000 1587922590010941/1953125000000000
3554660124538307/9765625000000000 -181914070967193/195312500000000
-8038232140941009/9765625000000000 -554565196248087/976562500000000
-3770553192554087/19531250000000000 4790959293193667/4882812500000000
7636987207016683/78125000000000000 4859427070219361/4882812500000000
1618139613993349/1953125000000000 1093764808014253/1953125000000000
545301971591781/78125000000000000 -488269355685521/488281250000000
2192500087984399/2441406250000000 1718349229587021/3906250000000000
-7518351322093793/9765625000000000 -1246464199858071/1953125000000000
-72906714665033/122070312500000 -7832556527969291/9765625000000000
-3815503916171033/4882812500000000 -1523465439043479/2441406250000000
-2366673358695793/2441406250000000 -959095161281357/3906250000000000
644244343166943/976562500000000 3669548823437441/4882812500000000
6313352279550427/9765625000000000 -7450437210991073/9765625000000000
-4673002841069171/4882812500000000 -5663782986684011/19531250000000000
219778228100447/390625000000000 807331333306019/976562500000000
242345603878413/610351562500000 8962822957110761/9765625000000000
1182078392727809/1220703125000000 2437136586482493/9765625000000000
2332525747338841/2441406250000000 2883853298738879/9765625000000000
2371613582374049/39062500000000000 -2436902455014853/2441406250000000
609763955331211/610351562500000 -6854629464081811/156250000000000000
-4223824807213049/4882812500000000 -2449726904805493/4882812500000000
7298372054072957/9765625000000000 6488543519230791/9765625000000000
-6899805852240013/39062500000000000 4806037195307381/4882812500000000
437102756897671/488281250000000 -4352459489255151/9765625000000000
-96477288182351/97656250000000 -3025729856032069/19531250000000000
7798309898363701/9765625000000000 2939123779704919/4882812500000000
3120221586661259/9765625000000000 4626868511497763/4882812500000000
-3121682759024707/4882812500000000 117330973264819/152587890625000
5679848690575251/9765625000000000 7943975735914329/9765625000000000
-2391789990846081/9765625000000000 -1183524742825387/1220703125000000
-976416376340147/976562500000000 -5405788149113993/312500000000000000
-159740060036339/1220703125000000 -1210206276881901/1220703125000000
976045890560533/976562500000000 -1016339307698689/31250000000000000
3246825533924177/4882812500000000 911728504764927/1220703125000000
-606081061913317/610351562500000 -2306393475946091/19531250000000000
5632042047963129/19531250000000000 4675399908914713/4882812500000000
6643295734710773/9765625000000000 -1431559337530913/1953125000000000
4527896414339601/4882812500000000 7310279853649193/19531250000000000
-1687086149103391/3906250000000000 8807854941756353/9765625000000000
-4170479371485363/4882812500000000 2539480207083981/4882812500000000
-2354847584560789/4882812500000000 8554893515092859/9765625000000000
8590087699866341/19531250000000000 274075202755387/305175781250000
4873585942158033/4882812500000000 600059912194953/9765625000000000
177383175493519/610351562500000 4672056430467607/4882812500000000
466659545457077/976562500000000 4289239982328001/4882812500000000
18372012432579/195312500000000 486116252913251/488281250000000
-233872046742017/976562500000000 -4740722999076591/4882812500000000
4373215452561557/4882812500000000 8687319048482623/19531250000000000
-3432748517561133/9765625000000000 4571205236472293/4882812500000000
515937036931731/610351562500000 -1043504268600451/1953125000000000
-2273833492014083/2441406250000000 -1422242266290559/3906250000000000
5671219680360337/9765625000000000 795013829928251/976562500000000
-5183693414760271/9765625000000000 -8276276591704509/9765625000000000
-791089451978109/976562500000000 -2862917198310253/4882812500000000
2940105022271829/4882812500000000 -7796830219561849/9765625000000000
-8757159621424587/9765625000000000 43219887789669/97656250000000
-2356018704983869/2441406250000000 5120252114450267/19531250000000000
4850721604653681/9765625000000000 -8475726019331383/9765625000000000
2958053809203693/4882812500000000 -1553925381581073/1953125000000000
-6099361901932037/9765625000000000 3813306178039111/4882812500000000
7200747595200313/19531250000000000 -4538852832990381/4882812500000000
-1727313514623797/1953125000000000 -4558193962039643/9765625000000000
-4867707366208277/9765625000000000 -1693196463941343/1953125000000000
999652020492833/1953125000000000 -4194783295616709/4882812500000000
-1172088634755303/31250000000000000 152480525370497/152587890625000
-8273400950176709/9765625000000000 -5188281831034253/9765625000000000
430147955358803/488281250000000 577664022173593/1220703125000000
-3328196112835193/4882812500000000 -893202403737003/1220703125000000
-8805515400810493/19531250000000000 -1089603972437831/1220703125000000
1668548396121691/1953125000000000 2538015360750321/4882812500000000
7933726743597839/19531250000000000 1115455530756557/1220703125000000
-984416572511689/1220703125000000 -1443662191995211/2441406250000000
948990508352373/976562500000000 4608311250918491/19531250000000000
-8252692961637563/9765625000000000 -5221157967497521/9765625000000000
976559539173799/976562500000000 6156177216450233/2500000000000000000
134922236668439/152587890625000 -456111903979681/976562500000000
-5476776917152249/19531250000000000 -2343457118907903/2441406250000000
7496985224392351/39062500000000000 958408224217127/976562500000000
6254872277357249/9765625000000000 -749960028498671/976562500000000
-5852463949351/6103515625000 2772005751759017/9765625000000000
-4857329706643907/4882812500000000 1992811204749159/19531250000000000
6310902592900001/9765625000000000 1490502467003031/1953125000000000
-4852648798938453/4882812500000000 -8670428556032523/78125000000000000
-6313301806253359/19531250000000000 -2310343409490439/2441406250000000
8453499972741067/156250000000000000 609457637102773/610351562500000
-4774747937452413/4882812500000000 -8172696177688929/39062500000000000
-921219781199901/976562500000000 -3240809021405867/9765625000000000
1128278201052323/4882812500000000 4750667975262677/4882812500000000
3657338609620343/625000000000000000 2441364449249323/2441406250000000
-241532637607077/244140625000000 -1423589685806431/9765625000000000
4596459639520641/4882812500000000 -1647548691970597/4882812500000000
3456016738173039/19531250000000000 600720331654631/610351562500000
4598073322065649/4882812500000000 657215901823979/1953125000000000
4876093476251573/4882812500000000 -8194144782551391/156250000000000000
-5532500404762571/39062500000000000 -4833590709686779/4882812500000000
3685036725686021/4882812500000000 3203492194543557/4882812500000000
-4277701357696683/9765625000000000 274339944256453/305175781250000
-4769263335504999/4882812500000000 65430818270497/305175781250000
-1211915991962439/1220703125000000 -4678543123442837/39062500000000000
6853207665001/12207031250000 4040696111094683/4882812500000000
-480837948496231/488281250000000 -6794560830546019/39062500000000000
6921609863797329/9765625000000000 1377806206024759/1953125000000000
-6165808030236461/312500000000000000 4881861977765723/4882812500000000
-2309597824506283/2441406250000000 3165368519651151/9765625000000000
608297045124521/1220703125000000 8466747471949467/9765625000000000
695899718569331/1220703125000000 8023324801421979/9765625000000000
-30803580515561/2441406250000000 -4882423831240579/4882812500000000
-1057652506599099/1220703125000000 -4875980604846797/9765625000000000
1146777619622273/1220703125000000 -6693609332241399/19531250000000000
979570550764321/1220703125000000 -5827151100618829/9765625000000000
145416240412267/195312500000000 3259705669287083/4882812500000000
-858783460250007/4882812500000000 -2403349167232951/2441406250000000
5694302546915643/156250000000000000 4879568914515707/4882812500000000
-2316225148927301/2441406250000000 -1543457854320313/4882812500000000
952704415783163/976562500000000 8581711955409569/39062500000000000
5737325604295061/78125000000000000 -1217406984374207/1220703125000000
-533920158431119/976562500000000 -8176818334946293/9765625000000000
-584130865887537/610351562500000 5663200970864069/19531250000000000
7506768579194041/9765625000000000 -1561566864143393/2441406250000000
430366709388387/488281250000000 -4613158334667221/9765625000000000
127487117377597/244140625000000 8328426471130443/9765625000000000
6949663998692719/9765625000000000 1715182241517999/2441406250000000
-7820552116806607/19531250000000000 -4474292480038127/4882812500000000
4513975582779731/9765625000000000 -865976074026837/976562500000000
-1837954944903779/156250000000000000 -2441237340237977/2441406250000000
-427036588791101/610351562500000 1395467063173359/1953125000000000
6086491368728011/39062500000000000 -2411587853038623/2441406250000000
8252065342276379/9765625000000000 -5222149866427239/9765625000000000
-3483174740494361/9765625000000000 -2280829418323067/2441406250000000
-6401047062528081/19531250000000000 2306567806916401/2441406250000000
8451457948935901/19531250000000000 -35216052311403/39062500000000
-954325252381647/1220703125000000 6089358229837867/9765625000000000
8520541749443761/9765625000000000 2385780791303491/4882812500000000
4762387274843241/4882812500000000 8621926854962003/39062500000000000
-6812156040152321/9765625000000000 -6997282452869917/9765625000000000
6256888546281177/2500000000000000000 2441398603766487/2441406250000000
-581139175478173/1220703125000000 2146991735530731/2441406250000000
-6884710967572271/19531250000000000 2284699383451143/2441406250000000
-6742030361489811/9765625000000000 -7064874963180493/9765625000000000
-6031844297378353/9765625000000000 -7680122786310727/9765625000000000
3618974821589149/4882812500000000 3277938246956467/4882812500000000
-6834406491878519/9765625000000000 -6975551558435631/9765625000000000
-7421784063955857/19531250000000000 -2258272458756191/2441406250000000
6812191364773219/9765625000000000 -10933200097899/15258789062500
-4079838742431509/39062500000000000 4856107337167283/4882812500000000
2101649446846151/2441406250000000 -310597617516451/610351562500000
-6354676987042177/39062500000000000 4817768198684487/4882812500000000
2417844378845149/2441406250000000 -5413891163465593/39062500000000000
-5832578906978913/9765625000000000 -1958131362653079/2441406250000000
-8347170763809739/9765625000000000 2534372302978833/4882812500000000
4154176771226809/4882812500000000 2566061819901433/4882812500000000
-4882623099975821/4882812500000000 -1376213467628047/156250000000000000
-1187722584142799/1220703125000000 -450936611071787/1953125000000000
1217126895201459/1220703125000000 -746972143502967/9765625000000000
-4882646491288901/4882812500000000 644216363243951/78125000000000000
4698126568467671/4882812500000000 -5320849040240749/19531250000000000
6263644149110023/19531250000000000 2312454352711029/2441406250000000
-1066522805635729/15625000000000000 -974284902234909/976562500000000
-646735739244419/1220703125000000 -4141205627290179/4882812500000000
-434724605723953/488281250000000 -8893421953755811/19531250000000000
557322421575137/610351562500000 497677599479087/1220703125000000
140223122050557/781250000000000 -4803518561228039/4882812500000000
2136632728643853/9765625000000000 2382255132006133/2441406250000000
49498898831429/97656250000000 -2104548968683441/2441406250000000
6763633034100877/39062500000000000 2404530371271543/2441406250000000
608118040076547/610351562500000 667747818262213/7812500000000000
-6930787166692877/9765625000000000 3439899013438851/4882812500000000
-6586807722298389/9765625000000000 3604906228672783/4882812500000000
-1456175918455701/2441406250000000 -7838383682416939/9765625000000000
-1762438848973737/3906250000000000 544696517381973/610351562500000
-865420611117211/976562500000000 -4524615809765101/9765625000000000
-4844175495309973/4882812500000000 -7663037101839/61035156250000
-5007184132957517/156250000000000000 4880304666688927/4882812500000000
4625373444366729/4882812500000000 -250326042000757/781250000000000
-3868729640516577/4882812500000000 2979058387938163/4882812500000000
7111246009082237/9765625000000000 -3346550904996701/4882812500000000
-5631752369937291/156250000000000000 609954975720891/610351562500000
-4805210725862601/4882812500000000 -1387309606014767/7812500000000000
191301878061547/195312500000000 -7875440575294817/39062500000000000
7128493174720131/19531250000000000 -4545975635249191/4882812500000000
-7791004887489321/39062500000000000 598088415868893/610351562500000
