100
-4546642217709837/4882812500000000 890210993851293/2441406250000000
3970584780075839/4882812500000000 -355235714314857/610351562500000
-4882745092578743/4882812500000000 -410508696546361/78125000000000000
-1545804733274459/9765625000000000 482125293277617/488281250000000
-4093840140151849/39062500000000000 -4855923218022117/4882812500000000
661683222160707/2441406250000000 -2350029742588397/2441406250000000
-6995116967436673/39062500000000000 -4803883918348451/4882812500000000
-819192203278331/976562500000000 -1328999742509013/2441406250000000
2152209230907959/2441406250000000 -4610353398920537/9765625000000000
1843209953474061/2441406250000000 -6403800802589927/9765625000000000
6597916599028977/19531250000000000 919153446268301/976562500000000
-1738419758659751/2441406250000000 -6856659501816243/9765625000000000
4479627853818641/4882812500000000 -388576489327311/976562500000000
-272592873229057/488281250000000 -4051070285323247/4882812500000000
-646538402534793/1953125000000000 -4607524660591057/4882812500000000
-235525692041047/244140625000000 -5142633201916091/19531250000000000
-456864877207523/488281250000000 -6892670086486651/19531250000000000
-1612259437298973/3906250000000000 -4447507829064989/4882812500000000
4705509601253123/4882812500000000 5215419143533411/19531250000000000
8757819562968229/19531250000000000 1745767232665887/1953125000000000
-43366883522483/48828125000000 1795103035818087/3906250000000000
2370387419802587/2441406250000000 2338300092223229/9765625000000000
8700460461687229/19531250000000000 8743164677579813/9765625000000000
-1628117533195837/3906250000000000 887694428019867/976562500000000
-2632676495325287/4882812500000000 -8224566221052151/9765625000000000
534924594531041/3906250000000000 -4836812732294927/4882812500000000
-4776072294890683/4882812500000000 -203075487849607/976562500000000
8756717364178847/9765625000000000 -1729153903827587/3906250000000000
-7658796323682101/19531250000000000 -1796698542980579/1953125000000000
-6964760688233459/19531250000000000 2280905231201179/2441406250000000
-4709154808050411/4882812500000000 516250931849533/1953125000000000
2626502374126061/4882812500000000 8232458487928479/9765625000000000
8835254010812481/9765625000000000 -8320028414626231/19531250000000000
-8322549292377523/9765625000000000 -1021814169339443/1953125000000000
3315686065271337/9765625000000000 229637836545383/244140625000000
7953761304753319/9765625000000000 -1416534343645473/2441406250000000
3134909234546853/312500000000000000 4882566802420667/4882812500000000
4813612167124277/9765625000000000 8496856450778613/9765625000000000
-125812634786363/244140625000000 -8369069310598771/9765625000000000
-6418065169369783/19531250000000000 -1152914388022911/1220703125000000
-280487444896569/305175781250000 1539146149481517/3906250000000000
18407203818509/19073486328125 1279301653798901/4882812500000000
-2994037351696153/4882812500000000 -385714897907827/488281250000000
-4857994097645457/4882812500000000 -983364138858331/9765625000000000
4868776988904181/4882812500000000 23122342961661/305175781250000
-8452742804139289/9765625000000000 -4890661583844919/9765625000000000
3110993635691707/9765625000000000 -4628421713697627/4882812500000000
109995273083933/195312500000000 -8069698345576649/9765625000000000
-8059133361369721/9765625000000000 -2757616774693439/4882812500000000
-2526751550160427/4882812500000000 1671281401268769/1953125000000000
-3800441561526757/19531250000000000 2394741539093781/2441406250000000
-1262860823859301/1953125000000000 7449630536453481/9765625000000000
-71224183434543/76293945312500 1400188282909057/3906250000000000
2431010339954273/2441406250000000 -7202005379355173/78125000000000000
2339212522491587/2441406250000000 55917038671667/195312500000000
-4731046992033919/4882812500000000 2415824719902553/9765625000000000
