100
677376339369657/1220703125000000 -8124146386655243/9765625000000000
934461030401011/1220703125000000 3141715969457829/4882812500000000
-4742036783081927/4882812500000000 4656084291426441/19531250000000000
-2357282913194347/2441406250000000 -5082876317683357/19531250000000000
-579625785663123/2441406250000000 -474320500342689/488281250000000
6275239804887207/19531250000000000 4623926172324089/4882812500000000
-114951413899181/3906250000000000 4880697829675361/4882812500000000
-972953762588271/976562500000000 838766491437069/9765625000000000
-2082843943703401/2441406250000000 -636833098958653/1220703125000000
-341585482846993/1220703125000000 -234387327071491/244140625000000
-3240921874924313/4882812500000000 -3652161457382919/4882812500000000
6852468336029663/19531250000000000 2286213450590199/2441406250000000
-6123980504677089/19531250000000000 -2318292034764073/2441406250000000
7232639541109881/156250000000000000 975515717479501/976562500000000
4678083590029967/4882812500000000 -699534101178883/2441406250000000
-2234615531807239/2441406250000000 -1966680352822911/4882812500000000
1760589199388903/4882812500000000 569294843166079/610351562500000
-4792313505446639/4882812500000000 7485833770721843/39062500000000000
4384047001801719/19531250000000000 -951643129603337/976562500000000
-4827024443843501/4882812500000000 5887983308093689/39062500000000000
-1796116154467213/31250000000000000 -4874740745208873/4882812500000000
2439081673556773/2441406250000000 -1704211611916217/39062500000000000
-4773773404444747/39062500000000000 -2423106536663131/2441406250000000
7323909542743471/9765625000000000 -322985218896841/488281250000000
594147974286797/976562500000000 3875120969263881/4882812500000000
-6282979414076659/9765625000000000 -1495213714796837/1953125000000000
-4281874997983957/4882812500000000 1173392987429631/2441406250000000
3940901805990083/39062500000000000 -4857899815000987/4882812500000000
-5005819826568923/9765625000000000 -8385058109789967/9765625000000000
1284795053311279/156250000000000000 -1220661856844201/1220703125000000
2845989043602931/9765625000000000 -4670861216208341/4882812500000000
4878226758221177/4882812500000000 -338511019258969/7812500000000000
-1609265113618339/1953125000000000 -553390246506919/976562500000000
8624342098138431/19531250000000000 -8761998201563061/9765625000000000
581290848101237/610351562500000 5954922272723173/19531250000000000
4882782950354321/4882812500000000 8697520568450519/2500000000000000000
-975679780351511/976562500000000 6641990293475227/156250000000000000
-660276211674957/976562500000000 -7195204241037341/9765625000000000
8221479760686277/9765625000000000 2635085491272101/4882812500000000
-2320891945845317/2441406250000000 1515156827855651/4882812500000000
2771013355186659/4882812500000000 -2010183007560097/2441406250000000
-8724701440833059/19531250000000000 8737123544548651/9765625000000000
-5772747268278523/9765625000000000 -7876726516593543/9765625000000000
-2496243879365047/19531250000000000 -4842768404133841/4882812500000000
6576487427989821/9765625000000000 -3609613717218119/4882812500000000
433135705195871/488281250000000 -112707630604629/244140625000000
-4375968489410167/4882812500000000 108313869031689/244140625000000
-2440381987861189/2441406250000000 -4525587874482733/156250000000000000
