1000
-2306163053012921/4882812500000000 8607780174487351/9765625000000000
-6596116126971403/9765625000000000 1800324340225477/2441406250000000
4755222442097667/4882812500000000 554463126890993/2441406250000000
-1219695618740813/1220703125000000 198341806353813/4882812500000000
-2013403348769317/2441406250000000 -1380822737611009/2441406250000000
-2441030132284323/19531250000000000 -4844527185751593/4882812500000000
1615302618656109/2441406250000000 1464516177353169/1953125000000000
1933598419359139/2441406250000000 -5962095779426427/9765625000000000
-1282163514748693/4882812500000000 4711466293162197/4882812500000000
-5629209467504089/9765625000000000 7979939373929311/9765625000000000
2441357253783651/2441406250000000 -24747657641723/3906250000000000
1375362653861427/19531250000000000 4870691070916319/4882812500000000
-6047922826581963/78125000000000000 4868159565644597/4882812500000000
5871299893879011/9765625000000000 -7803542092970429/9765625000000000
572937455299223/1220703125000000 2155791076797579/2441406250000000
746079884932909/4882812500000000 4825476423676189/4882812500000000
-712588731977939/4882812500000000 -1207633926558829/1220703125000000
778225818644939/976562500000000 -5899482109479311/9765625000000000
-965074883476683/1220703125000000 -2989974150168479/4882812500000000
-1335866298250963/1953125000000000 3562090764935557/4882812500000000
-774320365894489/976562500000000 5950649438231719/9765625000000000
780512662101663/3906250000000000 -299021731061417/305175781250000
-2403045727226889/2441406250000000 -344869329823949/1953125000000000
-790748349623187/3906250000000000 47817207464449/48828125000000
4361545779167679/4882812500000000 8780684553159491/19531250000000000
8182228230743453/9765625000000000 -5330907316831709/9765625000000000
-590760013110973/610351562500000 490880800576291/1953125000000000
-3456708582537873/39062500000000000 -4863656790460961/4882812500000000
-738804825341317/1220703125000000 1943485064966697/2441406250000000
-183082188954999/488281250000000 2263291249425317/2441406250000000
-6454801669317699/312500000000000000 4881770777262171/4882812500000000
-905770583300353/2441406250000000 1133583270867959/1220703125000000
-4180386186188059/4882812500000000 504627753675293/976562500000000
653299401235043/1220703125000000 -515586077132301/610351562500000
783879041397721/976562500000000 -58241562896581/97656250000000
5941458224826807/9765625000000000 -3875129217305627/4882812500000000
-235047167770363/976562500000000 -4739269841783069/4882812500000000
-1053773442880463/3906250000000000 -4701786660671507/4882812500000000
2440734174630637/2441406250000000 1833006906987799/78125000000000000
8557263143269729/9765625000000000 -4705388308892527/9765625000000000
4178748115856917/4882812500000000 -315731345806311/610351562500000
-1213625648703011/1220703125000000 8400570908132457/78125000000000000
-5712364869553737/9765625000000000 -7920626189747457/9765625000000000
-8351176191906249/9765625000000000 -2531071307389583/4882812500000000
6514428239262367/9765625000000000 7275277063873651/9765625000000000
-2428884386083621/2441406250000000 -3951226372157523/39062500000000000
4871099289330479/4882812500000000 5408133102275701/78125000000000000
2540107895460721/4882812500000000 834019419188171/976562500000000
-6322638590966177/156250000000000000 -4878813286368933/4882812500000000
-7971650296881007/9765625000000000 5640941693091851/9765625000000000
791639963470287/1220703125000000 297345661230233/390625000000000
-4411992593307823/4882812500000000 4183863892027637/9765625000000000
245178276064259/31250000000000000 -976532443343931/976562500000000
6475276182596689/19531250000000000 -1151664089687173/1220703125000000
-2372826751143277/4882812500000000 341399951908281/390625000000000
4498929418025057/4882812500000000 -7591038929458837/19531250000000000
4730917299971817/9765625000000000 -1708635164585493/1953125000000000
4915872399583/39062500000000 193759716195151/195312500000000
1826270695772077/2441406250000000 1620246840238621/2441406250000000
-7593770109050409/9765625000000000 -6140202535056767/9765625000000000
-8308901170838169/9765625000000000 -5131236982820917/9765625000000000
8274433927316931/9765625000000000 -2593317124027233/4882812500000000
-8043405876835607/19531250000000000 4449531916835371/4882812500000000
5441805165785709/9765625000000000 -8108895620135517/9765625000000000
-8105041118405781/9765625000000000 2723772205488951/4882812500000000
1046211056837973/1220703125000000 -503147560978121/976562500000000
-106288443740693/152587890625000 7006708510788827/9765625000000000
-960968192401189/1220703125000000 6022125884186519/9765625000000000
3324407946958969/4882812500000000 -7152669351326761/9765625000000000
5830537733363589/39062500000000000 4828113852721473/4882812500000000
5044310972420717/9765625000000000 836195900815957/976562500000000
6945880062727057/9765625000000000 3432279919923337/4882812500000000
-24392425419653/24414062500000 6576852189873751/156250000000000000
166631941375491/195312500000000 2547151444467541/4882812500000000
5329330741634477/39062500000000000 4837156221790259/4882812500000000
2429634824509411/2441406250000000 -383129336516633/3906250000000000
5558015308753113/9765625000000000 -4014844251907259/4882812500000000
-8220207059250399/9765625000000000 -329509742029701/610351562500000
-8211050775928287/39062500000000000 -4773719644125021/4882812500000000
-4025877141708323/4882812500000000 5526000778149303/9765625000000000
4853941997082751/4882812500000000 -8483093761878091/78125000000000000
-8425404353598143/156250000000000000 4875708588474599/4882812500000000
-96780521646261/97656250000000 -1304890010461057/9765625000000000
1852177943367679/2441406250000000 6362265437582857/9765625000000000
-1766199624913421/2441406250000000 1685527621397749/2441406250000000
-3317809061458547/4882812500000000 1791228694350599/2441406250000000
-1249995787500979/3906250000000000 4626063998174131/4882812500000000
3946496809508387/4882812500000000 2875242745003693/4882812500000000
-370339069358051/610351562500000 -3881261679841371/4882812500000000
5996222154567813/78125000000000000 -973681877019603/976562500000000
2164839850130533/2441406250000000 -902949088558463/1953125000000000
2288721382096187/2441406250000000 -1359735421487373/3906250000000000
1570938707428573/1953125000000000 2901345424031371/4882812500000000
-577679725573543/4882812500000000 -4848519778738407/4882812500000000
-7468406976201993/9765625000000000 1573021155262271/2441406250000000
-8559372427245213/9765625000000000 -2350775153664179/4882812500000000
-6375730008209413/39062500000000000 301083347996769/305175781250000
-4723801848391519/9765625000000000 -2136778061383509/2441406250000000
709557834792417/7812500000000000 -4862631904102829/4882812500000000
2092140191199509/2441406250000000 -5033351007679469/9765625000000000
-149083012667887/244140625000000 -966681179464787/1220703125000000
-3581754873902383/4882812500000000 -3318567451993823/4882812500000000
4766465064453259/4882812500000000 1059560616247527/4882812500000000
-935646624482043/1953125000000000 -8572138968367753/9765625000000000
4192322850612523/4882812500000000 -5006510571800819/9765625000000000
-2317652726453241/39062500000000000 4874210500316891/4882812500000000
7212117268482899/9765625000000000 6584284026853319/9765625000000000
4909084512870393/9765625000000000 527628542121643/610351562500000
-2248844493360109/2441406250000000 7602790739081967/19531250000000000
-4877561816501453/4882812500000000 -3622105866620007/78125000000000000
2438936930902151/2441406250000000 7025767320814097/156250000000000000
-270660491413447/390625000000000 1760357618728003/2441406250000000
-4512785924252333/4882812500000000 -3729139907284931/9765625000000000
-4841639978754277/4882812500000000 1012409689448107/7812500000000000
1292835188851253/1953125000000000 -7319963183126239/9765625000000000
605541067221533/1220703125000000 -847938162006819/976562500000000
1427582579170377/1953125000000000 6664655364822427/9765625000000000
-3899783237114687/4882812500000000 5876580166619203/9765625000000000
-4689106279895043/4882812500000000 108933453623911/390625000000000
-2556520730889003/9765625000000000 -2356263373876631/2441406250000000
-2488766323329299/9765625000000000 4721585375392649/4882812500000000
-1220692558404609/1220703125000000 -1040199348675413/250000000000000000
-487657325386903/488281250000000 -7896366179503343/156250000000000000
-4280994683489241/4882812500000000 -4696782911778277/9765625000000000
-58994981387157/61035156250000 200303629067911/781250000000000
-1871151999853319/2441406250000000 -3136402187847717/4882812500000000
-1316233954808293/3906250000000000 2298633870665571/2441406250000000
-487009222489727/488281250000000 -5635535961624337/78125000000000000
-4405332925591961/4882812500000000 -8423680644327987/19531250000000000
882151950293181/1220703125000000 6750047376325367/9765625000000000
846268427936699/1220703125000000 7037935457560553/9765625000000000
1806803186309747/4882812500000000 4536223115775633/4882812500000000
1375163076382477/1953125000000000 6934738241237519/9765625000000000
-1064204492348699/15625000000000000 -608934252916601/610351562500000
992474589501571/7812500000000000 484325200823889/488281250000000
-1147767307730901/4882812500000000 2372998531260629/2441406250000000
3600159671641877/4882812500000000 -3298591858481389/4882812500000000
4108630560784223/19531250000000000 477355266990353/488281250000000
-298420797250389/976562500000000 116231137191071/122070312500000
-8647764561488681/9765625000000000 113422880544683/244140625000000
-4614894712012437/19531250000000000 4744552622215421/4882812500000000
-7873771834404111/9765625000000000 -5776776673922017/9765625000000000
-1709466398390267/1953125000000000 472340422364953/976562500000000
-4516186268551207/4882812500000000 3712637605749191/9765625000000000
2412888661216697/2441406250000000 -5953049071224361/39062500000000000
4675303336171761/4882812500000000 -2816662297782571/9765625000000000
-1201881855211067/4882812500000000 591572823024967/610351562500000
121384528504041/122070312500000 -1033696075099269/9765625000000000
-5956301583427601/9765625000000000 3869428352091651/4882812500000000
-232361439669217/390625000000000 -3925001034630613/4882812500000000
-1503338742872929/2441406250000000 7694608087970489/9765625000000000
-74423019724449/1220703125000000 -2436864652392381/2441406250000000
4962746182635269/19531250000000000 -4722558078581717/4882812500000000
2575741514750467/4882812500000000 8296363916643777/9765625000000000
-573594650044131/610351562500000 1335105153339299/3906250000000000
-2981707705484189/19531250000000000 2412788667061273/2441406250000000
-133283554584619/195312500000000 -1427671766672539/1953125000000000
1193376904337/1220703125000 2054733984998417/9765625000000000
-3437578457331429/4882812500000000 6935391051655883/9765625000000000
-5039974808511231/19531250000000000 -4717443564130313/4882812500000000
7110740619149917/19531250000000000 -454771298573299/488281250000000
-110693658476737/152587890625000 3360758518332523/4882812500000000
-1794717344853419/1953125000000000 7705108160871553/19531250000000000
2020710359254891/2441406250000000 5480429357689461/9765625000000000
-7747590792105231/19531250000000000 4482218782872679/4882812500000000
8321431423920169/9765625000000000 2555445689973617/4882812500000000
-3359446224501389/4882812500000000 3543441684977983/4882812500000000
997805764476843/9765625000000000 -2428628925147399/2441406250000000
951085646861779/1220703125000000 -6121710671860417/9765625000000000
-76392257938029/122070312500000 -7616984861101847/9765625000000000
1676383667564547/2441406250000000 11359237881657/15625000000000
2332269519553299/2441406250000000 -288716709790531/976562500000000
-684883782832219/3906250000000000 -4807176156947781/4882812500000000
-191662771975717/1953125000000000 -4859245470919061/4882812500000000
610348827376763/610351562500000 -1496866037903037/500000000000000000
6966917109651773/19531250000000000 -2280802327820127/2441406250000000
-183895300003999/781250000000000 949123017198343/976562500000000
2563635286399887/9765625000000000 -4711560403914779/4882812500000000
6263505676327903/9765625000000000 -7492391359454813/9765625000000000
9426780785561/9765625000000 5100288486586987/19531250000000000
2289582902236257/2441406250000000 6780086660573997/19531250000000000
-2387835914509769/2441406250000000 -8138074432357291/39062500000000000
7719496117436851/9765625000000000 -5981372027679133/9765625000000000
511655037318351/1953125000000000 4712288714369429/4882812500000000
2333621689026129/4882812500000000 -4289063734973297/4882812500000000
-413654526004793/488281250000000 2594388409959321/4882812500000000
-82277060437307/97656250000000 5260445313714639/9765625000000000
8345322644943537/9765625000000000 -316986676526603/610351562500000
291275190316271/305175781250000 -5827522791373501/19531250000000000
4809818018220521/4882812500000000 841135269595483/4882812500000000
-1738106679680829/4882812500000000 142593318814427/152587890625000
-8919969437104843/9765625000000000 1987559865874517/4882812500000000
-608871806256621/610351562500000 271842091913597/3906250000000000
3927882655052833/4882812500000000 5801239784146611/9765625000000000
-600576808058079/610351562500000 -1392586320669039/7812500000000000
-2476333008660119/19531250000000000 -4843407254923441/4882812500000000
-5546932512458187/39062500000000000 -4833332258184167/4882812500000000
-4410460059420801/4882812500000000 -419032217110337/976562500000000
-7819765050778493/9765625000000000 -233987029354187/390625000000000
-3806409724460997/4882812500000000 -3058284309818989/4882812500000000
-5974872125283519/9765625000000000 1544905624653299/1953125000000000
-4918624644911943/39062500000000000 2421974625251303/2441406250000000
8450691088532707/78125000000000000 -4854162777454439/4882812500000000
4880547319222279/4882812500000000 -4758839521164517/156250000000000000
-4616574193517613/4882812500000000 6361258524416001/19531250000000000
7867228480317673/9765625000000000 231427388799523/390625000000000
2413290814408659/2441406250000000 -2955585060239441/19531250000000000
190944267822699/244140625000000 -6085383322163891/9765625000000000
-4557117616469051/4882812500000000 -3506871505957233/9765625000000000
1282640208551393/1953125000000000 -1472932911246211/1953125000000000
-6268645915424977/9765625000000000 -7488091213897621/9765625000000000
-8247062705141111/19531250000000000 2213084962571939/2441406250000000
121937686934689/122070312500000 -1456316001712809/31250000000000000
5744221769530881/9765625000000000 -987194160733089/1220703125000000
4762125833303007/4882812500000000 8631163844374687/39062500000000000
4882726951783221/4882812500000000 -7399349911526927/1250000000000000000
1518314029846111/1953125000000000 767865286748111/1220703125000000
-1819062656456757/9765625000000000 4797354549449871/4882812500000000
-116139051448953/122070312500000 -6014131459575741/19531250000000000
2823745159274821/4882812500000000 1991753071142873/2441406250000000
4868493605008371/4882812500000000 11957382590869/156250000000000
8736791491707337/9765625000000000 -218150785416047/488281250000000
-601686825055429/610351562500000 -131173425763183/781250000000000
5148725677677757/9765625000000000 1659615082320557/1953125000000000
-2439417962514983/2441406250000000 -6304724977053791/156250000000000000
601074929658103/610351562500000 -6784591304856211/39062500000000000
122611686051241/305175781250000 4471381192398637/4882812500000000
-7390170480401817/9765625000000000 6383792909487477/9765625000000000
-7261058685243213/19531250000000000 2266421854115377/2441406250000000
-5477155290669163/39062500000000000 -241728773319323/244140625000000
-8044242839683153/9765625000000000 -5536929544145503/9765625000000000
828420979971063/39062500000000000 -4881714326395019/4882812500000000
6188150781893541/19531250000000000 4631256015266339/4882812500000000
2912971465336581/4882812500000000 1959365659613533/2441406250000000
-1520928735882323/1953125000000000 6126730461658157/9765625000000000
4397573799708291/9765625000000000 8719448165838489/9765625000000000
-4817861806642909/4882812500000000 6350133339061267/39062500000000000
-190980458793851/195312500000000 1022691612590329/4882812500000000
4172278882988831/156250000000000000 4881071398473361/4882812500000000
-12897997016809/15625000000000 -689017758053449/1220703125000000
-2796690542847981/19531250000000000 -4832495787440253/4882812500000000
-4354100090602381/4882812500000000 -441980556638981/976562500000000
-7528942594215667/9765625000000000 777440261507577/1220703125000000
4728793517874609/4882812500000000 973363578677839/3906250000000000
-3008254605161889/39062500000000000 -4868311614539291/4882812500000000
5763352151216451/9765625000000000 -7883603466797001/9765625000000000
-1483556929495399/2441406250000000 7755796092714399/9765625000000000
15671564712579/19531250000000 -5828202682258671/9765625000000000
4675481711725133/4882812500000000 -1407738851307327/4882812500000000
-13320146460019/15625000000000 1020985455972281/1953125000000000
-5640307386546481/19531250000000000 4674777128028199/4882812500000000
-5507657333757409/625000000000000000 4882622907011017/4882812500000000
-7310762778110313/9765625000000000 6474579464553799/9765625000000000
-4554487867972469/4882812500000000 -3520510287244077/9765625000000000
-48288199855057/48828125000000 -5792991394363239/39062500000000000
-1479566681635691/1953125000000000 -6374911176280321/9765625000000000
4360558589545079/4882812500000000 8788525880761467/19531250000000000
-3060485251578687/4882812500000000 1902320158058679/2441406250000000
-1192766961799177/1953125000000000 -7733052826124623/9765625000000000
-7553817523371531/78125000000000000 -607491855184257/610351562500000
8211868325559827/39062500000000000 -238684883532863/244140625000000
-828330082281361/976562500000000 -646557701400757/1220703125000000
-1425983615078177/4882812500000000 4669949532884143/4882812500000000
4291992218050341/4882812500000000 1164115620369339/2441406250000000
-1764671995818221/2441406250000000 -1349701531382757/1953125000000000
2414421039156943/2441406250000000 1158362532942677/7812500000000000
-8792189467209667/9765625000000000 -2125137408105203/4882812500000000
-910138809786287/976562500000000 -3540079989591347/9765625000000000
6065953600508759/78125000000000000 2434035966426119/2441406250000000
-4486318099860767/4882812500000000 7709534685847573/19531250000000000
610342095507851/610351562500000 1740521184393133/312500000000000000
501225090474159/976562500000000 -419060772766141/488281250000000
-1066938547033349/1220703125000000 -4744736915710337/9765625000000000
1881880698429787/2441406250000000 -6221240409328647/9765625000000000
-1666347586161281/1953125000000000 1273518126416611/2441406250000000
-2678975984881349/9765625000000000 4695490371437631/4882812500000000
-8624325657356043/9765625000000000 -4581314068746571/9765625000000000
5151146288564227/39062500000000000 -605021427129723/610351562500000
7170021208382591/19531250000000000 4541891968344827/4882812500000000
-8053594562426399/9765625000000000 -2761659205291311/4882812500000000
-4397552213025729/4882812500000000 8488479198413589/19531250000000000
-8780492469396189/39062500000000000 2378929198981981/2441406250000000
4869892514121683/4882812500000000 1135909003940147/15625000000000000
8573376095198191/9765625000000000 -116899139140621/244140625000000
-6893685535796419/9765625000000000 6916974148728347/9765625000000000
3283766849426159/9765625000000000 -2299243176015137/2441406250000000
296728403398729/488281250000000 -7755535667328303/9765625000000000
679214984545659/2441406250000000 -938009081602749/976562500000000
-8662949684943519/19531250000000000 2188117874590787/2441406250000000
-4880241790222519/4882812500000000 -79211708607297/2441406250000000
2078295411201659/4882812500000000 -883686507624381/976562500000000
8612195516060641/9765625000000000 2302038229144447/4882812500000000
-7035764709962947/312500000000000000 -152549212297041/152587890625000
2400805290836097/4882812500000000 8503644363600739/9765625000000000
-707377367560533/2441406250000000 4673363558467153/4882812500000000
975944085645873/976562500000000 1111951929477639/31250000000000000
-5324537648385873/19531250000000000 2348932687790821/2441406250000000
-4210065201906609/4882812500000000 -4946598389136239/9765625000000000
-8669429479664197/9765625000000000 -8990756172370459/19531250000000000
6557822958585069/9765625000000000 -7236186128374503/9765625000000000
478819025693507/488281250000000 -1530567036194003/7812500000000000
-133430623329087/152587890625000 -94748822627913/195312500000000
-673070790569009/4882812500000000 -4836200328877937/4882812500000000
-2714118934873623/19531250000000000 -1208859361924917/1220703125000000
-3961622536049643/4882812500000000 -5708731835362331/9765625000000000
3199713241646053/4882812500000000 7376636925155299/9765625000000000
7520274124600407/9765625000000000 1246000140152329/1953125000000000
-4758927561751261/4882812500000000 8743331620055869/39062500000000000
1156981396762907/4882812500000000 1185939816076811/1220703125000000
2338499462231653/2441406250000000 5610759621620347/19531250000000000
-6085299137938649/39062500000000000 -4823199211642043/4882812500000000
-4814622525339801/4882812500000000 406591886492723/2441406250000000
-985402425501167/1220703125000000 -2881938734119607/4882812500000000
8655045388244519/19531250000000000 -273575820322839/305175781250000
-6037946112230103/9765625000000000 -1535065319606047/1953125000000000
2975117047588473/39062500000000000 4868629787994687/4882812500000000
7218438617056057/9765625000000000 -6577353234578391/9765625000000000
4576528445048383/9765625000000000 4313433059417059/4882812500000000
-483783551508933/1220703125000000 -2241490213830227/2441406250000000
7727666079517231/9765625000000000 5970813060555807/9765625000000000
7859110063494881/9765625000000000 5796707742373983/9765625000000000
-6567913630879473/19531250000000000 -4598452437368247/4882812500000000
-6177941066736033/9765625000000000 -3781549808496559/4882812500000000
988171619690397/1220703125000000 -1146691066383379/1953125000000000
2396614288818531/2441406250000000 7448243659514427/39062500000000000
-4784285408224553/4882812500000000 975946229464449/4882812500000000
-7728905646952679/9765625000000000 1492302104575511/2441406250000000
4354290579747377/9765625000000000 -4370571621302763/4882812500000000
-1071962028900431/1953125000000000 816332449774703/976562500000000
-4647112302728949/4882812500000000 5994938072716341/19531250000000000
-6346167229924419/19531250000000000 -4617872129376347/4882812500000000
-2530261789689403/9765625000000000 1179017115256011/1220703125000000
-2440018617219499/2441406250000000 -2633665158135921/78125000000000000
-8848788838008113/9765625000000000 330491684528061/781250000000000
-1180999669919499/1953125000000000 -777807342031919/976562500000000
1749911247969163/4882812500000000 284904510691653/305175781250000
3330062933098083/4882812500000000 178553484786509/244140625000000
4854450660144619/19531250000000000 -4729587953450077/4882812500000000
-4882518909537183/4882812500000000 856711206317323/78125000000000000
-7980919309305923/9765625000000000 -351738753701327/610351562500000
7288450509145991/9765625000000000 3249843104534223/4882812500000000
-4586317002465791/4882812500000000 6702303201794973/19531250000000000
-8782937290273211/9765625000000000 853872219849159/1953125000000000
-1412759461123897/1953125000000000 674315944240887/976562500000000
4303042771687981/4882812500000000 -1442339789519/3051757812500
2342736349413191/2441406250000000 -5496476687782991/19531250000000000
8469788621353821/9765625000000000 -4861081397200661/9765625000000000
-8840592559072653/9765625000000000 -8297313985885853/19531250000000000
-7931723018820273/312500000000000000 1220309860214619/1220703125000000
-74745763561807/76293945312500 1957341082227641/9765625000000000
4786264957887443/4882812500000000 -1932382636079061/9765625000000000
-235570701755699/244140625000000 5129422111524459/19531250000000000
7548437426771721/9765625000000000 -774480915423527/1220703125000000
6844740406341151/78125000000000000 1216009052621353/1220703125000000
-6291994012753941/39062500000000000 4819053520910299/4882812500000000
8463707140600983/19531250000000000 8801070787134937/9765625000000000
-9473594640023/9765625000000 -189625926280601/781250000000000
49253878681987/61035156250000 1441857542612041/2441406250000000
8430248234062617/19531250000000000 -4404547658915897/4882812500000000
486059665787797/488281250000000 -465250512715203/4882812500000000
-8132360975792739/9765625000000000 -5406675189062901/9765625000000000
3463044187085923/4882812500000000 6884528413318271/9765625000000000
-2285012032830009/2441406250000000 6878067111559211/19531250000000000
1218939257267567/1220703125000000 209916255497273/3906250000000000
546991814158491/610351562500000 -8665384049881997/19531250000000000
4162675044275627/9765625000000000 -8834000685781607/9765625000000000
1219789378928551/3906250000000000 927729181036723/976562500000000
-4706798845198519/4882812500000000 1039354427631041/3906250000000000
-4692833250768857/39062500000000000 605931017550597/610351562500000
-2354746677503813/4882812500000000 855500461599899/976562500000000
-4818893414437601/4882812500000000 -1574959263531813/9765625000000000
859790356798069/1953125000000000 -1096061451855227/1220703125000000
5361597050272119/39062500000000000 2418299524685839/2441406250000000
-1726541430249251/1953125000000000 4565500945290317/9765625000000000
1747559838908831/2441406250000000 -6819383065318449/9765625000000000
755830298702709/1953125000000000 -9004745728209061/9765625000000000
-261420350798779/305175781250000 314907336528009/610351562500000
-7265254786517863/9765625000000000 -407850235455313/610351562500000
8124321478533979/19531250000000000 8880668993323807/9765625000000000
7859156277091961/9765625000000000 289832254299237/488281250000000
6724038324237737/19531250000000000 4584328162178471/4882812500000000
7734552214574553/39062500000000000 239306910052403/244140625000000
-1826928055441517/2441406250000000 323901118107347/488281250000000
-2552410862782763/4882812500000000 333006250489853/390625000000000
676475854850103/1220703125000000 -8128946941648323/9765625000000000
557796204306791/976562500000000 8015845001415551/9765625000000000
24096964352651/24414062500000 -6275337222563519/39062500000000000
-923979125019823/1953125000000000 -8603719896289921/9765625000000000
2398268471485013/2441406250000000 -1462133249089429/7812500000000000
-5917864488075929/19531250000000000 -232664124350717/244140625000000
-3701277882552089/4882812500000000 1273885391786057/1953125000000000
4802835320741003/4882812500000000 -7041048976390577/39062500000000000
3083119601297101/4882812500000000 -302905729855387/390625000000000
-5975140973507663/9765625000000000 482770010215037/610351562500000
5048794951473571/312500000000000000 4882175200148577/4882812500000000
706314829988763/1220703125000000 7964864765999073/9765625000000000
1681878702396641/3906250000000000 8814077196778951/9765625000000000
-6238554593997861/9765625000000000 -3756589817185701/4882812500000000
-840709004850967/1220703125000000 3540224825735817/4882812500000000
1204261019728133/1220703125000000 -3194856496232577/19531250000000000
7559588401205727/9765625000000000 -3091118521060817/4882812500000000
-373764339782121/488281250000000 -392744345536949/610351562500000
-2309184430694337/2441406250000000 317019051182211/976562500000000
-1426575735705347/19531250000000000 2434885162310011/2441406250000000
-7717050706109613/39062500000000000 2393289801267067/2441406250000000
-8791620055285383/19531250000000000 -1744067496876207/1953125000000000
-13132110528324/19073486328125 708237875648997/976562500000000
-4630167107001617/9765625000000000 -8598196566831051/9765625000000000
670659553782207/3906250000000000 2405154363014969/2441406250000000
545518071577511/1953125000000000 -4688488095329449/4882812500000000
-1738096572512717/4882812500000000 -4562990052013679/4882812500000000
-4141466243070887/4882812500000000 -1034610285482263/1953125000000000
-4928181540059119/19531250000000000 -188992791733103/195312500000000
-4880963919521463/4882812500000000 -1719642080042609/62500000000000000
-6037173410007047/9765625000000000 7675934396419037/9765625000000000
-4764033088037221/4882812500000000 -1712707626648969/7812500000000000
-3974454769476263/4882812500000000 1418235452555713/2441406250000000
-4708217560682393/4882812500000000 -2588084474230461/9765625000000000
-4593594260577783/312500000000000000 -4882284943794717/4882812500000000
-2371687055358613/2441406250000000 1158559431334369/4882812500000000
5620193317558193/19531250000000000 -1169072738921639/1220703125000000
8005195734699957/39062500000000000 -4779179694746169/4882812500000000
4401321557295511/4882812500000000 -8457164025314463/19531250000000000
1171767880967453/1220703125000000 5474622822127513/19531250000000000
-8902939717203653/9765625000000000 1003278875502181/2441406250000000
48853838897683/1220703125000000 2439450283821931/2441406250000000
-4158549936035731/4882812500000000 5117937217142651/9765625000000000
4787847450630011/9765625000000000 -8511401085022413/9765625000000000
888694029474247/976562500000000 -8096844777642117/19531250000000000
-1328091814442583/1953125000000000 -7160428405541821/9765625000000000
1180452160745827/1220703125000000 -4974142819347891/19531250000000000
-3011051773692789/4882812500000000 -7687763036487989/9765625000000000
-1721969856350437/4882812500000000 228455015943931/244140625000000
974772745767503/976562500000000 -4727729613339851/78125000000000000
4835232657453191/4882812500000000 -43519202743493/312500000000000
3214261010414957/4882812500000000 3675647435089833/4882812500000000
2304081362952139/2441406250000000 1291620799273273/3906250000000000
4695486348272021/4882812500000000 1339502095312783/4882812500000000
-7155246679202213/19531250000000000 4543347963797359/4882812500000000
4803518155274703/4882812500000000 7011173902747233/39062500000000000
2420680293313239/4882812500000000 -4240538270988859/4882812500000000
-4518262161837971/4882812500000000 -1851260367171381/4882812500000000
8356698956993651/9765625000000000 5053020303027313/9765625000000000
1391889631949051/2441406250000000 -1604614890622529/1953125000000000
712228547448139/4882812500000000 2415294413024847/2441406250000000
-454277199809451/488281250000000 286443817139081/781250000000000
-4836507890307411/4882812500000000 536685732786201/3906250000000000
2230905346776347/2441406250000000 -793382958733557/1953125000000000
-6379149961279947/19531250000000000 -1153757740246927/1220703125000000
-2833734659846293/19531250000000000 603893353225879/610351562500000
-8888996249954033/156250000000000000 4874904671110037/4882812500000000
-7748820813988187/9765625000000000 -5943333040754863/9765625000000000
7298250471867577/9765625000000000 6488680273407659/9765625000000000
-4868314141552923/4882812500000000 3007992865013673/39062500000000000
-1093886040144211/1220703125000000 -8668537324368519/19531250000000000
5818549713305569/9765625000000000 7842952943529413/9765625000000000
1156388049840161/78125000000000000 4882277577370311/4882812500000000
-3469756300476001/9765625000000000 71315854492859/76293945312500
2442951716835013/9765625000000000 -2363781643757491/2441406250000000
744547700015073/1220703125000000 7738795117740871/9765625000000000
